house,state,mp_name,constituency,vendor_name,payment_status,work_title,work_id,expenditure_date,disbursed_amount,log_amount,mean,std,state_log_deviation,vendor_count,vendor_mean,vendor_count_log,vendor_mean_ratio,anomaly_prediction,anomaly_score,is_anomaly
Lok Sabha,Punjab,DR. RAJ KUMAR CHABBEWAL,HOSHIARPUR(SC),Rakesh Singh Contractor,Payment Success,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18155/2024-2025/177940,2025-07-16,2787699.0,6.4452460350806176,4.699928377134102,0.5546092002274752,3.146932393531638,4.0,1163439.0,1.6094379124341003,2.3960852266427377,-1,-0.025244954794514718,True
Lok Sabha,Tamil Nadu,DR RANI SRI KUMAR,TENKASI(SC),SRI BALAJI ENGINEERING,Payment Success,Setting up of laboratories,WS/MP18182/2026-2027/267312,2026-06-19,605000.0,5.781756092493994,5.7177282197633845,0.4497060558405531,0.14237716370293094,18.0,71305.55555555556,2.9444389791664403,8.484612388001558,-1,-0.024998064590114888,True
Rajya Sabha,Punjab,Dr. Vikramjit Singh Sahney (2022-28) (2022-2028),,Bansal Construction Co,Payment Success,"Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides",WS/MP844/2023-2024/6219,2024-05-08,3706542.0,6.568969042783512,4.699928377134102,0.5546092002274752,3.370013813118888,2.0,1878431.5,1.0986122886681098,1.9732111604814975,-1,-0.024989022590050203,True
Lok Sabha,Punjab,SUKHJINDER SINGH RANDHAWA,GURDASPUR,SANJEEV KUMAR,Payment Success,Installing tube-wells and borewells,WS/MP18154/2025-2026/205313,2025-09-12,1000000.0,6.0000004342942646,4.699928377134102,0.5546092002274752,2.3441227744273503,18.0,238311.11111111112,2.9444389791664403,4.1961954494591565,-1,-0.024974286942041513,True
Lok Sabha,Odisha,DHARMENDRA PRADHAN,SAMBALPUR,EMF,Payment Success,Construction of rainwater harvesting structures,WS/MP18150/2026-2027/272769,2026-08-01,51.0,1.7160033436347992,4.463319681510083,1.1908092186143866,-2.3071003271809007,158.0,190.0126582278481,5.0689042022202315,0.2684031710079275,-1,-0.024941287650656396,True
Lok Sabha,Odisha,Shri Jual Oram,SUNDARGARH (ST),EMF,Payment Success,Construction of community centers and community halls,WS/MP370/2024-2025/145375,2026-04-28,50.0,1.7075701760979363,4.463319681510083,1.1908092186143866,-2.31418220680111,158.0,190.0126582278481,5.0689042022202315,0.2631403637332623,-1,-0.024941287650656396,True
Rajya Sabha,Uttarakhand,Shri Naresh Bansal (2020-26) (2020-2026),,SANDEEP SINGH,Payment Success,"Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides",WS/MP850/2025-2026/200411,2025-10-27,2062964.0,6.314491859851092,4.575890061676738,0.7785953606778007,2.2329978907924994,5.0,668401.2,1.791759469228055,3.0864157634666127,-1,-0.02478515357600608,True
Lok Sabha,Uttar Pradesh,PRAVEEN PATEL,PHULPUR,Sunny Enterprises,Payment Success,Lighting of public spaces,WS/MP18233/2025-2026/239999,2025-12-18,5475757.0,6.738444246330651,5.2394868954404945,0.5548947427641531,2.701336371332786,24.0,2594634.0833333335,3.2188758248682006,2.1104158906928716,-1,-0.024780198444833146,True
Lok Sabha,Kerala,Shri Hibi Eden,ERNAKULAM,EXECUTIVE ENGINEER,Payment Success,Improvement of electricity distribution infrastructure,WS/MP352/2025-2026/219822,2025-10-04,500000.0,5.698970872924114,5.501593744247948,0.48467972305758084,0.4072320736485964,106.0,28830.83962264151,4.672828834461906,17.342540368034882,-1,-0.024765776986421018,True
Rajya Sabha,Madhya Pradesh,Shri Vivek K. Tankha (2022-28) (2022-2028),,BRAMHADEV KACHARU BARDE,Payment Success,Construction of community centers and community halls,WS/MP106/2024-2025/145085,2026-04-07,2400.0,3.3803921600570273,5.188665529226982,0.4692888662406491,-3.853220264217137,2.0,1852.5,1.0986122886681098,1.2955465587044535,-1,-0.02472762474342849,True
Lok Sabha,Odisha,Shri Bhartruhari Mahtab,CUTTACK,EMF,Payment Success,Development of playfields and sports grounds,WS/MP372/2025-2026/185719,2026-02-26,58.0,1.7708520116421442,4.463319681510083,1.1908092186143866,-2.261040331045528,158.0,190.0126582278481,5.0689042022202315,0.3052428219305842,-1,-0.024709675602688996,True
Lok Sabha,Odisha,DHARMENDRA PRADHAN,SAMBALPUR,EMF,Payment Success,Construction of community centers and community halls,WS/MP18150/2025-2026/191384,2026-06-18,62.0,1.7993405494535817,4.463319681510083,1.1908092186143866,-2.2371166517809464,158.0,190.0126582278481,5.0689042022202315,0.3262940510292452,-1,-0.02468663515667302,True
Rajya Sabha,Madhya Pradesh,Shri Vivek K. Tankha (2022-28) (2022-2028),,MALTA INDRADEV BARDE,Payment Success,Construction of community centers and community halls,WS/MP106/2024-2025/145085,2026-04-07,1566.0,3.1950689964685903,5.188665529226982,0.4692888662406491,-4.248122374452593,5.0,1513.8,1.791759469228055,1.0344827586206897,-1,-0.02461318347908914,True
Rajya Sabha,Madhya Pradesh,Shri Vivek K. Tankha (2022-28) (2022-2028),,MALTA INDRADEV BARDE,Payment Success,Construction of community centers and community halls,WS/MP106/2024-2025/145085,2026-04-07,1566.0,3.1950689964685903,5.188665529226982,0.4692888662406491,-4.248122374452593,5.0,1513.8,1.791759469228055,1.0344827586206897,-1,-0.02461318347908914,True
Rajya Sabha,Madhya Pradesh,Shri Vivek K. Tankha (2022-28) (2022-2028),,MALTA INDRADEV BARDE,Payment Success,Construction of community centers and community halls,WS/MP106/2024-2025/145085,2026-04-07,1566.0,3.1950689964685903,5.188665529226982,0.4692888662406491,-4.248122374452593,5.0,1513.8,1.791759469228055,1.0344827586206897,-1,-0.02461318347908914,True
Rajya Sabha,Madhya Pradesh,Shri Vivek K. Tankha (2022-28) (2022-2028),,MALTA INDRADEV BARDE,Payment Success,Construction of community centers and community halls,WS/MP106/2024-2025/145085,2026-04-07,1566.0,3.1950689964685903,5.188665529226982,0.4692888662406491,-4.248122374452593,5.0,1513.8,1.791759469228055,1.0344827586206897,-1,-0.02461318347908914,True
Rajya Sabha,Kerala,Shri Abdul Wahab (2021-27) (2021-2027),,Auro Biotechnologies Pvt Ltd,Payment Success,"Purchase of vehicle for mobile dispensaries (Four, three and two wheelers)",WS/MP096/2025-2026/243720,2026-05-21,2000.0,3.3012470886362113,5.501593744247948,0.48467972305758084,-4.5397951491160935,1.0,2000.0,0.6931471805599453,1.0,-1,-0.024430197929330544,True
Rajya Sabha,Nagaland,Smt. S. Phangnon Konyak (2022-28) (2022-2028),,Pangom Konyak,Payment Success,"Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides",WS/MP233/2026-2027/297499,2026-07-26,9500000.0,6.977723651004054,5.8633420355944,0.5268381555701809,2.115225717096351,3.0,3833333.3333333335,1.3862943611198906,2.4782608695652173,-1,-0.02436957960810282,True
Lok Sabha,Odisha,ANANTA NAYAK,KEONJHAR(ST),EMF,Payment Success,Construction of community centers and community halls,WS/MP18146/2025-2026/172628,2026-03-24,65.0,1.8195439355418688,4.463319681510083,1.1908092186143866,-2.2201505536247734,158.0,190.0126582278481,5.0689042022202315,0.34208247285324095,-1,-0.0242520171993148,True
Rajya Sabha,Rajasthan,Shri Mukul Wasnik (2022-28) (2022-2028),,HA INFRA GLOBAL PRIVATE LIMITED,Payment Success,Construction of public libraries and reading rooms,WS/MP146/2025-2026/196392,2025-07-09,1875000.0,6.273001503687399,4.465815975724242,0.9043060886805357,1.9984223821825684,15.0,489247.26666666666,2.772588722239781,3.832417936179238,-1,-0.024113282289308757,True
Rajya Sabha,Madhya Pradesh,Smt. Sumitra Balmik (2022-28) (2022-2028),,summi bai,Payment Success,Construction of culverts and bridges,WS/MP107/2023-2024/90552,2024-02-25,2200.0,3.342620042553348,5.188665529226982,0.4692888662406491,-3.933708254069233,2.0,1763.0,1.0986122886681098,1.2478729438457175,-1,-0.02393730508014713,True
Lok Sabha,Uttar Pradesh,UTKARSH VERMA MADHUR,KHERI,Ranjeet Kumar Verma Contractor,Payment Success,Construction of culverts and bridges,WS/MP18226/2024-2025/170172,2025-05-27,4354605.0,6.638948866630329,5.2394868954404945,0.5548947427641531,2.5220314112520765,4.0,1821008.25,1.6094379124341003,2.391315360597625,-1,-0.023886962716240023,True
Lok Sabha,Karnataka,SAGAR ESHWAR KHANDRE,BIDAR,PRAKASH,Payment In-Progress,Construction of buildings for community cultural activities,WS/MP18079/2025-2026/182394,2026-08-06,1875000.0,6.273001503687399,5.330132366384682,0.5548164189387811,1.6994254407722469,6.0,460840.0,1.9459101490553132,4.068657234615051,-1,-0.02385391883814758,True
Rajya Sabha,Andhra Pradesh,Shri V. Vijayendra Prasad (2022-28) (2022-2028),,SRI SAI CIVIL TECH SERVICES,Payment Success,"Construction of rooms and facilities for hospitals, FWC , PHC Centers and ANM centers",WS/MP840/2024-2025/159541,2026-04-27,9400.0,3.973174052682972,5.60773170892532,0.3625772186175567,-4.508164253878467,3.0,1617367.6666666667,1.3862943611198906,0.005811912896325573,-1,-0.023757381965018975,True
Lok Sabha,West Bengal,Sudip Bandyopadhyay,KOLKATA UTTAR,DETECH,Payment Success,Purchase of training equipment,WS/MP867/2025-2026/196279,2026-05-12,3063.0,3.486288760960566,5.595904606090499,0.4383067199146974,-4.813104041709657,4.0,21581.75,1.6094379124341003,0.14192546943598178,-1,-0.023748568428503924,True
Lok Sabha,Jharkhand,Vishnu Dayal Ram,PALAMU(SC),SITA RAM PATEL,Payment Success,Installing community drinking water plants,WS/MP437/2025-2026/206403,2025-09-09,869640.0,5.939340006761322,5.373590915581567,0.2986561582339397,1.8943158397443758,262.0,233105.2251908397,5.572154032177765,3.730675703592826,-1,-0.0237262181233997,True
Lok Sabha,Jharkhand,Vishnu Dayal Ram,PALAMU(SC),SITA RAM PATEL,Payment Success,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP437/2026-2027/276954,2026-05-15,870000.0,5.939519751807391,5.373590915581567,0.2986561582339397,1.894917685851057,262.0,233105.2251908397,5.572154032177765,3.7322200705185575,-1,-0.0237262181233997,True
Rajya Sabha,Kerala,Dr. John Brittas (2021-27) (2021-2027),,SREE GOKULAM HEALTHCARE PVT LTD,Payment Success,Purchase of hospital equipment,WS/MP099/2024-2025/132665,2024-10-04,7152320.0,6.854446997594388,5.501593744247948,0.48467972305758084,2.79123138226626,2.0,3825535.0,1.0986122886681098,1.86962607844393,-1,-0.02361981672519331,True
Lok Sabha,Punjab,DR DHARAMVIRA GANDHI,PATIALA,Jarnail singh,Payment Success,Construction of community centers and community halls,WS/MP18158/2025-2026/199758,2026-04-28,1539.0,3.187520720836463,4.699928377134102,0.5546092002274752,-2.72697902537015,3.0,47113.333333333336,1.3862943611198906,0.032665911985283715,-1,-0.02349789827097981,True
Lok Sabha,Telangana,DR.MALLU RAVI,NAGARKURNOOL(SC),PRAGATHI CONSTRUCITONS,Payment Success,Construction of rooms and halls in school and colleges,WS/MP18192/2025-2026/196895,2025-12-18,4245248.0,6.627903168350182,5.345559125587434,0.33883064020795767,3.7846165328368984,4.0,2254023.25,1.6094379124341003,1.883409144071606,-1,-0.02346317696727307,True
Rajya Sabha,Karnataka,Dr. Dharmasthala Veerendra Heggade (2022-28) (2022-2028),,SHRI NAVKAR METALS LIMITED,Payment Success,Setting up of farmers’ training and assistance centers,WS/MP838/2024-2025/94264,2025-08-14,3600.0,3.556423121371285,5.330132366384682,0.5548164189387811,-3.1969299834457656,384.0,13500.0,5.953243334287785,0.26666666666666666,-1,-0.02344633030609078,True
Rajya Sabha,Karnataka,Dr. Dharmasthala Veerendra Heggade (2022-28) (2022-2028),,SHRI NAVKAR METALS LIMITED,Payment Success,Setting up of farmers’ training and assistance centers,WS/MP838/2024-2025/94330,2025-08-14,3600.0,3.556423121371285,5.330132366384682,0.5548164189387811,-3.1969299834457656,384.0,13500.0,5.953243334287785,0.26666666666666666,-1,-0.02344633030609078,True
Lok Sabha,Assam,GAURAV GOGOI,JORHAT,OM ENTERPRISE,Payment Success,Construction of boundary walls of existing public and community buildings,WS/MP18024/2025-2026/148308,2025-11-15,3920.0,3.5933968423002067,5.2644782788065365,0.4600527957855902,-3.6323688320441057,19.0,66029.63157894737,2.995732273553991,0.05936728566042518,-1,-0.023056662495077096,True
Rajya Sabha,Jharkhand,Shri Pradip Kumar Varma (2024-30) (2024-2030),,SANJEET KUMAR,Payment Success,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18349/2025-2026/241067,2026-08-19,737470.0,5.867744946972095,5.373590915581567,0.2986561582339397,1.6545918032048506,115.0,145439.4347826087,4.7535901911063645,5.07063301712023,-1,-0.022930065345309836,True
Lok Sabha,West Bengal,Asit Kumar Mal,BOLPUR(SC),MD SADDAM,Payment Success,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP858/2024-2025/139546,2025-01-13,5023131.0,6.700974590884688,5.595904606090499,0.4383067199146974,2.521225284908378,11.0,2095777.3636363635,2.4849066497880004,2.3967865514514446,-1,-0.022777310786912253,True
Rajya Sabha,Uttar Pradesh,Shri Kapil Sibal (2022-28) (2022-2028),,DUDA,Payment Success,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP189/2023-2024/79565,2025-01-03,2490.0,3.3963737275365067,5.2394868954404945,0.5548947427641531,-3.321554568570433,41.0,51810.243902439026,3.7376696182833684,0.04805999378595437,-1,-0.022517676415241494,True
Rajya Sabha,Tamil Nadu,Shri S.R. Sivalingam (2025-31) (2025-2031),,APU Constructions,Payment Success,Construction of boundary walls of existing public and community buildings,WS/MP18437/2026-2027/242262,2026-05-16,11500000.0,7.060697878118348,5.7177282197633845,0.4497060558405531,2.986327715433577,5.0,5799795.6,1.791759469228055,1.9828284983008713,-1,-0.02231413292013318,True
Lok Sabha,Uttar Pradesh,R.K. CHAUDHARY,MOHANLALGANJ(SC),SHREE HARIOM INFOTECH,Payment In-Progress,Lighting of public spaces,WS/MP18230/2025-2026/161482,2026-06-18,1575027.0,6.19728827884778,5.2394868954404945,0.5548947427641531,1.7260956170463841,79.0,392566.7848101266,4.382026634673881,4.0121249706894995,-1,-0.022137268305746582,True
Lok Sabha,West Bengal,Asit Kumar Mal,BOLPUR(SC),BIDYUT BHANDARI,Payment Success,Lighting of public spaces,WS/MP858/2024-2025/176639,2025-05-11,5578935.0,6.746551379333605,5.595904606090499,0.4383067199146974,2.625209062427889,15.0,2474185.8,2.772588722239781,2.254856931116491,-1,-0.022118449271716578,True
Lok Sabha,Odisha,SUKANTA KUMAR PANIGRAHI,KANDHAMAL,Block Development Officer Daspalla,Payment Success,Construction of community centers and community halls,WS/MP18350/2025-2026/178756,2026-03-28,57.0,1.7634279935629373,4.463319681510083,1.1908092186143866,-2.2672747621896243,29.0,4674.9655172413795,3.4011973816621555,0.01219260330151799,-1,-0.021926402712347914,True
Lok Sabha,West Bengal,ADHIKARI SOUMENDU,KANTHI,GLOSIA ENERGY INDIA PRIVATE LIMITED,Payment Success,Lighting of public spaces,WS/MP18252/2025-2026/157219,2026-02-25,3239337.0,6.510456265662642,5.595904606090499,0.4383067199146974,2.0865563269258836,30.0,1197940.7,3.4339872044851463,2.704087940246124,-1,-0.021883149571926386,True
Rajya Sabha,Tamil Nadu,Shri S. Kalyanasundaram (2022-28) (2022-2028),,TAMILNADU CONSTRUCTION LABOUR WELFARE BOARD,Payment Success,"Construction of rooms and facilities for hospitals, FWC , PHC Centers and ANM centers",WS/MP162/2023-2024/65656,2025-02-04,400000.0,5.60206107706281,5.7177282197633845,0.4497060558405531,-0.25720610429490176,24.0,42968.208333333336,3.2188758248682006,9.309208261534447,-1,-0.021851696010704247,True
Lok Sabha,Punjab,MALVINDER SINGH KANG,ANANDPUR SAHIB,Singh Electrical And Repairs Ropar,Payment Success,Construction of buildings for community cultural activities,WS/MP18311/2024-2025/142736,2026-02-16,833.0,2.921166050637739,4.699928377134102,0.5546092002274752,-3.2072355196538327,1.0,833.0,0.6931471805599453,1.0,-1,-0.021784695494424744,True
Rajya Sabha,Uttar Pradesh,Shri B.L. Verma (2020-26) (2020-2026),,shyam swaroop manufacturere,Payment Success,Lighting of public spaces,WS/MP195/2024-2025/144825,2025-01-09,381258.0,5.5812201044314405,5.2394868954404945,0.5548947427641531,0.6158523097347002,1249.0,123135.39760608488,7.1308988302963465,3.096250204345462,-1,-0.021783418234886165,True
Rajya Sabha,Madhya Pradesh,Shri Vivek K. Tankha (2022-28) (2022-2028),,SUKHDEV KACHARU BARDE,Payment Success,Construction of community centers and community halls,WS/MP106/2024-2025/145085,2026-04-07,1600.0,3.2043913319193,5.188665529226982,0.4692888662406491,-4.228257561708603,5.0,2080.0,1.791759469228055,0.7692307692307693,-1,-0.02163772374859474,True
Rajya Sabha,Punjab,Dr. Sandeep Kumar Pathak (2022-28) (2022-2028),,Baba Inder Dass Public Sen Sec School,Payment Success,Construction of rooms and halls in school and colleges,WS/MP235/2025-2026/267406,2026-02-16,524875.0,5.7200567150697985,4.699928377134102,0.5546092002274752,1.839364254176251,21.0,99889.14285714286,3.091042453358316,5.254575071793875,-1,-0.021511202495330672,True
Lok Sabha,Odisha,Shri Bhartruhari Mahtab,CUTTACK,BDO Nischintakoili MPLAD Holding,Payment Success,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP372/2025-2026/185287,2025-09-27,35963.0,4.55586798899327,4.463319681510083,1.1908092186143866,0.0777188369358398,61.0,5645.950819672131,4.127134385045092,6.3696977087888325,-1,-0.02146630552782569,True
Lok Sabha,Odisha,Shri Bhartruhari Mahtab,CUTTACK,BDO Nischintakoili MPLAD Holding,Payment Success,Construction of community centers and community halls,WS/MP372/2025-2026/207880,2026-01-13,36181.0,4.558492569294311,4.463319681510083,1.1908092186143866,0.0799228678250992,61.0,5645.950819672131,4.127134385045092,6.408309451427543,-1,-0.02146630552782569,True
Lok Sabha,Punjab,DR DHARAMVIRA GANDHI,PATIALA,MUNISH TRADING CO,Payment Success,Construction of toilet blocks,WS/MP18158/2025-2026/191115,2025-11-23,1400.0,3.1464381352857744,4.699928377134102,0.5546092002274752,-2.8010538613696943,2.0,4122.5,1.0986122886681098,0.3395997574287447,-1,-0.02144001138207785,True
Rajya Sabha,Tamil Nadu,Shri P. Chidambaram (2022-28) (2022-2028),,D GANESAN ALANGADU,Payment Success,"Construction of rooms and facilities for hospitals, FWC , PHC Centers and ANM centers",WS/MP165/2023-2024/95942,2024-03-28,2552475.0,6.406961667265679,5.7177282197633845,0.4497060558405531,1.5326310120819626,24.0,763431.4166666666,3.2188758248682006,3.3434241036932266,-1,-0.021368367630864027,True
Lok Sabha,Uttar Pradesh,Jai Prakash,HARDOI (SC),BALAJI ENTERPRISES,Payment Success,Lighting of public spaces,WS/MP792/2025-2026/225865,2025-11-18,5222264.0,6.71785890600045,5.2394868954404945,0.5548947427641531,2.66423863234961,11.0,2340413.4545454546,2.4849066497880004,2.2313424962830966,-1,-0.021272368992559576,True
Lok Sabha,Uttar Pradesh,Jai Prakash,HARDOI (SC),BALAJI ENTERPRISES,Payment Success,Lighting of public spaces,WS/MP792/2025-2026/225857,2025-09-30,5223249.0,6.7179408129367655,5.2394868954404945,0.5548947427641531,2.6643862404093066,11.0,2340413.4545454546,2.4849066497880004,2.2317633620912667,-1,-0.021272368992559576,True
Lok Sabha,Madhya Pradesh,SHIVRAJ SINGH CHOUHAN,VIDISHA,SACHIV MP BHAVAN EAVAM ANYA SANIRMAN KARMKAR KALYAN MANDAL BHOPAL,Payment Success,Purchase of furniture and fixtures for educational purposes,WS/MP18375/2025-2026/187700,2026-05-20,2500.0,3.3981136917305026,5.188665529226982,0.4692888662406491,-3.815457741071344,19.0,6865.368421052632,2.995732273553991,0.3641465172260468,-1,-0.021266909831054726,True
Lok Sabha,West Bengal,Shatrughan Sinha,ASANSOL,TECHNO BEST,Payment Success,Street lights,WS/MP827/2025-2026/209067,2026-03-18,6154491.0,6.7891922114993815,5.595904606090499,0.4383067199146974,2.7224944341284996,10.0,2722805.7,2.3978952727983707,2.260348948145657,-1,-0.021184796984723753,True
Lok Sabha,Punjab,DR DHARAMVIRA GANDHI,PATIALA,Wahe Guru Pipe Store,Payment Success,Construction of toilet blocks,WS/MP18158/2025-2026/192642,2025-11-18,1233.0,3.091315159697223,4.699928377134102,0.5546092002274752,-2.9004445234177503,6.0,14822.5,1.9459101490553132,0.08318434811941305,-1,-0.021118965602005102,True
Lok Sabha,Punjab,Shri Amar Singh,FATEHGARH SAHIB(SC),PARVEEN SINGH LAADI HDFC,Payment Success,Providing drains and gutters for public drainage,WS/MP380/2025-2026/193123,2026-08-18,1704.0,3.2317243833285163,4.699928377134102,0.5546092002274752,-2.647276664727876,2.0,20430.0,1.0986122886681098,0.08340675477239354,-1,-0.02111639706581614,True
Lok Sabha,Uttar Pradesh,BABU SINGH KUSHWAHA,JAUNPUR,Advent Infomax Pvt Ltd,Payment Success,Lighting of public spaces,WS/MP18222/2025-2026/192755,2026-03-27,155913.0,5.192885113583722,5.2394868954404945,0.5548947427641531,-0.08398310213686645,304.0,21749.125,5.720311776607412,7.168702189168529,-1,-0.021079417728625316,True
Lok Sabha,Uttar Pradesh,BABU SINGH KUSHWAHA,JAUNPUR,Advent Infomax Pvt Ltd,Payment Success,Lighting of public spaces,WS/MP18222/2025-2026/192756,2026-03-27,155913.0,5.192885113583722,5.2394868954404945,0.5548947427641531,-0.08398310213686645,304.0,21749.125,5.720311776607412,7.168702189168529,-1,-0.021079417728625316,True
Lok Sabha,Uttar Pradesh,BABU SINGH KUSHWAHA,JAUNPUR,Advent Infomax Pvt Ltd,Payment Success,Lighting of public spaces,WS/MP18222/2025-2026/192754,2026-03-27,155913.0,5.192885113583722,5.2394868954404945,0.5548947427641531,-0.08398310213686645,304.0,21749.125,5.720311776607412,7.168702189168529,-1,-0.021079417728625316,True
Lok Sabha,Uttar Pradesh,BABU SINGH KUSHWAHA,JAUNPUR,Advent Infomax Pvt Ltd,Payment Success,Lighting of public spaces,WS/MP18222/2025-2026/192753,2026-03-27,155913.0,5.192885113583722,5.2394868954404945,0.5548947427641531,-0.08398310213686645,304.0,21749.125,5.720311776607412,7.168702189168529,-1,-0.021079417728625316,True
Lok Sabha,Odisha,SUKANTA KUMAR PANIGRAHI,KANDHAMAL,Block Development Officer Daspalla,Payment Success,Construction of community centers and community halls,WS/MP18350/2025-2026/178758,2026-02-03,66.0,1.8260748027008264,4.463319681510083,1.1908092186143866,-2.2146661594356214,29.0,4674.9655172413795,3.4011973816621555,0.014117751191231357,-1,-0.02076382136480104,True
Rajya Sabha,Madhya Pradesh,Smt. Sumitra Balmik (2022-28) (2022-2028),,ANURUDH PRATAP SINGH,Payment Success,Construction of culverts and bridges,WS/MP107/2023-2024/90552,2024-03-22,1800.0,3.2555137128195333,5.188665529226982,0.4692888662406491,-4.119321713070724,3.0,1701.6666666666667,1.3862943611198906,1.0577864838393731,-1,-0.020648612428769364,True
Rajya Sabha,Uttarakhand,Shri Naresh Bansal (2020-26) (2020-2026),,AJAY KUMAR,Payment Success,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP850/2023-2024/87161,2024-11-25,1298707.0,6.113511515781263,4.575890061676738,0.7785953606778007,1.9748659339120127,16.0,292896.4375,2.833213344056216,4.434014326309448,-1,-0.020608621961156537,True
Lok Sabha,Madhya Pradesh,ASHISH DUBEY,JABALPUR,AK ASSOCIATES,Payment Success,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18105/2025-2026/187033,2026-03-02,1866818.0,6.271102212372302,5.188665529226982,0.4692888662406491,2.3065466943983535,4.0,618872.0,1.6094379124341003,3.0164848304657506,-1,-0.020567206947763483,True
Rajya Sabha,Punjab,Shri Harbhajan Singh (2022-28) (2022-2028),,SHRI KRISHNA BUILDERS,Payment Success,Construction of buildings for sports facilities,WS/MP141/2024-2025/135854,2026-05-25,340560.0,5.53219491240353,4.699928377134102,0.5546092002274752,1.500636006269047,24.0,60548.791666666664,3.2188758248682006,5.624554852801219,-1,-0.020562331449067717,True
Lok Sabha,Bihar,JITAN RAM MANJHI,GAYA (SC),ASSISTANT ENGINEER LAEO BARACHATTI VIDHAN SABHA,Payment In-Progress,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18033/2026-2027/238605,2026-08-27,1489595.0,6.1730684974314,5.736858468527226,0.41014968640951016,1.0635386137261222,40.0,313415.45,3.713572066704308,4.7527810131887245,-1,-0.020438210276533475,True
Lok Sabha,Arunachal Pradesh,Shri Tapir Gao,ARUNACHAL EAST,THURO TIKHAK,Payment Success,"Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides",WS/MP313/2025-2026/231944,2025-11-25,3000.0,3.477265995424853,5.486585851618266,0.5637494066304407,-3.56420748751333,7.0,86500.0,2.0794415416798357,0.03468208092485549,-1,-0.020416454490254754,True
Lok Sabha,Himachal Pradesh,Kangana Ranaut,MANDI,GP Bhadyal,Payment Success,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18328/2025-2026/195275,2026-08-17,3808.0,3.580810972660946,5.0357558139091765,0.3981897135113444,-3.6538986113381333,4.0,65000.0,1.6094379124341003,0.05858461538461539,-1,-0.02040995942438606,True
Lok Sabha,Andhra Pradesh,B K PARTHASARATHI,HINDUPUR,N Balakrishna,Payment Success,Construction of community centers and community halls,WS/MP18009/2024-2025/154261,2025-08-22,4105940.0,6.613412704518614,5.60773170892532,0.3625772186175567,2.7737015563961243,6.0,1827209.0,1.9459101490553132,2.247110210162056,-1,-0.019957505441744572,True
Lok Sabha,Telangana,KONDA VISHWESHWAR REDDY,CHELVELLA,BALIJA SHEKAR,Payment Success,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18188/2025-2026/184511,2025-10-01,6248.0,3.795810524667408,5.345559125587434,0.33883064020795767,-4.573814811933379,3.0,83321.33333333333,1.3862943611198906,0.07498679809892625,-1,-0.019914593572146755,True
Lok Sabha,Uttar Pradesh,DEVESH SHAKYA,ETAH,SOMYA CONSTRUCTION,Payment Success,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18213/2025-2026/248518,2026-04-06,729240.0,5.862871077938499,5.2394868954404945,0.5548947427641531,1.1234278043303825,331.0,148286.2658610272,5.805134968916488,4.917785175624008,-1,-0.019806547768541516,True
Lok Sabha,Tamil Nadu,Sasikanth Senthil,TIRUVALLUR(SC),L G Arasu,Payment Success,Construction of additional rooms and halls in the existing public and community building,WS/MP18186/2025-2026/141737,2025-08-20,2398498.0,6.379939541732676,5.7177282197633845,0.4497060558405531,1.4725425939206913,28.0,666591.4285714285,3.367295829986474,3.5981530772758643,-1,-0.019779153378354897,True
Lok Sabha,Odisha,DHARMENDRA PRADHAN,SAMBALPUR,DMF,Payment Success,Construction of rooms and halls in school and colleges,WS/MP18150/2025-2026/245091,2026-05-20,796.0,2.9014583213961123,4.463319681510083,1.1908092186143866,-1.3115966316849117,6.0,346.0,1.9459101490553132,2.300578034682081,-1,-0.01970614707198537,True
Lok Sabha,Uttar Pradesh,RAM PRASAD CHAUDHARY,BASTI,JAI CONSTRUCTION,Payment Success,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18208/2025-2026/248436,2026-04-01,2394220.0,6.379164235732322,5.2394868954404945,0.5548947427641531,2.0538622056764098,156.0,846926.5128205129,5.056245805348308,2.826951292416797,-1,-0.01969394281031145,True
Rajya Sabha,Madhya Pradesh,Smt. Sumitra Balmik (2022-28) (2022-2028),,Nidhi Vishwakarma,Payment Success,Construction of culverts and bridges,WS/MP107/2023-2024/90552,2024-02-25,2200.0,3.342620042553348,5.188665529226982,0.4692888662406491,-3.933708254069233,2.0,2000.0,1.0986122886681098,1.1,-1,-0.01964633848986186,True
