sr_no,state,constituency,mp_name,work,work_category,recommended_date,recommended_amount
1420,Maharashtra,Constituency_250,MP_Name_250,MH/271/2023-2024/2420 - Construction of Sanitation facility,Drinking Water,12-04-2022,1278030
1421,Maharashtra,Constituency_250,MP_Name_250,MH/397/2022-2023/2421 - Construction of Education facility,Health,30-06-2023,1403513
1422,Maharashtra,Constituency_250,MP_Name_250,MH/572/2021-2022/2422 - Construction of Health facility,Roads,30-10-2023,1215062
1423,Maharashtra,Constituency_250,MP_Name_250,MH/771/2021-2022/2423 - Construction of Roads facility,Drinking Water,22-06-2022,741596
1424,Maharashtra,Constituency_250,MP_Name_250,MH/888/2023-2024/2424 - Construction of Drinking Water facility,Sanitation,24-09-2023,731470
1425,Maharashtra,Constituency_250,MP_Name_250,MH/962/2022-2023/2425 - Construction of Roads facility,Sanitation,09-04-2021,1263289
1426,Delhi,Constituency_251,MP_Name_251,DL/300/2021-2022/2426 - Construction of Roads facility,Roads,12-12-2023,1203064
1427,Delhi,Constituency_251,MP_Name_251,DL/192/2022-2023/2427 - Construction of Drinking Water facility,Health,17-04-2023,1689040
1428,Delhi,Constituency_251,MP_Name_251,DL/978/2022-2023/2428 - Construction of Drinking Water facility,Electricity,10-12-2022,1529436
1429,Delhi,Constituency_251,MP_Name_251,DL/937/2021-2022/2429 - Construction of Roads facility,Drinking Water,25-11-2024,1704337
1430,West Bengal,Constituency_252,MP_Name_252,WB/158/2023-2024/2430 - Construction of Electricity facility,Health,15-05-2021,1038501
1431,West Bengal,Constituency_252,MP_Name_252,WB/841/2021-2022/2431 - Construction of Health facility,Education,01-03-2023,1348528
1432,West Bengal,Constituency_252,MP_Name_252,WB/728/2022-2023/2432 - Construction of Electricity facility,Health,27-04-2021,1501432
1433,West Bengal,Constituency_252,MP_Name_252,WB/694/2023-2024/2433 - Construction of Education facility,Education,24-07-2022,1032222
1434,West Bengal,Constituency_252,MP_Name_252,WB/255/2021-2022/2434 - Construction of Drinking Water facility,Education,25-02-2023,1527943
1435,Madhya Pradesh,Constituency_253,MP_Name_253,MP/931/2021-2022/2435 - Construction of Drinking Water facility,Electricity,25-07-2022,1351426
1436,Madhya Pradesh,Constituency_253,MP_Name_253,MP/339/2023-2024/2436 - Construction of Sanitation facility,Education,15-12-2023,1884557
1437,Madhya Pradesh,Constituency_253,MP_Name_253,MP/155/2021-2022/2437 - Construction of Education facility,Health,26-03-2022,1504915
1438,Madhya Pradesh,Constituency_253,MP_Name_253,MP/940/2021-2022/2438 - Construction of Roads facility,Roads,17-12-2024,1639117
1439,Madhya Pradesh,Constituency_253,MP_Name_253,MP/637/2023-2024/2439 - Construction of Health facility,Roads,28-05-2021,1448287
1440,Madhya Pradesh,Constituency_253,MP_Name_253,MP/171/2022-2023/2440 - Construction of Electricity facility,Drinking Water,28-09-2022,1538681
1441,Bihar,Constituency_254,MP_Name_254,BR/389/2022-2023/2441 - Construction of Electricity facility,Sanitation,07-01-2023,1274060
1442,Bihar,Constituency_254,MP_Name_254,BR/660/2021-2022/2442 - Construction of Education facility,Education,06-09-2021,626548
1443,Bihar,Constituency_254,MP_Name_254,BR/478/2022-2023/2443 - Construction of Education facility,Roads,24-03-2023,1840482
1444,Bihar,Constituency_254,MP_Name_254,BR/993/2021-2022/2444 - Construction of Drinking Water facility,Education,11-08-2024,1838861
1445,Bihar,Constituency_254,MP_Name_254,BR/333/2022-2023/2445 - Construction of Drinking Water facility,Health,13-05-2021,944093
1446,Bihar,Constituency_254,MP_Name_254,BR/743/2021-2022/2446 - Construction of Roads facility,Drinking Water,20-06-2021,918267
1447,Bihar,Constituency_254,MP_Name_254,BR/458/2021-2022/2447 - Construction of Electricity facility,Sanitation,17-02-2024,1586573
1448,Uttar Pradesh,Constituency_255,MP_Name_255,UP/127/2023-2024/2448 - Construction of Education facility,Education,11-05-2023,1805036
1449,Uttar Pradesh,Constituency_255,MP_Name_255,UP/627/2021-2022/2449 - Construction of Education facility,Health,06-05-2021,1585456
1450,Uttar Pradesh,Constituency_255,MP_Name_255,UP/950/2022-2023/2450 - Construction of Sanitation facility,Drinking Water,23-01-2023,822150
1451,Uttar Pradesh,Constituency_255,MP_Name_255,UP/722/2023-2024/2451 - Construction of Drinking Water facility,Electricity,22-07-2024,1933913
1452,Uttar Pradesh,Constituency_255,MP_Name_255,UP/174/2023-2024/2452 - Construction of Sanitation facility,Health,03-12-2022,1033466
1453,Madhya Pradesh,Constituency_256,MP_Name_256,MP/283/2023-2024/2453 - Construction of Education facility,Electricity,05-01-2021,1344213
1454,Madhya Pradesh,Constituency_256,MP_Name_256,MP/665/2022-2023/2454 - Construction of Sanitation facility,Drinking Water,20-09-2022,1741082
1455,Madhya Pradesh,Constituency_256,MP_Name_256,MP/323/2023-2024/2455 - Construction of Sanitation facility,Electricity,06-02-2023,520744
1456,Madhya Pradesh,Constituency_256,MP_Name_256,MP/516/2021-2022/2456 - Construction of Education facility,Drinking Water,31-10-2021,1686511
1457,Madhya Pradesh,Constituency_256,MP_Name_256,MP/465/2021-2022/2457 - Construction of Drinking Water facility,Health,03-08-2021,1748238
1458,Madhya Pradesh,Constituency_256,MP_Name_256,MP/247/2022-2023/2458 - Construction of Electricity facility,Roads,02-05-2023,822340
1459,Madhya Pradesh,Constituency_256,MP_Name_256,MP/557/2021-2022/2459 - Construction of Roads facility,Drinking Water,16-12-2024,791167
1460,Tamil Nadu,Constituency_257,MP_Name_257,TN/939/2022-2023/2460 - Construction of Electricity facility,Drinking Water,17-06-2024,1807121
1461,Tamil Nadu,Constituency_257,MP_Name_257,TN/291/2021-2022/2461 - Construction of Education facility,Drinking Water,21-09-2023,1302115
1462,Tamil Nadu,Constituency_257,MP_Name_257,TN/776/2023-2024/2462 - Construction of Drinking Water facility,Electricity,07-12-2024,1483629
1463,Tamil Nadu,Constituency_258,MP_Name_258,TN/675/2021-2022/2463 - Construction of Roads facility,Roads,25-08-2021,1302438
1464,Tamil Nadu,Constituency_258,MP_Name_258,TN/309/2021-2022/2464 - Construction of Electricity facility,Health,07-12-2021,1834565
1465,Tamil Nadu,Constituency_258,MP_Name_258,TN/424/2022-2023/2465 - Construction of Health facility,Roads,02-03-2024,1452666
1466,Tamil Nadu,Constituency_258,MP_Name_258,TN/351/2022-2023/2466 - Construction of Roads facility,Sanitation,21-10-2022,1175113
1467,Maharashtra,Constituency_259,MP_Name_259,MH/280/2022-2023/2467 - Construction of Health facility,Roads,11-03-2023,1666817
1468,Maharashtra,Constituency_259,MP_Name_259,MH/597/2021-2022/2468 - Construction of Drinking Water facility,Electricity,17-03-2024,1420159
1469,Maharashtra,Constituency_259,MP_Name_259,MH/108/2021-2022/2469 - Construction of Electricity facility,Drinking Water,24-03-2024,1594521
1470,Maharashtra,Constituency_259,MP_Name_259,MH/430/2022-2023/2470 - Construction of Health facility,Education,31-03-2022,1182158
1471,Delhi,Constituency_260,MP_Name_260,DL/309/2021-2022/2471 - Construction of Electricity facility,Education,24-07-2022,919249
1472,Delhi,Constituency_260,MP_Name_260,DL/505/2023-2024/2472 - Construction of Roads facility,Education,22-04-2024,1869222
1473,Delhi,Constituency_260,MP_Name_260,DL/944/2021-2022/2473 - Construction of Sanitation facility,Drinking Water,11-09-2021,1779019
1474,Delhi,Constituency_260,MP_Name_260,DL/893/2022-2023/2474 - Construction of Health facility,Electricity,23-08-2023,747316
1475,Delhi,Constituency_261,MP_Name_261,DL/741/2023-2024/2475 - Construction of Drinking Water facility,Health,27-03-2021,1337953
1476,Delhi,Constituency_261,MP_Name_261,DL/126/2022-2023/2476 - Construction of Education facility,Health,17-06-2023,1026551
1477,Delhi,Constituency_261,MP_Name_261,DL/249/2022-2023/2477 - Construction of Education facility,Roads,11-02-2021,1481362
1478,Delhi,Constituency_261,MP_Name_261,DL/836/2021-2022/2478 - Construction of Health facility,Health,18-09-2024,1649513
1479,Karnataka,Constituency_262,MP_Name_262,KA/391/2023-2024/2479 - Construction of Electricity facility,Education,14-12-2021,991170
1480,Karnataka,Constituency_262,MP_Name_262,KA/523/2022-2023/2480 - Construction of Education facility,Health,21-11-2023,501332
1481,Karnataka,Constituency_262,MP_Name_262,KA/709/2023-2024/2481 - Construction of Sanitation facility,Electricity,21-06-2023,803979
1482,Karnataka,Constituency_262,MP_Name_262,KA/718/2021-2022/2482 - Construction of Sanitation facility,Electricity,05-02-2021,805276
1483,Karnataka,Constituency_262,MP_Name_262,KA/651/2021-2022/2483 - Construction of Sanitation facility,Sanitation,17-07-2022,1520136
1484,Karnataka,Constituency_262,MP_Name_262,KA/883/2023-2024/2484 - Construction of Health facility,Sanitation,02-10-2023,1199214
1485,Karnataka,Constituency_262,MP_Name_262,KA/732/2023-2024/2485 - Construction of Sanitation facility,Health,27-07-2022,1832240
1486,Karnataka,Constituency_262,MP_Name_262,KA/851/2022-2023/2486 - Construction of Drinking Water facility,Drinking Water,01-02-2022,1047869
1487,Tamil Nadu,Constituency_263,MP_Name_263,TN/179/2022-2023/2487 - Construction of Roads facility,Sanitation,13-09-2023,651233
1488,Tamil Nadu,Constituency_263,MP_Name_263,TN/263/2022-2023/2488 - Construction of Drinking Water facility,Health,03-10-2021,629515
1489,Tamil Nadu,Constituency_263,MP_Name_263,TN/700/2023-2024/2489 - Construction of Roads facility,Education,02-08-2021,676269
1490,Tamil Nadu,Constituency_263,MP_Name_263,TN/604/2023-2024/2490 - Construction of Health facility,Drinking Water,06-02-2024,1698909
1491,Tamil Nadu,Constituency_263,MP_Name_263,TN/664/2021-2022/2491 - Construction of Electricity facility,Roads,29-08-2022,1901841
1492,Tamil Nadu,Constituency_263,MP_Name_263,TN/413/2023-2024/2492 - Construction of Education facility,Drinking Water,18-01-2024,944386
1493,Gujarat,Constituency_264,MP_Name_264,GJ/870/2021-2022/2493 - Construction of Roads facility,Education,25-03-2022,1884688
1494,Gujarat,Constituency_264,MP_Name_264,GJ/897/2023-2024/2494 - Construction of Health facility,Electricity,09-09-2022,1350413
1495,Gujarat,Constituency_264,MP_Name_264,GJ/147/2021-2022/2495 - Construction of Sanitation facility,Drinking Water,22-01-2024,514751
1496,Gujarat,Constituency_264,MP_Name_264,GJ/544/2021-2022/2496 - Construction of Drinking Water facility,Electricity,21-12-2022,1029058
1497,West Bengal,Constituency_265,MP_Name_265,WB/181/2023-2024/2497 - Construction of Sanitation facility,Drinking Water,10-11-2022,527668
1498,West Bengal,Constituency_265,MP_Name_265,WB/465/2022-2023/2498 - Construction of Roads facility,Drinking Water,27-06-2022,1224213
1499,West Bengal,Constituency_265,MP_Name_265,WB/838/2021-2022/2499 - Construction of Drinking Water facility,Health,22-06-2024,1433167
1500,Delhi,Constituency_266,MP_Name_266,DL/587/2023-2024/2500 - Construction of Electricity facility,Electricity,11-08-2022,1924680
1501,Delhi,Constituency_266,MP_Name_266,DL/385/2022-2023/2501 - Construction of Health facility,Health,14-11-2023,1739668
1502,Delhi,Constituency_266,MP_Name_266,DL/669/2022-2023/2502 - Construction of Roads facility,Health,27-10-2021,950448
1503,Delhi,Constituency_266,MP_Name_266,DL/271/2023-2024/2503 - Construction of Drinking Water facility,Education,19-04-2023,1109364
1504,Gujarat,Constituency_267,MP_Name_267,GJ/634/2023-2024/2504 - Construction of Health facility,Roads,25-04-2021,1668929
1505,Gujarat,Constituency_267,MP_Name_267,GJ/500/2023-2024/2505 - Construction of Sanitation facility,Roads,26-09-2021,533024
1506,Gujarat,Constituency_267,MP_Name_267,GJ/797/2022-2023/2506 - Construction of Roads facility,Electricity,12-05-2023,1562838
1507,Gujarat,Constituency_267,MP_Name_267,GJ/507/2022-2023/2507 - Construction of Electricity facility,Roads,08-06-2024,1450318
1508,Gujarat,Constituency_267,MP_Name_267,GJ/390/2022-2023/2508 - Construction of Roads facility,Electricity,03-06-2021,613463
1509,Gujarat,Constituency_267,MP_Name_267,GJ/772/2021-2022/2509 - Construction of Health facility,Education,07-01-2022,962078
1510,Gujarat,Constituency_267,MP_Name_267,GJ/663/2021-2022/2510 - Construction of Electricity facility,Education,24-06-2021,1757669
1511,Gujarat,Constituency_267,MP_Name_267,GJ/566/2021-2022/2511 - Construction of Drinking Water facility,Health,03-05-2021,1339113
1512,Tamil Nadu,Constituency_268,MP_Name_268,TN/581/2023-2024/2512 - Construction of Electricity facility,Electricity,25-06-2022,569434
1513,Tamil Nadu,Constituency_268,MP_Name_268,TN/478/2021-2022/2513 - Construction of Roads facility,Drinking Water,05-07-2021,1510917
1514,Tamil Nadu,Constituency_268,MP_Name_268,TN/869/2022-2023/2514 - Construction of Sanitation facility,Health,21-06-2024,1776639
1515,Gujarat,Constituency_269,MP_Name_269,GJ/910/2021-2022/2515 - Construction of Sanitation facility,Drinking Water,11-09-2023,759617
1516,Gujarat,Constituency_269,MP_Name_269,GJ/736/2023-2024/2516 - Construction of Roads facility,Drinking Water,07-05-2022,1191932
1517,Gujarat,Constituency_269,MP_Name_269,GJ/763/2021-2022/2517 - Construction of Education facility,Electricity,30-08-2022,1803554
1518,Gujarat,Constituency_269,MP_Name_269,GJ/658/2023-2024/2518 - Construction of Electricity facility,Sanitation,18-03-2023,1693908
1519,Gujarat,Constituency_269,MP_Name_269,GJ/835/2022-2023/2519 - Construction of Electricity facility,Roads,17-03-2022,1468960
1520,Gujarat,Constituency_269,MP_Name_269,GJ/723/2022-2023/2520 - Construction of Electricity facility,Health,12-04-2021,1812856
1521,Karnataka,Constituency_270,MP_Name_270,KA/472/2022-2023/2521 - Construction of Education facility,Drinking Water,03-08-2023,1672998
1522,Karnataka,Constituency_270,MP_Name_270,KA/601/2022-2023/2522 - Construction of Electricity facility,Sanitation,01-05-2021,742285
1523,Karnataka,Constituency_270,MP_Name_270,KA/857/2023-2024/2523 - Construction of Drinking Water facility,Sanitation,23-10-2021,1995105
1524,Karnataka,Constituency_270,MP_Name_270,KA/404/2021-2022/2524 - Construction of Education facility,Roads,13-04-2023,1328219
1525,Karnataka,Constituency_270,MP_Name_270,KA/995/2023-2024/2525 - Construction of Health facility,Sanitation,29-07-2021,1669006
1526,Karnataka,Constituency_270,MP_Name_270,KA/924/2023-2024/2526 - Construction of Drinking Water facility,Health,11-05-2021,1580217
1527,Gujarat,Constituency_271,MP_Name_271,GJ/319/2021-2022/2527 - Construction of Health facility,Health,07-03-2022,660190
1528,Gujarat,Constituency_271,MP_Name_271,GJ/789/2023-2024/2528 - Construction of Drinking Water facility,Drinking Water,29-04-2022,902463
1529,Gujarat,Constituency_271,MP_Name_271,GJ/988/2023-2024/2529 - Construction of Electricity facility,Sanitation,02-02-2023,1960830
1530,Gujarat,Constituency_271,MP_Name_271,GJ/528/2021-2022/2530 - Construction of Education facility,Electricity,15-11-2021,651576
1531,Gujarat,Constituency_271,MP_Name_271,GJ/386/2022-2023/2531 - Construction of Sanitation facility,Roads,16-05-2023,502022
1532,Gujarat,Constituency_271,MP_Name_271,GJ/647/2021-2022/2532 - Construction of Drinking Water facility,Drinking Water,10-02-2023,1609227
1533,Gujarat,Constituency_271,MP_Name_271,GJ/652/2021-2022/2533 - Construction of Drinking Water facility,Electricity,14-03-2024,1958888
1534,Gujarat,Constituency_271,MP_Name_271,GJ/859/2022-2023/2534 - Construction of Health facility,Roads,07-05-2022,997473
1535,Madhya Pradesh,Constituency_272,MP_Name_272,MP/307/2021-2022/2535 - Construction of Sanitation facility,Health,19-05-2021,1904923
1536,Madhya Pradesh,Constituency_272,MP_Name_272,MP/376/2023-2024/2536 - Construction of Roads facility,Drinking Water,24-02-2021,505302
1537,Madhya Pradesh,Constituency_272,MP_Name_272,MP/872/2022-2023/2537 - Construction of Electricity facility,Health,16-08-2024,683434
1538,Madhya Pradesh,Constituency_272,MP_Name_272,MP/360/2023-2024/2538 - Construction of Education facility,Health,07-10-2021,1418845
1539,Madhya Pradesh,Constituency_272,MP_Name_272,MP/894/2021-2022/2539 - Construction of Education facility,Sanitation,11-11-2023,1132826
1540,Madhya Pradesh,Constituency_272,MP_Name_272,MP/220/2023-2024/2540 - Construction of Education facility,Drinking Water,05-11-2024,1889985
1541,Maharashtra,Constituency_273,MP_Name_273,MH/517/2021-2022/2541 - Construction of Roads facility,Sanitation,07-12-2024,1889057
1542,Maharashtra,Constituency_273,MP_Name_273,MH/106/2021-2022/2542 - Construction of Sanitation facility,Sanitation,12-01-2024,1011220
1543,Maharashtra,Constituency_273,MP_Name_273,MH/576/2023-2024/2543 - Construction of Sanitation facility,Health,22-10-2021,1415978
1544,Bihar,Constituency_274,MP_Name_274,BR/291/2021-2022/2544 - Construction of Electricity facility,Health,13-06-2023,1139264
1545,Bihar,Constituency_274,MP_Name_274,BR/153/2023-2024/2545 - Construction of Sanitation facility,Roads,11-03-2021,1868193
1546,Bihar,Constituency_274,MP_Name_274,BR/593/2022-2023/2546 - Construction of Education facility,Electricity,20-11-2023,1621931
1547,Uttar Pradesh,Constituency_275,MP_Name_275,UP/338/2023-2024/2547 - Construction of Roads facility,Education,10-03-2024,1202053
1548,Uttar Pradesh,Constituency_275,MP_Name_275,UP/721/2022-2023/2548 - Construction of Electricity facility,Sanitation,02-04-2023,925744
1549,Uttar Pradesh,Constituency_275,MP_Name_275,UP/179/2023-2024/2549 - Construction of Roads facility,Drinking Water,16-02-2021,545879
1550,Uttar Pradesh,Constituency_275,MP_Name_275,UP/636/2022-2023/2550 - Construction of Electricity facility,Drinking Water,05-02-2022,668334
1551,Uttar Pradesh,Constituency_275,MP_Name_275,UP/776/2021-2022/2551 - Construction of Health facility,Electricity,20-06-2022,1512355
1552,Uttar Pradesh,Constituency_275,MP_Name_275,UP/652/2021-2022/2552 - Construction of Roads facility,Sanitation,10-09-2021,666795
1553,Uttar Pradesh,Constituency_275,MP_Name_275,UP/357/2021-2022/2553 - Construction of Health facility,Electricity,08-08-2023,1773241
1554,Karnataka,Constituency_276,MP_Name_276,KA/116/2023-2024/2554 - Construction of Health facility,Drinking Water,28-08-2023,1346819
1555,Karnataka,Constituency_276,MP_Name_276,KA/761/2021-2022/2555 - Construction of Sanitation facility,Education,25-11-2024,650688
1556,Karnataka,Constituency_276,MP_Name_276,KA/746/2021-2022/2556 - Construction of Sanitation facility,Electricity,18-09-2022,794772
1557,Karnataka,Constituency_276,MP_Name_276,KA/809/2022-2023/2557 - Construction of Drinking Water facility,Health,15-01-2023,1777657
1558,Karnataka,Constituency_276,MP_Name_276,KA/902/2022-2023/2558 - Construction of Sanitation facility,Sanitation,20-06-2023,1912904
1559,Karnataka,Constituency_276,MP_Name_276,KA/377/2022-2023/2559 - Construction of Electricity facility,Health,09-11-2021,1332619
1560,Madhya Pradesh,Constituency_277,MP_Name_277,MP/352/2022-2023/2560 - Construction of Health facility,Electricity,22-11-2023,1350779
1561,Madhya Pradesh,Constituency_277,MP_Name_277,MP/271/2023-2024/2561 - Construction of Roads facility,Electricity,30-10-2022,1702431
1562,Madhya Pradesh,Constituency_277,MP_Name_277,MP/789/2021-2022/2562 - Construction of Electricity facility,Sanitation,18-11-2022,1592808
1563,Madhya Pradesh,Constituency_277,MP_Name_277,MP/531/2022-2023/2563 - Construction of Electricity facility,Education,30-12-2024,1491460
1564,Madhya Pradesh,Constituency_277,MP_Name_277,MP/482/2022-2023/2564 - Construction of Sanitation facility,Roads,03-02-2023,1750998
1565,Madhya Pradesh,Constituency_277,MP_Name_277,MP/432/2022-2023/2565 - Construction of Sanitation facility,Education,13-01-2021,1092183
1566,Madhya Pradesh,Constituency_277,MP_Name_277,MP/843/2022-2023/2566 - Construction of Drinking Water facility,Drinking Water,13-03-2022,1619472
1567,Madhya Pradesh,Constituency_278,MP_Name_278,MP/887/2021-2022/2567 - Construction of Roads facility,Sanitation,27-10-2021,819206
1568,Madhya Pradesh,Constituency_278,MP_Name_278,MP/382/2022-2023/2568 - Construction of Roads facility,Drinking Water,21-11-2021,627583
1569,Madhya Pradesh,Constituency_278,MP_Name_278,MP/395/2021-2022/2569 - Construction of Roads facility,Education,03-08-2024,1869670
1570,Madhya Pradesh,Constituency_278,MP_Name_278,MP/235/2021-2022/2570 - Construction of Drinking Water facility,Drinking Water,08-02-2023,928448
1571,Madhya Pradesh,Constituency_278,MP_Name_278,MP/593/2021-2022/2571 - Construction of Education facility,Drinking Water,18-01-2023,1210965
1572,Madhya Pradesh,Constituency_278,MP_Name_278,MP/561/2021-2022/2572 - Construction of Education facility,Health,13-08-2023,535606
1573,Bihar,Constituency_279,MP_Name_279,BR/694/2022-2023/2573 - Construction of Education facility,Education,05-06-2024,1131417
1574,Bihar,Constituency_279,MP_Name_279,BR/299/2023-2024/2574 - Construction of Roads facility,Electricity,22-05-2023,1234444
1575,Bihar,Constituency_279,MP_Name_279,BR/269/2021-2022/2575 - Construction of Sanitation facility,Electricity,12-09-2021,1828812
1576,Karnataka,Constituency_280,MP_Name_280,KA/572/2022-2023/2576 - Construction of Health facility,Roads,11-04-2023,1718667
1577,Karnataka,Constituency_280,MP_Name_280,KA/107/2022-2023/2577 - Construction of Electricity facility,Roads,09-03-2022,1630768
1578,Karnataka,Constituency_280,MP_Name_280,KA/857/2023-2024/2578 - Construction of Roads facility,Drinking Water,24-07-2024,1770650
1579,West Bengal,Constituency_281,MP_Name_281,WB/748/2022-2023/2579 - Construction of Sanitation facility,Health,24-05-2023,1215488
1580,West Bengal,Constituency_281,MP_Name_281,WB/489/2023-2024/2580 - Construction of Health facility,Roads,14-10-2022,1368594
1581,West Bengal,Constituency_281,MP_Name_281,WB/254/2021-2022/2581 - Construction of Health facility,Drinking Water,06-04-2021,1241299
1582,West Bengal,Constituency_281,MP_Name_281,WB/943/2022-2023/2582 - Construction of Drinking Water facility,Sanitation,04-08-2024,917321
1583,West Bengal,Constituency_281,MP_Name_281,WB/604/2022-2023/2583 - Construction of Education facility,Education,08-04-2021,657313
1584,West Bengal,Constituency_281,MP_Name_281,WB/117/2022-2023/2584 - Construction of Sanitation facility,Health,10-06-2021,869967
1585,West Bengal,Constituency_281,MP_Name_281,WB/228/2022-2023/2585 - Construction of Sanitation facility,Education,30-07-2022,1988561
1586,West Bengal,Constituency_282,MP_Name_282,WB/995/2021-2022/2586 - Construction of Drinking Water facility,Health,25-06-2024,1782448
1587,West Bengal,Constituency_282,MP_Name_282,WB/776/2021-2022/2587 - Construction of Sanitation facility,Education,25-06-2021,1584790
1588,West Bengal,Constituency_282,MP_Name_282,WB/323/2022-2023/2588 - Construction of Electricity facility,Drinking Water,09-11-2024,1537963
1589,West Bengal,Constituency_282,MP_Name_282,WB/516/2022-2023/2589 - Construction of Health facility,Education,02-08-2023,1997609
1590,West Bengal,Constituency_282,MP_Name_282,WB/981/2021-2022/2590 - Construction of Sanitation facility,Drinking Water,20-06-2021,1060836
1591,West Bengal,Constituency_282,MP_Name_282,WB/470/2023-2024/2591 - Construction of Drinking Water facility,Drinking Water,19-03-2022,1478402
1592,West Bengal,Constituency_283,MP_Name_283,WB/146/2021-2022/2592 - Construction of Education facility,Electricity,26-01-2022,1706635
1593,West Bengal,Constituency_283,MP_Name_283,WB/182/2021-2022/2593 - Construction of Education facility,Drinking Water,05-10-2022,1726664
1594,West Bengal,Constituency_283,MP_Name_283,WB/625/2023-2024/2594 - Construction of Education facility,Roads,19-07-2021,928772
1595,West Bengal,Constituency_283,MP_Name_283,WB/880/2021-2022/2595 - Construction of Roads facility,Drinking Water,12-10-2022,1873103
1596,West Bengal,Constituency_283,MP_Name_283,WB/103/2022-2023/2596 - Construction of Drinking Water facility,Electricity,25-09-2023,1253710
1597,West Bengal,Constituency_283,MP_Name_283,WB/252/2023-2024/2597 - Construction of Roads facility,Electricity,20-01-2021,1260070
1598,Tamil Nadu,Constituency_284,MP_Name_284,TN/194/2023-2024/2598 - Construction of Drinking Water facility,Roads,25-10-2021,1545517
1599,Tamil Nadu,Constituency_284,MP_Name_284,TN/879/2021-2022/2599 - Construction of Health facility,Education,26-10-2024,683236
1600,Tamil Nadu,Constituency_284,MP_Name_284,TN/883/2022-2023/2600 - Construction of Drinking Water facility,Sanitation,08-05-2022,1431214
1601,West Bengal,Constituency_285,MP_Name_285,WB/950/2023-2024/2601 - Construction of Sanitation facility,Health,22-07-2022,1690514
1602,West Bengal,Constituency_285,MP_Name_285,WB/789/2021-2022/2602 - Construction of Health facility,Electricity,13-07-2021,977468
1603,West Bengal,Constituency_285,MP_Name_285,WB/147/2022-2023/2603 - Construction of Health facility,Roads,23-05-2024,1624301
1604,West Bengal,Constituency_285,MP_Name_285,WB/879/2021-2022/2604 - Construction of Drinking Water facility,Roads,28-11-2021,660748
1605,West Bengal,Constituency_285,MP_Name_285,WB/444/2021-2022/2605 - Construction of Electricity facility,Roads,08-12-2021,1783706
1606,West Bengal,Constituency_285,MP_Name_285,WB/152/2021-2022/2606 - Construction of Electricity facility,Health,05-03-2024,790474
1607,West Bengal,Constituency_285,MP_Name_285,WB/294/2023-2024/2607 - Construction of Drinking Water facility,Roads,11-03-2022,563797
1608,West Bengal,Constituency_285,MP_Name_285,WB/569/2021-2022/2608 - Construction of Drinking Water facility,Health,21-07-2022,1148009
1609,Bihar,Constituency_286,MP_Name_286,BR/270/2023-2024/2609 - Construction of Drinking Water facility,Sanitation,01-07-2023,1017434
1610,Bihar,Constituency_286,MP_Name_286,BR/790/2022-2023/2610 - Construction of Sanitation facility,Sanitation,09-07-2022,616635
1611,Bihar,Constituency_286,MP_Name_286,BR/757/2022-2023/2611 - Construction of Health facility,Sanitation,19-07-2023,1271841
1612,Bihar,Constituency_286,MP_Name_286,BR/689/2021-2022/2612 - Construction of Sanitation facility,Sanitation,19-08-2021,1496183
1613,Bihar,Constituency_286,MP_Name_286,BR/661/2021-2022/2613 - Construction of Health facility,Health,30-09-2023,748558
1614,Bihar,Constituency_286,MP_Name_286,BR/113/2021-2022/2614 - Construction of Education facility,Health,10-10-2021,1114476
1615,Bihar,Constituency_286,MP_Name_286,BR/616/2023-2024/2615 - Construction of Health facility,Education,03-05-2021,1743922
1616,Tamil Nadu,Constituency_287,MP_Name_287,TN/887/2023-2024/2616 - Construction of Health facility,Roads,27-04-2022,510047
1617,Tamil Nadu,Constituency_287,MP_Name_287,TN/134/2023-2024/2617 - Construction of Health facility,Health,28-02-2024,1783706
1618,Tamil Nadu,Constituency_287,MP_Name_287,TN/155/2021-2022/2618 - Construction of Electricity facility,Education,31-01-2023,1521514
1619,Tamil Nadu,Constituency_287,MP_Name_287,TN/711/2023-2024/2619 - Construction of Health facility,Sanitation,17-11-2023,1651182
1620,Tamil Nadu,Constituency_287,MP_Name_287,TN/791/2022-2023/2620 - Construction of Health facility,Education,28-07-2024,1099077
1621,Tamil Nadu,Constituency_287,MP_Name_287,TN/473/2022-2023/2621 - Construction of Drinking Water facility,Education,14-07-2021,538539
1622,Maharashtra,Constituency_288,MP_Name_288,MH/354/2021-2022/2622 - Construction of Drinking Water facility,Roads,02-12-2024,1315812
1623,Maharashtra,Constituency_288,MP_Name_288,MH/509/2023-2024/2623 - Construction of Sanitation facility,Roads,06-12-2024,649494
1624,Maharashtra,Constituency_288,MP_Name_288,MH/348/2021-2022/2624 - Construction of Health facility,Sanitation,26-06-2023,806580
1625,Maharashtra,Constituency_288,MP_Name_288,MH/546/2023-2024/2625 - Construction of Health facility,Sanitation,16-07-2024,1604912
1626,Maharashtra,Constituency_288,MP_Name_288,MH/713/2022-2023/2626 - Construction of Roads facility,Sanitation,30-03-2022,1921197
1627,Maharashtra,Constituency_288,MP_Name_288,MH/765/2022-2023/2627 - Construction of Sanitation facility,Electricity,12-01-2022,1846485
1628,Maharashtra,Constituency_288,MP_Name_288,MH/584/2022-2023/2628 - Construction of Electricity facility,Electricity,02-10-2023,910507
1629,Delhi,Constituency_289,MP_Name_289,DL/962/2022-2023/2629 - Construction of Health facility,Roads,21-04-2022,889294
