sr_no,state,constituency,mp_name,work,completion_date,work_status
458,Karnataka,Constituency_511,MP_Name_511,KA/658/2023-2024/3842 - Construction of Roads facility,26-08-2023,Completed
459,Uttar Pradesh,Constituency_133,MP_Name_133,UP/404/2021-2022/1738 - Construction of Health facility,15-08-2022,Completed
460,Maharashtra,Constituency_23,MP_Name_23,MH/915/2021-2022/1120 - Construction of Education facility,29-05-2024,Completed
461,Karnataka,Constituency_270,MP_Name_270,KA/857/2023-2024/2523 - Construction of Drinking Water facility,02-02-2022,Completed
462,West Bengal,Constituency_315,MP_Name_315,WB/877/2021-2022/2770 - Construction of Electricity facility,14-07-2021,Completed
463,West Bengal,Constituency_150,MP_Name_150,WB/841/2023-2024/1830 - Construction of Education facility,10-04-2023,Completed
464,Delhi,Constituency_423,MP_Name_423,DL/205/2022-2023/3355 - Construction of Education facility,27-05-2022,Completed
465,Tamil Nadu,Constituency_537,MP_Name_537,TN/759/2023-2024/3989 - Construction of Electricity facility,12-07-2022,Completed
466,Maharashtra,Constituency_533,MP_Name_533,MH/407/2022-2023/3971 - Construction of Roads facility,22-06-2022,Completed
467,Maharashtra,Constituency_273,MP_Name_273,MH/517/2021-2022/2541 - Construction of Roads facility,08-08-2023,Completed
468,Bihar,Constituency_489,MP_Name_489,BR/566/2021-2022/3717 - Construction of Health facility,08-12-2022,Completed
469,Tamil Nadu,Constituency_20,MP_Name_20,TN/251/2021-2022/1105 - Construction of Roads facility,10-02-2022,Completed
470,Bihar,Constituency_491,MP_Name_491,BR/334/2022-2023/3724 - Construction of Electricity facility,22-01-2023,Completed
471,Uttar Pradesh,Constituency_338,MP_Name_338,UP/701/2023-2024/2904 - Construction of Roads facility,08-12-2022,Completed
472,Gujarat,Constituency_187,MP_Name_187,GJ/311/2021-2022/2053 - Construction of Education facility,31-12-2022,Completed
473,Delhi,Constituency_436,MP_Name_436,DL/154/2021-2022/3429 - Construction of Electricity facility,19-10-2022,Completed
474,Maharashtra,Constituency_349,MP_Name_349,MH/385/2023-2024/2957 - Construction of Electricity facility,19-03-2023,Completed
475,Bihar,Constituency_28,MP_Name_28,BR/182/2022-2023/1146 - Construction of Sanitation facility,21-02-2023,Completed
476,West Bengal,Constituency_180,MP_Name_180,WB/721/2021-2022/2009 - Construction of Health facility,07-05-2022,Completed
477,Bihar,Constituency_214,MP_Name_214,BR/511/2023-2024/2228 - Construction of Education facility,03-05-2021,Completed
478,Bihar,Constituency_504,MP_Name_504,BR/547/2022-2023/3799 - Construction of Drinking Water facility,07-05-2021,Completed
479,Karnataka,Constituency_432,MP_Name_432,KA/454/2022-2023/3405 - Construction of Education facility,27-07-2024,Completed
480,Tamil Nadu,Constituency_406,MP_Name_406,TN/700/2022-2023/3266 - Construction of Sanitation facility,07-02-2024,Completed
481,Karnataka,Constituency_362,MP_Name_362,KA/932/2021-2022/3010 - Construction of Electricity facility,07-01-2022,Completed
482,Tamil Nadu,Constituency_317,MP_Name_317,TN/419/2023-2024/2778 - Construction of Health facility,18-12-2024,Completed
483,Bihar,Constituency_159,MP_Name_159,BR/766/2021-2022/1886 - Construction of Drinking Water facility,26-12-2021,Completed
484,Bihar,Constituency_291,MP_Name_291,BR/304/2022-2023/2645 - Construction of Health facility,11-11-2024,Completed
485,Madhya Pradesh,Constituency_327,MP_Name_327,MP/252/2022-2023/2840 - Construction of Drinking Water facility,13-12-2023,Completed
486,West Bengal,Constituency_285,MP_Name_285,WB/789/2021-2022/2602 - Construction of Health facility,07-07-2023,Completed
487,Karnataka,Constituency_484,MP_Name_484,KA/154/2022-2023/3685 - Construction of Health facility,23-08-2023,Completed
488,Karnataka,Constituency_538,MP_Name_538,KA/498/2022-2023/3996 - Construction of Drinking Water facility,14-03-2024,Completed
489,Karnataka,Constituency_408,MP_Name_408,KA/748/2022-2023/3283 - Construction of Education facility,11-01-2024,Completed
490,Gujarat,Constituency_269,MP_Name_269,GJ/723/2022-2023/2520 - Construction of Electricity facility,12-05-2023,Completed
491,Tamil Nadu,Constituency_366,MP_Name_366,TN/516/2023-2024/3029 - Construction of Education facility,31-03-2022,Completed
492,Karnataka,Constituency_347,MP_Name_347,KA/988/2021-2022/2946 - Construction of Sanitation facility,05-10-2024,Completed
493,Gujarat,Constituency_452,MP_Name_452,GJ/187/2023-2024/3514 - Construction of Education facility,22-02-2023,Completed
494,Gujarat,Constituency_84,MP_Name_84,GJ/530/2022-2023/1466 - Construction of Drinking Water facility,15-09-2022,Completed
495,Maharashtra,Constituency_250,MP_Name_250,MH/572/2021-2022/2422 - Construction of Health facility,07-07-2023,Completed
496,West Bengal,Constituency_520,MP_Name_520,WB/749/2021-2022/3889 - Construction of Electricity facility,30-12-2024,Completed
497,West Bengal,Constituency_240,MP_Name_240,WB/464/2022-2023/2368 - Construction of Electricity facility,22-02-2024,Completed
498,West Bengal,Constituency_322,MP_Name_322,WB/839/2023-2024/2811 - Construction of Health facility,28-10-2023,Completed
499,Delhi,Constituency_166,MP_Name_166,DL/973/2022-2023/1932 - Construction of Sanitation facility,10-12-2024,Completed
500,West Bengal,Constituency_122,MP_Name_122,WB/342/2023-2024/1680 - Construction of Health facility,25-06-2024,Completed
501,Karnataka,Constituency_521,MP_Name_521,KA/154/2021-2022/3896 - Construction of Drinking Water facility,28-03-2022,Completed
502,West Bengal,Constituency_80,MP_Name_80,WB/398/2021-2022/1447 - Construction of Electricity facility,18-12-2022,Completed
503,Tamil Nadu,Constituency_385,MP_Name_385,TN/307/2021-2022/3154 - Construction of Drinking Water facility,18-04-2021,Completed
504,West Bengal,Constituency_15,MP_Name_15,WB/606/2022-2023/1076 - Construction of Health facility,01-06-2023,Completed
505,Gujarat,Constituency_452,MP_Name_452,GJ/396/2023-2024/3517 - Construction of Roads facility,01-09-2022,Completed
506,Maharashtra,Constituency_49,MP_Name_49,MH/508/2022-2023/1270 - Construction of Sanitation facility,20-06-2023,Completed
507,Gujarat,Constituency_163,MP_Name_163,GJ/469/2021-2022/1908 - Construction of Electricity facility,27-09-2024,Completed
508,Karnataka,Constituency_148,MP_Name_148,KA/903/2021-2022/1819 - Construction of Sanitation facility,27-02-2024,Completed
509,West Bengal,Constituency_322,MP_Name_322,WB/452/2023-2024/2812 - Construction of Education facility,06-01-2021,Completed
510,Delhi,Constituency_289,MP_Name_289,DL/243/2023-2024/2634 - Construction of Electricity facility,04-07-2023,Completed
511,Gujarat,Constituency_226,MP_Name_226,GJ/322/2022-2023/2291 - Construction of Roads facility,20-02-2022,Completed
512,Tamil Nadu,Constituency_326,MP_Name_326,TN/915/2022-2023/2836 - Construction of Sanitation facility,23-02-2023,Completed
513,Tamil Nadu,Constituency_535,MP_Name_535,TN/991/2023-2024/3980 - Construction of Electricity facility,30-07-2021,Completed
514,Gujarat,Constituency_536,MP_Name_536,GJ/883/2021-2022/3984 - Construction of Drinking Water facility,22-08-2023,Completed
515,West Bengal,Constituency_508,MP_Name_508,WB/661/2021-2022/3823 - Construction of Drinking Water facility,18-12-2021,Completed
516,Bihar,Constituency_221,MP_Name_221,BR/360/2023-2024/2270 - Construction of Education facility,15-05-2021,Completed
517,Maharashtra,Constituency_543,MP_Name_543,MH/979/2022-2023/4031 - Construction of Electricity facility,24-05-2023,Completed
518,Madhya Pradesh,Constituency_523,MP_Name_523,MP/973/2023-2024/3909 - Construction of Drinking Water facility,25-06-2022,Completed
519,Maharashtra,Constituency_259,MP_Name_259,MH/108/2021-2022/2469 - Construction of Electricity facility,10-04-2023,Completed
520,West Bengal,Constituency_508,MP_Name_508,WB/615/2022-2023/3826 - Construction of Sanitation facility,03-09-2022,Completed
521,Gujarat,Constituency_192,MP_Name_192,GJ/669/2021-2022/2083 - Construction of Education facility,15-06-2024,Completed
522,Maharashtra,Constituency_58,MP_Name_58,MH/418/2023-2024/1322 - Construction of Roads facility,13-02-2024,Completed
523,West Bengal,Constituency_150,MP_Name_150,WB/167/2023-2024/1829 - Construction of Sanitation facility,28-12-2023,Completed
524,Tamil Nadu,Constituency_182,MP_Name_182,TN/472/2021-2022/2021 - Construction of Health facility,12-03-2024,Completed
525,Maharashtra,Constituency_181,MP_Name_181,MH/964/2023-2024/2019 - Construction of Health facility,26-09-2024,Completed
526,Madhya Pradesh,Constituency_307,MP_Name_307,MP/355/2022-2023/2719 - Construction of Education facility,16-09-2023,Completed
527,Rajasthan,Constituency_517,MP_Name_517,RJ/700/2021-2022/3867 - Construction of Education facility,17-06-2024,Completed
528,Uttar Pradesh,Constituency_14,MP_Name_14,UP/410/2021-2022/1068 - Construction of Drinking Water facility,13-09-2024,Completed
529,Bihar,Constituency_69,MP_Name_69,BR/670/2023-2024/1383 - Construction of Education facility,13-01-2024,Completed
530,Madhya Pradesh,Constituency_528,MP_Name_528,MP/903/2021-2022/3938 - Construction of Health facility,22-11-2022,Completed
531,West Bengal,Constituency_510,MP_Name_510,WB/443/2022-2023/3834 - Construction of Education facility,03-06-2021,Completed
532,Gujarat,Constituency_25,MP_Name_25,GJ/541/2023-2024/1132 - Construction of Electricity facility,05-05-2022,Completed
533,Gujarat,Constituency_187,MP_Name_187,GJ/877/2023-2024/2052 - Construction of Drinking Water facility,19-09-2022,Completed
534,Uttar Pradesh,Constituency_171,MP_Name_171,UP/885/2021-2022/1961 - Construction of Roads facility,08-04-2021,Completed
535,Uttar Pradesh,Constituency_426,MP_Name_426,UP/389/2021-2022/3371 - Construction of Roads facility,24-11-2021,Completed
536,Tamil Nadu,Constituency_483,MP_Name_483,TN/246/2023-2024/3679 - Construction of Sanitation facility,09-09-2023,Completed
537,Karnataka,Constituency_384,MP_Name_384,KA/660/2023-2024/3146 - Construction of Sanitation facility,24-08-2022,Completed
538,Uttar Pradesh,Constituency_144,MP_Name_144,UP/240/2021-2022/1796 - Construction of Roads facility,13-03-2022,Completed
539,Madhya Pradesh,Constituency_371,MP_Name_371,MP/814/2022-2023/3059 - Construction of Roads facility,31-03-2021,Completed
540,Madhya Pradesh,Constituency_157,MP_Name_157,MP/648/2022-2023/1876 - Construction of Health facility,31-05-2021,Completed
541,Karnataka,Constituency_538,MP_Name_538,KA/836/2023-2024/4000 - Construction of Health facility,31-05-2021,Completed
542,Karnataka,Constituency_432,MP_Name_432,KA/518/2022-2023/3406 - Construction of Drinking Water facility,21-04-2023,Completed
543,West Bengal,Constituency_283,MP_Name_283,WB/625/2023-2024/2594 - Construction of Education facility,16-04-2021,Completed
544,Uttar Pradesh,Constituency_323,MP_Name_323,UP/287/2021-2022/2816 - Construction of Sanitation facility,25-06-2021,Completed
545,West Bengal,Constituency_281,MP_Name_281,WB/943/2022-2023/2582 - Construction of Drinking Water facility,18-02-2024,Completed
546,Karnataka,Constituency_71,MP_Name_71,KA/484/2022-2023/1401 - Construction of Drinking Water facility,03-12-2022,Completed
547,Karnataka,Constituency_60,MP_Name_60,KA/670/2022-2023/1336 - Construction of Drinking Water facility,25-06-2024,Completed
548,West Bengal,Constituency_180,MP_Name_180,WB/513/2023-2024/2011 - Construction of Sanitation facility,12-03-2022,Completed
549,Rajasthan,Constituency_332,MP_Name_332,RJ/377/2022-2023/2867 - Construction of Sanitation facility,31-10-2022,Completed
550,Tamil Nadu,Constituency_394,MP_Name_394,TN/865/2023-2024/3203 - Construction of Drinking Water facility,16-07-2022,Completed
551,Bihar,Constituency_525,MP_Name_525,BR/659/2021-2022/3920 - Construction of Health facility,03-03-2024,Completed
552,Uttar Pradesh,Constituency_96,MP_Name_96,UP/974/2023-2024/1534 - Construction of Health facility,25-07-2022,Completed
553,West Bengal,Constituency_17,MP_Name_17,WB/374/2023-2024/1092 - Construction of Electricity facility,29-06-2024,Completed
554,Gujarat,Constituency_416,MP_Name_416,GJ/928/2023-2024/3313 - Construction of Roads facility,22-06-2022,Completed
555,Madhya Pradesh,Constituency_50,MP_Name_50,MP/961/2022-2023/1279 - Construction of Health facility,01-11-2022,Completed
556,Karnataka,Constituency_3,MP_Name_3,KA/582/2021-2022/1021 - Construction of Roads facility,21-12-2023,Completed
557,Maharashtra,Constituency_83,MP_Name_83,MH/482/2022-2023/1462 - Construction of Health facility,01-06-2024,Completed
558,Karnataka,Constituency_473,MP_Name_473,KA/720/2021-2022/3630 - Construction of Sanitation facility,22-01-2024,Completed
559,West Bengal,Constituency_150,MP_Name_150,WB/352/2021-2022/1828 - Construction of Health facility,23-05-2021,Completed
560,Uttar Pradesh,Constituency_323,MP_Name_323,UP/164/2021-2022/2815 - Construction of Electricity facility,27-03-2021,Completed
561,West Bengal,Constituency_285,MP_Name_285,WB/444/2021-2022/2605 - Construction of Electricity facility,01-12-2023,Completed
562,Gujarat,Constituency_84,MP_Name_84,GJ/225/2022-2023/1467 - Construction of Education facility,21-09-2024,Completed
563,West Bengal,Constituency_72,MP_Name_72,WB/136/2022-2023/1405 - Construction of Roads facility,06-04-2021,Completed
564,West Bengal,Constituency_141,MP_Name_141,WB/404/2021-2022/1779 - Construction of Health facility,03-12-2022,Completed
565,Karnataka,Constituency_132,MP_Name_132,KA/216/2021-2022/1729 - Construction of Education facility,15-03-2023,Completed
566,Bihar,Constituency_319,MP_Name_319,BR/942/2022-2023/2791 - Construction of Education facility,29-03-2023,Completed
567,Uttar Pradesh,Constituency_101,MP_Name_101,UP/849/2021-2022/1561 - Construction of Education facility,17-06-2023,Completed
568,Tamil Nadu,Constituency_328,MP_Name_328,TN/841/2021-2022/2846 - Construction of Education facility,13-10-2023,Completed
569,Karnataka,Constituency_424,MP_Name_424,KA/294/2023-2024/3358 - Construction of Drinking Water facility,22-03-2021,Completed
570,Uttar Pradesh,Constituency_144,MP_Name_144,UP/691/2022-2023/1798 - Construction of Education facility,13-05-2023,Completed
571,Tamil Nadu,Constituency_38,MP_Name_38,TN/768/2021-2022/1202 - Construction of Education facility,07-11-2021,Completed
572,Delhi,Constituency_266,MP_Name_266,DL/587/2023-2024/2500 - Construction of Electricity facility,05-12-2022,Completed
573,Gujarat,Constituency_140,MP_Name_140,GJ/594/2021-2022/1772 - Construction of Drinking Water facility,20-12-2023,Completed
574,Maharashtra,Constituency_102,MP_Name_102,MH/173/2021-2022/1566 - Construction of Roads facility,06-11-2022,Completed
575,Karnataka,Constituency_342,MP_Name_342,KA/414/2023-2024/2918 - Construction of Education facility,08-11-2023,Completed
576,Tamil Nadu,Constituency_90,MP_Name_90,TN/816/2022-2023/1496 - Construction of Electricity facility,13-10-2021,Completed
577,Rajasthan,Constituency_66,MP_Name_66,RJ/923/2023-2024/1365 - Construction of Electricity facility,30-01-2021,Completed
578,Madhya Pradesh,Constituency_157,MP_Name_157,MP/729/2022-2023/1871 - Construction of Health facility,09-03-2021,Completed
579,Bihar,Constituency_214,MP_Name_214,BR/975/2022-2023/2229 - Construction of Drinking Water facility,26-09-2022,Completed
580,Madhya Pradesh,Constituency_111,MP_Name_111,MP/494/2023-2024/1617 - Construction of Roads facility,09-01-2021,Completed
581,Madhya Pradesh,Constituency_162,MP_Name_162,MP/991/2023-2024/1902 - Construction of Roads facility,28-06-2023,Completed
582,West Bengal,Constituency_395,MP_Name_395,WB/131/2021-2022/3207 - Construction of Roads facility,20-10-2024,Completed
583,Gujarat,Constituency_329,MP_Name_329,GJ/832/2021-2022/2853 - Construction of Health facility,19-08-2023,Completed
584,Rajasthan,Constituency_208,MP_Name_208,RJ/544/2023-2024/2186 - Construction of Drinking Water facility,29-04-2023,Completed
585,Tamil Nadu,Constituency_38,MP_Name_38,TN/447/2023-2024/1207 - Construction of Health facility,16-12-2021,Completed
586,Uttar Pradesh,Constituency_133,MP_Name_133,UP/765/2021-2022/1739 - Construction of Roads facility,09-10-2024,Completed
587,Delhi,Constituency_433,MP_Name_433,DL/465/2021-2022/3414 - Construction of Drinking Water facility,15-12-2021,Completed
588,Bihar,Constituency_46,MP_Name_46,BR/275/2021-2022/1249 - Construction of Health facility,11-04-2021,Completed
589,Karnataka,Constituency_37,MP_Name_37,KA/717/2022-2023/1196 - Construction of Sanitation facility,03-01-2023,Completed
590,Rajasthan,Constituency_499,MP_Name_499,RJ/225/2022-2023/3771 - Construction of Roads facility,12-10-2022,Completed
591,Tamil Nadu,Constituency_38,MP_Name_38,TN/558/2021-2022/1206 - Construction of Electricity facility,01-04-2022,Completed
592,Madhya Pradesh,Constituency_244,MP_Name_244,MP/566/2023-2024/2394 - Construction of Electricity facility,10-08-2022,Completed
593,West Bengal,Constituency_109,MP_Name_109,WB/418/2023-2024/1605 - Construction of Electricity facility,25-05-2024,Completed
594,Madhya Pradesh,Constituency_371,MP_Name_371,MP/183/2022-2023/3056 - Construction of Education facility,03-06-2024,Completed
595,West Bengal,Constituency_141,MP_Name_141,WB/211/2022-2023/1774 - Construction of Drinking Water facility,02-09-2023,Completed
596,Uttar Pradesh,Constituency_99,MP_Name_99,UP/830/2022-2023/1549 - Construction of Education facility,26-02-2023,Completed
597,Tamil Nadu,Constituency_430,MP_Name_430,TN/254/2023-2024/3388 - Construction of Education facility,15-07-2022,Completed
598,Madhya Pradesh,Constituency_528,MP_Name_528,MP/208/2023-2024/3939 - Construction of Health facility,03-12-2021,Completed
599,Uttar Pradesh,Constituency_52,MP_Name_52,UP/864/2023-2024/1285 - Construction of Roads facility,27-02-2024,Completed
600,Tamil Nadu,Constituency_449,MP_Name_449,TN/297/2021-2022/3499 - Construction of Roads facility,15-01-2023,Completed
601,Karnataka,Constituency_108,MP_Name_108,KA/649/2023-2024/1600 - Construction of Education facility,20-09-2022,Completed
602,Delhi,Constituency_238,MP_Name_238,DL/904/2023-2024/2363 - Construction of Sanitation facility,27-08-2022,Completed
603,Bihar,Constituency_441,MP_Name_441,BR/529/2023-2024/3458 - Construction of Roads facility,27-01-2021,Completed
604,Tamil Nadu,Constituency_70,MP_Name_70,TN/710/2023-2024/1392 - Construction of Sanitation facility,05-01-2023,Completed
605,Karnataka,Constituency_53,MP_Name_53,KA/519/2021-2022/1291 - Construction of Electricity facility,29-07-2021,Completed
606,Rajasthan,Constituency_145,MP_Name_145,RJ/577/2022-2023/1802 - Construction of Sanitation facility,01-03-2023,Completed
607,Bihar,Constituency_174,MP_Name_174,BR/420/2023-2024/1979 - Construction of Sanitation facility,15-02-2024,Completed
608,Maharashtra,Constituency_49,MP_Name_49,MH/607/2023-2024/1267 - Construction of Roads facility,20-02-2023,Completed
609,Madhya Pradesh,Constituency_253,MP_Name_253,MP/637/2023-2024/2439 - Construction of Health facility,10-11-2023,Completed
610,Gujarat,Constituency_379,MP_Name_379,GJ/973/2023-2024/3106 - Construction of Electricity facility,25-10-2021,Completed
611,Bihar,Constituency_103,MP_Name_103,BR/913/2023-2024/1572 - Construction of Roads facility,12-01-2022,Completed
612,Gujarat,Constituency_140,MP_Name_140,GJ/881/2023-2024/1769 - Construction of Drinking Water facility,03-04-2024,Completed
613,Bihar,Constituency_491,MP_Name_491,BR/579/2021-2022/3727 - Construction of Electricity facility,01-03-2021,Completed
614,Madhya Pradesh,Constituency_55,MP_Name_55,MP/463/2023-2024/1307 - Construction of Drinking Water facility,02-01-2024,Completed
615,West Bengal,Constituency_315,MP_Name_315,WB/487/2022-2023/2771 - Construction of Education facility,25-04-2023,Completed
616,Bihar,Constituency_274,MP_Name_274,BR/153/2023-2024/2545 - Construction of Sanitation facility,05-06-2022,Completed
617,Rajasthan,Constituency_168,MP_Name_168,RJ/417/2022-2023/1946 - Construction of Roads facility,01-06-2022,Completed
618,Rajasthan,Constituency_402,MP_Name_402,RJ/713/2022-2023/3245 - Construction of Education facility,18-07-2023,Completed
619,Delhi,Constituency_289,MP_Name_289,DL/729/2023-2024/2631 - Construction of Electricity facility,28-12-2021,Completed
620,Madhya Pradesh,Constituency_1,MP_Name_1,MP/918/2021-2022/1007 - Construction of Roads facility,08-07-2024,Completed
621,Maharashtra,Constituency_493,MP_Name_493,MH/706/2023-2024/3737 - Construction of Roads facility,12-04-2024,Completed
622,Gujarat,Constituency_388,MP_Name_388,GJ/290/2021-2022/3172 - Construction of Education facility,13-12-2024,Completed
623,Tamil Nadu,Constituency_539,MP_Name_539,TN/932/2022-2023/4008 - Construction of Health facility,12-09-2023,Completed
624,Bihar,Constituency_174,MP_Name_174,BR/671/2023-2024/1978 - Construction of Education facility,10-09-2022,Completed
625,West Bengal,Constituency_36,MP_Name_36,WB/768/2023-2024/1190 - Construction of Drinking Water facility,21-02-2024,Completed
626,Delhi,Constituency_289,MP_Name_289,DL/962/2022-2023/2629 - Construction of Health facility,20-06-2023,Completed
627,Tamil Nadu,Constituency_169,MP_Name_169,TN/316/2021-2022/1948 - Construction of Health facility,14-01-2023,Completed
628,Maharashtra,Constituency_114,MP_Name_114,MH/403/2023-2024/1635 - Construction of Sanitation facility,17-07-2024,Completed
629,Madhya Pradesh,Constituency_528,MP_Name_528,MP/127/2022-2023/3937 - Construction of Sanitation facility,05-04-2024,Completed
630,Maharashtra,Constituency_460,MP_Name_460,MH/239/2022-2023/3556 - Construction of Health facility,30-10-2024,Completed
631,Karnataka,Constituency_511,MP_Name_511,KA/579/2022-2023/3839 - Construction of Health facility,10-06-2024,Completed
632,Maharashtra,Constituency_493,MP_Name_493,MH/720/2023-2024/3738 - Construction of Sanitation facility,18-10-2023,Completed
633,Madhya Pradesh,Constituency_333,MP_Name_333,MP/424/2023-2024/2873 - Construction of Drinking Water facility,05-05-2023,Completed
634,Rajasthan,Constituency_66,MP_Name_66,RJ/583/2022-2023/1367 - Construction of Health facility,22-03-2022,Completed
635,Karnataka,Constituency_237,MP_Name_237,KA/763/2023-2024/2354 - Construction of Roads facility,20-03-2022,Completed
636,Delhi,Constituency_235,MP_Name_235,DL/222/2021-2022/2340 - Construction of Education facility,26-04-2024,Completed
637,Karnataka,Constituency_262,MP_Name_262,KA/523/2022-2023/2480 - Construction of Education facility,06-01-2023,Completed
638,Karnataka,Constituency_164,MP_Name_164,KA/725/2023-2024/1918 - Construction of Electricity facility,26-11-2021,Completed
639,Bihar,Constituency_152,MP_Name_152,BR/532/2022-2023/1841 - Construction of Drinking Water facility,16-11-2023,Completed
640,Tamil Nadu,Constituency_20,MP_Name_20,TN/205/2022-2023/1106 - Construction of Sanitation facility,23-09-2024,Completed
641,Gujarat,Constituency_54,MP_Name_54,GJ/823/2023-2024/1302 - Construction of Electricity facility,10-12-2022,Completed
642,West Bengal,Constituency_230,MP_Name_230,WB/445/2022-2023/2315 - Construction of Drinking Water facility,27-03-2023,Completed
643,Karnataka,Constituency_478,MP_Name_478,KA/936/2022-2023/3657 - Construction of Drinking Water facility,11-12-2021,Completed
644,Madhya Pradesh,Constituency_7,MP_Name_7,MP/166/2022-2023/1036 - Construction of Roads facility,12-06-2021,Completed
645,West Bengal,Constituency_386,MP_Name_386,WB/291/2023-2024/3156 - Construction of Education facility,16-01-2021,Completed
646,Karnataka,Constituency_130,MP_Name_130,KA/629/2023-2024/1721 - Construction of Electricity facility,28-08-2023,Completed
647,Madhya Pradesh,Constituency_318,MP_Name_318,MP/151/2023-2024/2785 - Construction of Electricity facility,23-07-2021,Completed
648,Gujarat,Constituency_54,MP_Name_54,GJ/523/2021-2022/1299 - Construction of Sanitation facility,16-04-2021,Completed
649,Delhi,Constituency_59,MP_Name_59,DL/134/2022-2023/1329 - Construction of Education facility,12-02-2024,Completed
650,Uttar Pradesh,Constituency_94,MP_Name_94,UP/674/2022-2023/1519 - Construction of Sanitation facility,31-03-2023,Completed
651,Delhi,Constituency_501,MP_Name_501,DL/635/2022-2023/3786 - Construction of Health facility,18-02-2021,Completed
652,Rajasthan,Constituency_542,MP_Name_542,RJ/134/2021-2022/4021 - Construction of Electricity facility,22-06-2021,Completed
653,Delhi,Constituency_64,MP_Name_64,DL/950/2021-2022/1350 - Construction of Education facility,24-05-2023,Completed
654,Madhya Pradesh,Constituency_244,MP_Name_244,MP/392/2022-2023/2395 - Construction of Electricity facility,05-04-2024,Completed
655,Uttar Pradesh,Constituency_73,MP_Name_73,UP/856/2021-2022/1413 - Construction of Health facility,20-03-2021,Completed
656,Gujarat,Constituency_226,MP_Name_226,GJ/526/2022-2023/2294 - Construction of Electricity facility,08-06-2022,Completed
657,Tamil Nadu,Constituency_197,MP_Name_197,TN/105/2022-2023/2117 - Construction of Electricity facility,18-07-2024,Completed
658,Karnataka,Constituency_19,MP_Name_19,KA/882/2021-2022/1097 - Construction of Roads facility,02-07-2023,Completed
659,Maharashtra,Constituency_456,MP_Name_456,MH/220/2022-2023/3531 - Construction of Electricity facility,28-09-2023,Completed
660,Tamil Nadu,Constituency_506,MP_Name_506,TN/470/2022-2023/3811 - Construction of Electricity facility,29-06-2023,Completed
661,Maharashtra,Constituency_23,MP_Name_23,MH/197/2021-2022/1119 - Construction of Sanitation facility,20-11-2022,Completed
662,Rajasthan,Constituency_224,MP_Name_224,RJ/785/2022-2023/2284 - Construction of Education facility,04-08-2023,Completed
663,Uttar Pradesh,Constituency_73,MP_Name_73,UP/319/2023-2024/1411 - Construction of Drinking Water facility,23-06-2024,Completed
664,Gujarat,Constituency_293,MP_Name_293,GJ/496/2023-2024/2656 - Construction of Sanitation facility,22-08-2021,Completed
665,Uttar Pradesh,Constituency_96,MP_Name_96,UP/289/2022-2023/1532 - Construction of Health facility,30-01-2021,Completed
666,Tamil Nadu,Constituency_20,MP_Name_20,TN/258/2021-2022/1104 - Construction of Drinking Water facility,17-08-2023,Completed
667,Madhya Pradesh,Constituency_76,MP_Name_76,MP/106/2022-2023/1426 - Construction of Education facility,11-08-2023,Completed
668,Madhya Pradesh,Constituency_383,MP_Name_383,MP/762/2023-2024/3137 - Construction of Drinking Water facility,27-09-2023,Completed
669,Uttar Pradesh,Constituency_310,MP_Name_310,UP/203/2022-2023/2740 - Construction of Health facility,28-06-2024,Completed
670,Delhi,Constituency_116,MP_Name_116,DL/918/2022-2023/1643 - Construction of Electricity facility,08-05-2024,Completed
671,Karnataka,Constituency_538,MP_Name_538,KA/425/2021-2022/3999 - Construction of Education facility,09-02-2024,Completed
672,Delhi,Constituency_166,MP_Name_166,DL/476/2023-2024/1928 - Construction of Health facility,03-05-2023,Completed
673,West Bengal,Constituency_122,MP_Name_122,WB/440/2021-2022/1678 - Construction of Roads facility,01-04-2023,Completed
674,Maharashtra,Constituency_309,MP_Name_309,MH/529/2023-2024/2728 - Construction of Drinking Water facility,02-04-2023,Completed
675,Maharashtra,Constituency_58,MP_Name_58,MH/291/2023-2024/1324 - Construction of Education facility,21-04-2023,Completed
676,Rajasthan,Constituency_26,MP_Name_26,RJ/457/2022-2023/1136 - Construction of Health facility,06-09-2022,Completed
677,Tamil Nadu,Constituency_43,MP_Name_43,TN/216/2023-2024/1236 - Construction of Health facility,23-06-2021,Completed
678,Madhya Pradesh,Constituency_277,MP_Name_277,MP/271/2023-2024/2561 - Construction of Roads facility,11-12-2023,Completed
679,Bihar,Constituency_525,MP_Name_525,BR/403/2022-2023/3921 - Construction of Roads facility,30-06-2023,Completed
680,Tamil Nadu,Constituency_284,MP_Name_284,TN/879/2021-2022/2599 - Construction of Health facility,01-11-2022,Completed
681,Maharashtra,Constituency_309,MP_Name_309,MH/231/2021-2022/2729 - Construction of Sanitation facility,08-06-2021,Completed
682,Gujarat,Constituency_340,MP_Name_340,GJ/525/2022-2023/2912 - Construction of Roads facility,27-06-2024,Completed
683,Maharashtra,Constituency_49,MP_Name_49,MH/805/2022-2023/1268 - Construction of Sanitation facility,22-06-2023,Completed
684,Madhya Pradesh,Constituency_471,MP_Name_471,MP/289/2023-2024/3617 - Construction of Drinking Water facility,03-09-2023,Completed
685,Bihar,Constituency_448,MP_Name_448,BR/984/2022-2023/3492 - Construction of Education facility,01-05-2021,Completed
686,Bihar,Constituency_221,MP_Name_221,BR/514/2022-2023/2269 - Construction of Drinking Water facility,16-04-2024,Completed
