sr_no,state,ida,constituency,mp_name,work,work_category,sanction_date,sanction_amount,work_status
1128,Uttar Pradesh,District_8,Constituency_43,MP_Name_43,Work_1128,Education,22-12-2023,1542066,Sanctioned
1129,Delhi,District_9,Constituency_44,MP_Name_44,Work_1129,Sanitation,22-06-2023,1620793,Sanctioned
1130,Delhi,District_0,Constituency_45,MP_Name_45,Work_1130,Roads,15-03-2022,1030936,Sanctioned
1131,Delhi,District_1,Constituency_46,MP_Name_46,Work_1131,Health,07-04-2023,1348409,Sanctioned
1132,Delhi,District_2,Constituency_47,MP_Name_47,Work_1132,Health,09-04-2023,1387417,Sanctioned
1133,Maharashtra,District_3,Constituency_48,MP_Name_48,Work_1133,Sanitation,10-06-2023,1118992,Sanctioned
1134,Uttar Pradesh,District_4,Constituency_49,MP_Name_49,Work_1134,Sanitation,21-04-2023,1393364,Sanctioned
1135,Karnataka,District_5,Constituency_50,MP_Name_50,Work_1135,Education,18-02-2022,980267,Sanctioned
1136,Tamil Nadu,District_6,Constituency_51,MP_Name_51,Work_1136,Drinking Water,13-02-2021,691989,Sanctioned
1137,Gujarat,District_7,Constituency_52,MP_Name_52,Work_1137,Drinking Water,13-03-2022,1372660,Sanctioned
1138,Delhi,District_8,Constituency_53,MP_Name_53,Work_1138,Education,17-07-2021,639276,Sanctioned
1139,Tamil Nadu,District_9,Constituency_54,MP_Name_54,Work_1139,Electricity,17-01-2022,530564,Sanctioned
1140,Uttar Pradesh,District_0,Constituency_55,MP_Name_55,Work_1140,Sanitation,17-10-2022,418718,Sanctioned
1141,Karnataka,District_1,Constituency_56,MP_Name_56,Work_1141,Roads,19-09-2021,1769459,Sanctioned
1142,Maharashtra,District_2,Constituency_57,MP_Name_57,Work_1142,Sanitation,09-06-2022,916647,Sanctioned
1143,Uttar Pradesh,District_3,Constituency_58,MP_Name_58,Work_1143,Education,25-10-2023,551693,Sanctioned
1144,Uttar Pradesh,District_4,Constituency_59,MP_Name_59,Work_1144,Drinking Water,27-06-2023,1392971,Sanctioned
1145,Gujarat,District_5,Constituency_60,MP_Name_60,Work_1145,Health,24-12-2021,570973,Sanctioned
1146,Karnataka,District_6,Constituency_61,MP_Name_61,Work_1146,Drinking Water,03-08-2023,1123298,Sanctioned
1147,Karnataka,District_7,Constituency_62,MP_Name_62,Work_1147,Drinking Water,25-05-2021,1639840,Sanctioned
1148,Delhi,District_8,Constituency_63,MP_Name_63,Work_1148,Sanitation,24-07-2021,1524601,Sanctioned
1149,Delhi,District_9,Constituency_64,MP_Name_64,Work_1149,Health,29-12-2023,643048,Sanctioned
1150,Karnataka,District_0,Constituency_65,MP_Name_65,Work_1150,Education,07-04-2021,782419,Sanctioned
1151,Karnataka,District_1,Constituency_66,MP_Name_66,Work_1151,Health,21-02-2022,814074,Sanctioned
1152,Delhi,District_2,Constituency_67,MP_Name_67,Work_1152,Roads,22-01-2021,683784,Sanctioned
1153,Gujarat,District_3,Constituency_68,MP_Name_68,Work_1153,Education,02-05-2023,658686,Sanctioned
1154,Maharashtra,District_4,Constituency_69,MP_Name_69,Work_1154,Health,17-10-2023,415848,Sanctioned
1155,Gujarat,District_5,Constituency_70,MP_Name_70,Work_1155,Education,27-08-2022,422255,Sanctioned
1156,Maharashtra,District_6,Constituency_71,MP_Name_71,Work_1156,Education,15-07-2022,667467,Sanctioned
1157,Delhi,District_7,Constituency_72,MP_Name_72,Work_1157,Education,27-05-2022,1857963,Sanctioned
1158,Uttar Pradesh,District_8,Constituency_73,MP_Name_73,Work_1158,Electricity,12-11-2021,497884,Sanctioned
1159,Maharashtra,District_9,Constituency_74,MP_Name_74,Work_1159,Sanitation,13-03-2023,720397,Sanctioned
1160,Delhi,District_0,Constituency_75,MP_Name_75,Work_1160,Health,16-02-2022,1534810,Sanctioned
1161,Tamil Nadu,District_1,Constituency_76,MP_Name_76,Work_1161,Drinking Water,03-10-2023,608507,Sanctioned
1162,Tamil Nadu,District_2,Constituency_77,MP_Name_77,Work_1162,Roads,12-12-2022,1373408,Sanctioned
1163,Uttar Pradesh,District_3,Constituency_78,MP_Name_78,Work_1163,Roads,20-05-2023,565899,Sanctioned
1164,Tamil Nadu,District_4,Constituency_79,MP_Name_79,Work_1164,Electricity,09-03-2021,1664308,Sanctioned
1165,Karnataka,District_5,Constituency_80,MP_Name_80,Work_1165,Health,16-10-2022,779983,Sanctioned
1166,Tamil Nadu,District_6,Constituency_81,MP_Name_81,Work_1166,Health,27-07-2023,753594,Sanctioned
1167,Gujarat,District_7,Constituency_82,MP_Name_82,Work_1167,Education,13-05-2022,1698916,Sanctioned
1168,Uttar Pradesh,District_8,Constituency_83,MP_Name_83,Work_1168,Electricity,15-06-2021,1018971,Sanctioned
1169,Tamil Nadu,District_9,Constituency_84,MP_Name_84,Work_1169,Health,24-06-2021,1081625,Sanctioned
1170,Gujarat,District_0,Constituency_85,MP_Name_85,Work_1170,Drinking Water,04-09-2023,1102343,Sanctioned
1171,Tamil Nadu,District_1,Constituency_86,MP_Name_86,Work_1171,Sanitation,21-09-2021,1499397,Sanctioned
1172,Maharashtra,District_2,Constituency_87,MP_Name_87,Work_1172,Roads,03-12-2023,1014799,Sanctioned
1173,Karnataka,District_3,Constituency_88,MP_Name_88,Work_1173,Drinking Water,26-07-2023,1203706,Sanctioned
1174,Gujarat,District_4,Constituency_89,MP_Name_89,Work_1174,Electricity,12-12-2021,856200,Sanctioned
1175,Gujarat,District_5,Constituency_90,MP_Name_90,Work_1175,Health,01-08-2021,1049097,Sanctioned
1176,Karnataka,District_6,Constituency_91,MP_Name_91,Work_1176,Sanitation,20-12-2022,1344655,Sanctioned
1177,Tamil Nadu,District_7,Constituency_92,MP_Name_92,Work_1177,Drinking Water,26-01-2022,1261054,Sanctioned
1178,Gujarat,District_8,Constituency_93,MP_Name_93,Work_1178,Drinking Water,10-09-2022,480940,Sanctioned
1179,Gujarat,District_9,Constituency_94,MP_Name_94,Work_1179,Drinking Water,20-08-2021,1566758,Sanctioned
1180,Maharashtra,District_0,Constituency_95,MP_Name_95,Work_1180,Electricity,09-06-2021,1009177,Sanctioned
1181,Delhi,District_1,Constituency_96,MP_Name_96,Work_1181,Education,21-05-2022,1556298,Sanctioned
1182,Maharashtra,District_2,Constituency_97,MP_Name_97,Work_1182,Electricity,15-06-2022,1079118,Sanctioned
1183,Karnataka,District_3,Constituency_98,MP_Name_98,Work_1183,Drinking Water,19-07-2023,1331750,Sanctioned
1184,Gujarat,District_4,Constituency_99,MP_Name_99,Work_1184,Drinking Water,28-09-2023,1068997,Sanctioned
1185,Maharashtra,District_5,Constituency_100,MP_Name_100,Work_1185,Roads,14-07-2023,1189380,Sanctioned
1186,Delhi,District_6,Constituency_101,MP_Name_101,Work_1186,Roads,17-12-2021,628196,Sanctioned
1187,Maharashtra,District_7,Constituency_102,MP_Name_102,Work_1187,Electricity,16-08-2021,1276182,Sanctioned
1188,Tamil Nadu,District_8,Constituency_103,MP_Name_103,Work_1188,Electricity,07-09-2021,1462401,Sanctioned
1189,Gujarat,District_9,Constituency_104,MP_Name_104,Work_1189,Electricity,27-11-2021,1329499,Sanctioned
1190,Delhi,District_0,Constituency_105,MP_Name_105,Work_1190,Electricity,08-04-2021,687261,Sanctioned
1191,Tamil Nadu,District_1,Constituency_106,MP_Name_106,Work_1191,Health,11-07-2023,592725,Sanctioned
1192,Uttar Pradesh,District_2,Constituency_107,MP_Name_107,Work_1192,Education,16-09-2023,1419385,Sanctioned
1193,Gujarat,District_3,Constituency_108,MP_Name_108,Work_1193,Health,30-09-2021,1112358,Sanctioned
1194,Delhi,District_4,Constituency_109,MP_Name_109,Work_1194,Education,03-10-2021,1579667,Sanctioned
1195,Delhi,District_5,Constituency_110,MP_Name_110,Work_1195,Education,14-02-2023,1768594,Sanctioned
1196,Delhi,District_6,Constituency_111,MP_Name_111,Work_1196,Health,12-05-2023,645768,Sanctioned
1197,Maharashtra,District_7,Constituency_112,MP_Name_112,Work_1197,Roads,07-03-2023,661948,Sanctioned
1198,Maharashtra,District_8,Constituency_113,MP_Name_113,Work_1198,Sanitation,10-08-2022,1549313,Sanctioned
1199,Uttar Pradesh,District_9,Constituency_114,MP_Name_114,Work_1199,Education,16-03-2023,883953,Sanctioned
1200,Maharashtra,District_0,Constituency_115,MP_Name_115,Work_1200,Electricity,04-04-2022,561088,Sanctioned
1201,Maharashtra,District_1,Constituency_116,MP_Name_116,Work_1201,Drinking Water,13-04-2022,1456143,Sanctioned
1202,Tamil Nadu,District_2,Constituency_117,MP_Name_117,Work_1202,Roads,20-07-2021,1308115,Sanctioned
1203,Gujarat,District_3,Constituency_118,MP_Name_118,Work_1203,Drinking Water,14-06-2022,680408,Sanctioned
1204,Uttar Pradesh,District_4,Constituency_119,MP_Name_119,Work_1204,Drinking Water,11-11-2021,873222,Sanctioned
1205,Karnataka,District_5,Constituency_120,MP_Name_120,Work_1205,Roads,04-05-2021,678158,Sanctioned
1206,Uttar Pradesh,District_6,Constituency_121,MP_Name_121,Work_1206,Roads,09-02-2021,1716548,Sanctioned
1207,Gujarat,District_7,Constituency_122,MP_Name_122,Work_1207,Electricity,03-04-2023,1107746,Sanctioned
1208,Karnataka,District_8,Constituency_123,MP_Name_123,Work_1208,Roads,30-11-2021,560732,Sanctioned
1209,Delhi,District_9,Constituency_124,MP_Name_124,Work_1209,Electricity,04-03-2023,1073489,Sanctioned
1210,Gujarat,District_0,Constituency_125,MP_Name_125,Work_1210,Drinking Water,19-10-2021,1397511,Sanctioned
1211,Uttar Pradesh,District_1,Constituency_126,MP_Name_126,Work_1211,Electricity,04-05-2021,1694183,Sanctioned
1212,Gujarat,District_2,Constituency_127,MP_Name_127,Work_1212,Roads,27-12-2022,1618707,Sanctioned
1213,Delhi,District_3,Constituency_128,MP_Name_128,Work_1213,Health,02-02-2022,1493076,Sanctioned
1214,Tamil Nadu,District_4,Constituency_129,MP_Name_129,Work_1214,Drinking Water,18-12-2022,1356352,Sanctioned
1215,Uttar Pradesh,District_5,Constituency_130,MP_Name_130,Work_1215,Roads,18-09-2023,753219,Sanctioned
1216,Maharashtra,District_6,Constituency_131,MP_Name_131,Work_1216,Drinking Water,15-07-2022,998836,Sanctioned
1217,Maharashtra,District_7,Constituency_132,MP_Name_132,Work_1217,Roads,13-04-2023,627953,Sanctioned
1218,Tamil Nadu,District_8,Constituency_133,MP_Name_133,Work_1218,Drinking Water,22-07-2022,656075,Sanctioned
1219,Uttar Pradesh,District_9,Constituency_134,MP_Name_134,Work_1219,Electricity,13-09-2023,1024214,Sanctioned
1220,Karnataka,District_0,Constituency_135,MP_Name_135,Work_1220,Sanitation,15-03-2021,935955,Sanctioned
1221,Tamil Nadu,District_1,Constituency_136,MP_Name_136,Work_1221,Roads,12-09-2022,1856859,Sanctioned
1222,Karnataka,District_2,Constituency_137,MP_Name_137,Work_1222,Roads,04-11-2022,823622,Sanctioned
1223,Uttar Pradesh,District_3,Constituency_138,MP_Name_138,Work_1223,Sanitation,24-04-2021,1645170,Sanctioned
1224,Gujarat,District_4,Constituency_139,MP_Name_139,Work_1224,Health,08-05-2021,1385280,Sanctioned
1225,Tamil Nadu,District_5,Constituency_140,MP_Name_140,Work_1225,Drinking Water,27-12-2021,1496653,Sanctioned
1226,Delhi,District_6,Constituency_141,MP_Name_141,Work_1226,Electricity,07-06-2023,770229,Sanctioned
1227,Karnataka,District_7,Constituency_142,MP_Name_142,Work_1227,Sanitation,02-10-2022,1567947,Sanctioned
1228,Karnataka,District_8,Constituency_143,MP_Name_143,Work_1228,Sanitation,24-03-2021,1378149,Sanctioned
1229,Gujarat,District_9,Constituency_144,MP_Name_144,Work_1229,Education,26-10-2023,1241172,Sanctioned
1230,Delhi,District_0,Constituency_145,MP_Name_145,Work_1230,Education,11-03-2022,635896,Sanctioned
1231,Gujarat,District_1,Constituency_146,MP_Name_146,Work_1231,Sanitation,27-09-2022,1097898,Sanctioned
1232,Delhi,District_2,Constituency_147,MP_Name_147,Work_1232,Roads,29-03-2022,1069291,Sanctioned
1233,Gujarat,District_3,Constituency_148,MP_Name_148,Work_1233,Education,18-08-2023,1311363,Sanctioned
1234,Karnataka,District_4,Constituency_149,MP_Name_149,Work_1234,Roads,01-01-2024,1817626,Sanctioned
1235,Tamil Nadu,District_5,Constituency_150,MP_Name_150,Work_1235,Health,14-08-2022,1249405,Sanctioned
1236,Delhi,District_6,Constituency_151,MP_Name_151,Work_1236,Roads,24-04-2023,1820677,Sanctioned
1237,Uttar Pradesh,District_7,Constituency_152,MP_Name_152,Work_1237,Electricity,01-01-2022,1598643,Sanctioned
1238,Gujarat,District_8,Constituency_153,MP_Name_153,Work_1238,Drinking Water,24-04-2021,1570400,Sanctioned
1239,Tamil Nadu,District_9,Constituency_154,MP_Name_154,Work_1239,Drinking Water,23-02-2022,1636255,Sanctioned
1240,Gujarat,District_0,Constituency_155,MP_Name_155,Work_1240,Education,06-09-2021,1023745,Sanctioned
1241,Karnataka,District_1,Constituency_156,MP_Name_156,Work_1241,Drinking Water,08-12-2023,1623075,Sanctioned
1242,Uttar Pradesh,District_2,Constituency_157,MP_Name_157,Work_1242,Sanitation,11-01-2023,1832063,Sanctioned
1243,Uttar Pradesh,District_3,Constituency_158,MP_Name_158,Work_1243,Education,19-05-2022,942667,Sanctioned
1244,Gujarat,District_4,Constituency_159,MP_Name_159,Work_1244,Roads,05-07-2023,1491811,Sanctioned
1245,Delhi,District_5,Constituency_160,MP_Name_160,Work_1245,Health,25-06-2021,1849875,Sanctioned
1246,Tamil Nadu,District_6,Constituency_161,MP_Name_161,Work_1246,Roads,10-05-2023,886858,Sanctioned
1247,Delhi,District_7,Constituency_162,MP_Name_162,Work_1247,Health,20-10-2022,1777789,Sanctioned
1248,Karnataka,District_8,Constituency_163,MP_Name_163,Work_1248,Sanitation,07-11-2023,1220268,Sanctioned
1249,Karnataka,District_9,Constituency_164,MP_Name_164,Work_1249,Sanitation,18-11-2022,1197712,Sanctioned
1250,Uttar Pradesh,District_0,Constituency_165,MP_Name_165,Work_1250,Health,26-12-2023,1510763,Sanctioned
1251,Maharashtra,District_1,Constituency_166,MP_Name_166,Work_1251,Sanitation,18-01-2023,630163,Sanctioned
1252,Uttar Pradesh,District_2,Constituency_167,MP_Name_167,Work_1252,Sanitation,13-11-2023,1640377,Sanctioned
1253,Uttar Pradesh,District_3,Constituency_168,MP_Name_168,Work_1253,Sanitation,21-11-2022,1497480,Sanctioned
1254,Gujarat,District_4,Constituency_169,MP_Name_169,Work_1254,Sanitation,30-10-2022,1779066,Sanctioned
1255,Karnataka,District_5,Constituency_170,MP_Name_170,Work_1255,Health,25-02-2022,1055721,Sanctioned
1256,Maharashtra,District_6,Constituency_171,MP_Name_171,Work_1256,Electricity,17-03-2022,496829,Sanctioned
1257,Gujarat,District_7,Constituency_172,MP_Name_172,Work_1257,Health,07-04-2021,714136,Sanctioned
1258,Uttar Pradesh,District_8,Constituency_173,MP_Name_173,Work_1258,Electricity,22-10-2022,1499676,Sanctioned
1259,Tamil Nadu,District_9,Constituency_174,MP_Name_174,Work_1259,Drinking Water,10-11-2022,742551,Sanctioned
1260,Karnataka,District_0,Constituency_175,MP_Name_175,Work_1260,Education,27-12-2022,1061969,Sanctioned
1261,Gujarat,District_1,Constituency_176,MP_Name_176,Work_1261,Electricity,20-05-2023,808179,Sanctioned
1262,Tamil Nadu,District_2,Constituency_177,MP_Name_177,Work_1262,Health,17-01-2023,1170673,Sanctioned
1263,Maharashtra,District_3,Constituency_178,MP_Name_178,Work_1263,Health,08-09-2022,1488991,Sanctioned
1264,Karnataka,District_4,Constituency_179,MP_Name_179,Work_1264,Drinking Water,31-10-2022,1652647,Sanctioned
1265,Uttar Pradesh,District_5,Constituency_180,MP_Name_180,Work_1265,Drinking Water,25-04-2021,1040252,Sanctioned
1266,Delhi,District_6,Constituency_181,MP_Name_181,Work_1266,Drinking Water,07-02-2021,555326,Sanctioned
1267,Tamil Nadu,District_7,Constituency_182,MP_Name_182,Work_1267,Education,23-01-2023,941516,Sanctioned
1268,Maharashtra,District_8,Constituency_183,MP_Name_183,Work_1268,Education,16-04-2021,1682930,Sanctioned
1269,Maharashtra,District_9,Constituency_184,MP_Name_184,Work_1269,Health,20-01-2022,1752919,Sanctioned
1270,Maharashtra,District_0,Constituency_185,MP_Name_185,Work_1270,Education,04-04-2023,413980,Sanctioned
1271,Delhi,District_1,Constituency_186,MP_Name_186,Work_1271,Drinking Water,03-11-2022,450213,Sanctioned
1272,Karnataka,District_2,Constituency_187,MP_Name_187,Work_1272,Drinking Water,26-06-2021,1047879,Sanctioned
1273,Delhi,District_3,Constituency_188,MP_Name_188,Work_1273,Sanitation,07-02-2023,1405713,Sanctioned
1274,Delhi,District_4,Constituency_189,MP_Name_189,Work_1274,Electricity,11-08-2022,806702,Sanctioned
1275,Tamil Nadu,District_5,Constituency_190,MP_Name_190,Work_1275,Sanitation,30-03-2023,1298463,Sanctioned
1276,Karnataka,District_6,Constituency_191,MP_Name_191,Work_1276,Health,17-06-2022,1607719,Sanctioned
1277,Uttar Pradesh,District_7,Constituency_192,MP_Name_192,Work_1277,Drinking Water,24-04-2021,1586883,Sanctioned
1278,Delhi,District_8,Constituency_193,MP_Name_193,Work_1278,Health,29-04-2022,668564,Sanctioned
1279,Maharashtra,District_9,Constituency_194,MP_Name_194,Work_1279,Sanitation,14-01-2021,1595968,Sanctioned
1280,Uttar Pradesh,District_0,Constituency_195,MP_Name_195,Work_1280,Sanitation,11-02-2023,1817769,Sanctioned
1281,Gujarat,District_1,Constituency_196,MP_Name_196,Work_1281,Drinking Water,16-09-2021,886842,Sanctioned
1282,Tamil Nadu,District_2,Constituency_197,MP_Name_197,Work_1282,Drinking Water,29-08-2023,1225068,Sanctioned
1283,Karnataka,District_3,Constituency_198,MP_Name_198,Work_1283,Roads,13-07-2021,978577,Sanctioned
1284,Delhi,District_4,Constituency_199,MP_Name_199,Work_1284,Health,12-01-2022,440278,Sanctioned
1285,Uttar Pradesh,District_5,Constituency_200,MP_Name_200,Work_1285,Electricity,31-07-2021,457632,Sanctioned
1286,Tamil Nadu,District_6,Constituency_201,MP_Name_201,Work_1286,Sanitation,27-06-2021,744612,Sanctioned
1287,Gujarat,District_7,Constituency_202,MP_Name_202,Work_1287,Drinking Water,24-12-2022,1606059,Sanctioned
1288,Gujarat,District_8,Constituency_203,MP_Name_203,Work_1288,Health,15-01-2021,442621,Sanctioned
1289,Tamil Nadu,District_9,Constituency_204,MP_Name_204,Work_1289,Health,26-04-2022,820106,Sanctioned
1290,Gujarat,District_0,Constituency_205,MP_Name_205,Work_1290,Health,31-12-2021,1874106,Sanctioned
1291,Tamil Nadu,District_1,Constituency_206,MP_Name_206,Work_1291,Health,13-07-2022,801347,Sanctioned
1292,Tamil Nadu,District_2,Constituency_207,MP_Name_207,Work_1292,Health,14-02-2023,516364,Sanctioned
1293,Gujarat,District_3,Constituency_208,MP_Name_208,Work_1293,Education,12-06-2022,590926,Sanctioned
1294,Maharashtra,District_4,Constituency_209,MP_Name_209,Work_1294,Education,25-06-2021,1849403,Sanctioned
1295,Uttar Pradesh,District_5,Constituency_210,MP_Name_210,Work_1295,Drinking Water,29-05-2023,652973,Sanctioned
1296,Karnataka,District_6,Constituency_211,MP_Name_211,Work_1296,Education,18-09-2023,921520,Sanctioned
1297,Delhi,District_7,Constituency_212,MP_Name_212,Work_1297,Electricity,19-03-2022,1547142,Sanctioned
1298,Uttar Pradesh,District_8,Constituency_213,MP_Name_213,Work_1298,Education,27-05-2023,755279,Sanctioned
1299,Maharashtra,District_9,Constituency_214,MP_Name_214,Work_1299,Education,11-05-2023,1464719,Sanctioned
1300,Maharashtra,District_0,Constituency_215,MP_Name_215,Work_1300,Drinking Water,31-01-2021,589902,Sanctioned
1301,Karnataka,District_1,Constituency_216,MP_Name_216,Work_1301,Drinking Water,23-10-2021,952912,Sanctioned
1302,Uttar Pradesh,District_2,Constituency_217,MP_Name_217,Work_1302,Drinking Water,28-09-2022,1724770,Sanctioned
1303,Delhi,District_3,Constituency_218,MP_Name_218,Work_1303,Sanitation,04-10-2023,672307,Sanctioned
1304,Delhi,District_4,Constituency_219,MP_Name_219,Work_1304,Sanitation,28-03-2022,550027,Sanctioned
1305,Gujarat,District_5,Constituency_220,MP_Name_220,Work_1305,Sanitation,12-03-2022,763711,Sanctioned
1306,Tamil Nadu,District_6,Constituency_221,MP_Name_221,Work_1306,Sanitation,20-11-2021,1040818,Sanctioned
1307,Karnataka,District_7,Constituency_222,MP_Name_222,Work_1307,Health,07-02-2022,1264629,Sanctioned
1308,Delhi,District_8,Constituency_223,MP_Name_223,Work_1308,Electricity,05-06-2023,744372,Sanctioned
1309,Maharashtra,District_9,Constituency_224,MP_Name_224,Work_1309,Sanitation,14-06-2022,1095195,Sanctioned
1310,Karnataka,District_0,Constituency_225,MP_Name_225,Work_1310,Electricity,02-04-2022,1486892,Sanctioned
1311,Karnataka,District_1,Constituency_226,MP_Name_226,Work_1311,Education,08-12-2023,1011314,Sanctioned
1312,Karnataka,District_2,Constituency_227,MP_Name_227,Work_1312,Roads,17-12-2022,951245,Sanctioned
1313,Karnataka,District_3,Constituency_228,MP_Name_228,Work_1313,Drinking Water,14-08-2023,1724965,Sanctioned
1314,Karnataka,District_4,Constituency_229,MP_Name_229,Work_1314,Drinking Water,06-07-2021,816588,Sanctioned
1315,Tamil Nadu,District_5,Constituency_230,MP_Name_230,Work_1315,Sanitation,21-04-2022,1284436,Sanctioned
1316,Gujarat,District_6,Constituency_231,MP_Name_231,Work_1316,Roads,10-12-2021,423694,Sanctioned
1317,Tamil Nadu,District_7,Constituency_232,MP_Name_232,Work_1317,Roads,18-08-2021,968598,Sanctioned
1318,Delhi,District_8,Constituency_233,MP_Name_233,Work_1318,Health,28-02-2023,423000,Sanctioned
1319,Tamil Nadu,District_9,Constituency_234,MP_Name_234,Work_1319,Health,27-01-2021,1230581,Sanctioned
1320,Tamil Nadu,District_0,Constituency_235,MP_Name_235,Work_1320,Health,02-04-2023,1090121,Sanctioned
1321,Tamil Nadu,District_1,Constituency_236,MP_Name_236,Work_1321,Education,19-06-2021,1069704,Sanctioned
1322,Gujarat,District_2,Constituency_237,MP_Name_237,Work_1322,Health,13-06-2021,1325088,Sanctioned
1323,Tamil Nadu,District_3,Constituency_238,MP_Name_238,Work_1323,Electricity,13-03-2021,738553,Sanctioned
1324,Maharashtra,District_4,Constituency_239,MP_Name_239,Work_1324,Electricity,24-08-2021,1754256,Sanctioned
1325,Maharashtra,District_5,Constituency_240,MP_Name_240,Work_1325,Health,16-03-2022,1558620,Sanctioned
1326,Delhi,District_6,Constituency_241,MP_Name_241,Work_1326,Health,10-02-2023,524357,Sanctioned
1327,Tamil Nadu,District_7,Constituency_242,MP_Name_242,Work_1327,Education,07-12-2022,525505,Sanctioned
1328,Maharashtra,District_8,Constituency_243,MP_Name_243,Work_1328,Drinking Water,08-02-2023,937232,Sanctioned
1329,Tamil Nadu,District_9,Constituency_244,MP_Name_244,Work_1329,Health,06-07-2022,1031145,Sanctioned
1330,Gujarat,District_0,Constituency_245,MP_Name_245,Work_1330,Roads,21-08-2021,1157552,Sanctioned
1331,Karnataka,District_1,Constituency_246,MP_Name_246,Work_1331,Roads,09-01-2022,1744457,Sanctioned
1332,Delhi,District_2,Constituency_247,MP_Name_247,Work_1332,Drinking Water,25-06-2021,1591881,Sanctioned
1333,Karnataka,District_3,Constituency_248,MP_Name_248,Work_1333,Drinking Water,02-11-2022,533993,Sanctioned
1334,Gujarat,District_4,Constituency_249,MP_Name_249,Work_1334,Health,12-08-2023,1525277,Sanctioned
1335,Tamil Nadu,District_5,Constituency_250,MP_Name_250,Work_1335,Education,22-04-2021,586390,Sanctioned
1336,Delhi,District_6,Constituency_251,MP_Name_251,Work_1336,Drinking Water,13-08-2021,1156294,Sanctioned
1337,Tamil Nadu,District_7,Constituency_252,MP_Name_252,Work_1337,Health,08-08-2021,849994,Sanctioned
1338,Uttar Pradesh,District_8,Constituency_253,MP_Name_253,Work_1338,Health,25-03-2022,960405,Sanctioned
1339,Delhi,District_9,Constituency_254,MP_Name_254,Work_1339,Education,12-12-2023,1382268,Sanctioned
1340,Delhi,District_0,Constituency_255,MP_Name_255,Work_1340,Health,13-01-2022,1065792,Sanctioned
1341,Maharashtra,District_1,Constituency_256,MP_Name_256,Work_1341,Drinking Water,22-09-2022,583858,Sanctioned
1342,Karnataka,District_2,Constituency_257,MP_Name_257,Work_1342,Education,11-09-2023,1038668,Sanctioned
1343,Tamil Nadu,District_3,Constituency_258,MP_Name_258,Work_1343,Roads,08-06-2022,582856,Sanctioned
1344,Maharashtra,District_4,Constituency_259,MP_Name_259,Work_1344,Electricity,22-09-2023,891523,Sanctioned
1345,Uttar Pradesh,District_5,Constituency_260,MP_Name_260,Work_1345,Drinking Water,15-10-2022,1743480,Sanctioned
1346,Gujarat,District_6,Constituency_261,MP_Name_261,Work_1346,Education,20-11-2022,1452292,Sanctioned
1347,Maharashtra,District_7,Constituency_262,MP_Name_262,Work_1347,Health,23-03-2021,1472775,Sanctioned
1348,Maharashtra,District_8,Constituency_263,MP_Name_263,Work_1348,Electricity,14-12-2021,1828051,Sanctioned
1349,Karnataka,District_9,Constituency_264,MP_Name_264,Work_1349,Education,02-08-2021,842576,Sanctioned
1350,Gujarat,District_0,Constituency_265,MP_Name_265,Work_1350,Roads,13-02-2023,981347,Sanctioned
1351,Tamil Nadu,District_1,Constituency_266,MP_Name_266,Work_1351,Sanitation,14-08-2021,462336,Sanctioned
1352,Uttar Pradesh,District_2,Constituency_267,MP_Name_267,Work_1352,Health,29-05-2023,893135,Sanctioned
1353,Delhi,District_3,Constituency_268,MP_Name_268,Work_1353,Roads,08-08-2021,1524073,Sanctioned
1354,Maharashtra,District_4,Constituency_269,MP_Name_269,Work_1354,Drinking Water,25-06-2021,1066986,Sanctioned
1355,Maharashtra,District_5,Constituency_270,MP_Name_270,Work_1355,Roads,22-01-2021,1491578,Sanctioned
1356,Tamil Nadu,District_6,Constituency_271,MP_Name_271,Work_1356,Roads,06-07-2021,461151,Sanctioned
1357,Uttar Pradesh,District_7,Constituency_272,MP_Name_272,Work_1357,Education,05-08-2023,1705408,Sanctioned
1358,Uttar Pradesh,District_8,Constituency_273,MP_Name_273,Work_1358,Electricity,16-05-2022,1718038,Sanctioned
1359,Gujarat,District_9,Constituency_274,MP_Name_274,Work_1359,Drinking Water,29-12-2023,1567491,Sanctioned
1360,Uttar Pradesh,District_0,Constituency_275,MP_Name_275,Work_1360,Sanitation,19-12-2023,962297,Sanctioned
1361,Tamil Nadu,District_1,Constituency_276,MP_Name_276,Work_1361,Roads,11-09-2022,480465,Sanctioned
1362,Gujarat,District_2,Constituency_277,MP_Name_277,Work_1362,Roads,04-08-2022,1322041,Sanctioned
1363,Delhi,District_3,Constituency_278,MP_Name_278,Work_1363,Education,13-12-2022,661110,Sanctioned
1364,Maharashtra,District_4,Constituency_279,MP_Name_279,Work_1364,Roads,08-10-2023,450208,Sanctioned
1365,Tamil Nadu,District_5,Constituency_280,MP_Name_280,Work_1365,Electricity,15-08-2022,1772802,Sanctioned
1366,Uttar Pradesh,District_6,Constituency_281,MP_Name_281,Work_1366,Education,01-10-2023,931567,Sanctioned
1367,Karnataka,District_7,Constituency_282,MP_Name_282,Work_1367,Sanitation,19-08-2021,1041261,Sanctioned
1368,Tamil Nadu,District_8,Constituency_283,MP_Name_283,Work_1368,Drinking Water,06-06-2021,1736451,Sanctioned
1369,Delhi,District_9,Constituency_284,MP_Name_284,Work_1369,Sanitation,20-10-2021,1386597,Sanctioned
1370,Delhi,District_0,Constituency_285,MP_Name_285,Work_1370,Health,01-10-2022,1818639,Sanctioned
