state,constituency,mp_name,work_title,completion_date,work_status,house,source_file,election_type
Rajasthan,Constituency_517,MP_Name_517,RJ/569/2022-2023/3870 - Construction of Drinking Water facility,2022-09-29,Completed,Lok Sabha,Works Completed_2024.csv,
Bihar,Constituency_155,MP_Name_155,BR/207/2022-2023/1858 - Construction of Sanitation facility,2023-11-01,Completed,Lok Sabha,Works Completed_2024.csv,
West Bengal,Constituency_249,MP_Name_249,WB/512/2021-2022/2417 - Construction of Roads facility,2023-06-16,Completed,Lok Sabha,Works Completed_2024.csv,
West Bengal,Constituency_490,MP_Name_490,WB/264/2022-2023/3720 - Construction of Health facility,2024-10-19,Completed,Lok Sabha,Works Completed_2024.csv,
Rajasthan,Constituency_376,MP_Name_376,RJ/193/2023-2024/3092 - Construction of Health facility,2021-07-17,Completed,Lok Sabha,Works Completed_2024.csv,
West Bengal,Constituency_364,MP_Name_364,WB/660/2021-2022/3023 - Construction of Education facility,2024-11-18,Completed,Lok Sabha,Works Completed_2024.csv,
Tamil Nadu,Constituency_29,MP_Name_29,TN/955/2021-2022/1152 - Construction of Drinking Water facility,2022-08-26,Completed,Lok Sabha,Works Completed_2024.csv,
Delhi,Constituency_31,MP_Name_31,DL/408/2021-2022/1169 - Construction of Sanitation facility,2022-08-04,Completed,Lok Sabha,Works Completed_2024.csv,
Rajasthan,Constituency_498,MP_Name_498,RJ/928/2023-2024/3768 - Construction of Education facility,2022-10-06,Completed,Lok Sabha,Works Completed_2024.csv,
Delhi,Constituency_139,MP_Name_139,DL/923/2022-2023/1761 - Construction of Roads facility,2023-06-17,Completed,Lok Sabha,Works Completed_2024.csv,
Karnataka,Constituency_81,MP_Name_81,KA/197/2023-2024/1448 - Construction of Roads facility,2021-06-01,Completed,Lok Sabha,Works Completed_2024.csv,
Tamil Nadu,Constituency_539,MP_Name_539,TN/879/2021-2022/4005 - Construction of Sanitation facility,2023-06-24,Completed,Lok Sabha,Works Completed_2024.csv,
Delhi,Constituency_67,MP_Name_67,DL/652/2023-2024/1372 - Construction of Sanitation facility,2024-04-24,Completed,Lok Sabha,Works Completed_2024.csv,
Tamil Nadu,Constituency_43,MP_Name_43,TN/915/2021-2022/1237 - Construction of Health facility,2023-09-22,Completed,Lok Sabha,Works Completed_2024.csv,
Karnataka,Constituency_280,MP_Name_280,KA/572/2022-2023/2576 - Construction of Health facility,2023-09-11,Completed,Lok Sabha,Works Completed_2024.csv,
Karnataka,Constituency_538,MP_Name_538,KA/384/2023-2024/3995 - Construction of Education facility,2022-12-13,Completed,Lok Sabha,Works Completed_2024.csv,
West Bengal,Constituency_150,MP_Name_150,WB/230/2022-2023/1831 - Construction of Health facility,2023-06-04,Completed,Lok Sabha,Works Completed_2024.csv,
Gujarat,Constituency_154,MP_Name_154,GJ/512/2022-2023/1852 - Construction of Health facility,2022-05-25,Completed,Lok Sabha,Works Completed_2024.csv,
Karnataka,Constituency_408,MP_Name_408,KA/145/2021-2022/3284 - Construction of Sanitation facility,2024-08-15,Completed,Lok Sabha,Works Completed_2024.csv,
Bihar,Constituency_352,MP_Name_352,BR/714/2023-2024/2966 - Construction of Electricity facility,2021-06-02,Completed,Lok Sabha,Works Completed_2024.csv,
Karnataka,Constituency_201,MP_Name_201,KA/441/2023-2024/2139 - Construction of Education facility,2022-11-02,Completed,Lok Sabha,Works Completed_2024.csv,
Uttar Pradesh,Constituency_52,MP_Name_52,UP/646/2022-2023/1287 - Construction of Roads facility,2023-10-17,Completed,Lok Sabha,Works Completed_2024.csv,
Maharashtra,Constituency_543,MP_Name_543,MH/227/2023-2024/4032 - Construction of Health facility,2023-03-17,Completed,Lok Sabha,Works Completed_2024.csv,
Gujarat,Constituency_154,MP_Name_154,GJ/375/2022-2023/1849 - Construction of Roads facility,2024-03-06,Completed,Lok Sabha,Works Completed_2024.csv,
Delhi,Constituency_156,MP_Name_156,DL/239/2023-2024/1867 - Construction of Electricity facility,2023-08-01,Completed,Lok Sabha,Works Completed_2024.csv,
Uttar Pradesh,Constituency_444,MP_Name_444,UP/518/2022-2023/3473 - Construction of Drinking Water facility,2021-04-02,Completed,Lok Sabha,Works Completed_2024.csv,
Madhya Pradesh,Constituency_245,MP_Name_245,MP/825/2021-2022/2404 - Construction of Electricity facility,2022-10-27,Completed,Lok Sabha,Works Completed_2024.csv,
Delhi,Constituency_289,MP_Name_289,DL/364/2022-2023/2636 - Construction of Electricity facility,2021-09-23,Completed,Lok Sabha,Works Completed_2024.csv,
Rajasthan,Constituency_104,MP_Name_104,RJ/810/2023-2024/1579 - Construction of Education facility,2021-04-12,Completed,Lok Sabha,Works Completed_2024.csv,
Delhi,Constituency_421,MP_Name_421,DL/323/2021-2022/3342 - Construction of Drinking Water facility,2024-05-28,Completed,Lok Sabha,Works Completed_2024.csv,
Tamil Nadu,Constituency_539,MP_Name_539,TN/732/2022-2023/4002 - Construction of Electricity facility,2023-12-06,Completed,Lok Sabha,Works Completed_2024.csv,
Tamil Nadu,Constituency_406,MP_Name_406,TN/882/2022-2023/3272 - Construction of Electricity facility,2023-03-22,Completed,Lok Sabha,Works Completed_2024.csv,
West Bengal,Constituency_386,MP_Name_386,WB/684/2021-2022/3155 - Construction of Sanitation facility,2023-02-17,Completed,Lok Sabha,Works Completed_2024.csv,
Karnataka,Constituency_465,MP_Name_465,KA/363/2021-2022/3584 - Construction of Education facility,2024-06-15,Completed,Lok Sabha,Works Completed_2024.csv,
West Bengal,Constituency_508,MP_Name_508,WB/580/2021-2022/3825 - Construction of Sanitation facility,2022-06-26,Completed,Lok Sabha,Works Completed_2024.csv,
West Bengal,Constituency_146,MP_Name_146,WB/488/2022-2023/1807 - Construction of Education facility,2023-06-12,Completed,Lok Sabha,Works Completed_2024.csv,
Bihar,Constituency_98,MP_Name_98,BR/986/2023-2024/1543 - Construction of Roads facility,2023-11-20,Completed,Lok Sabha,Works Completed_2024.csv,
Bihar,Constituency_286,MP_Name_286,BR/113/2021-2022/2614 - Construction of Education facility,2023-12-14,Completed,Lok Sabha,Works Completed_2024.csv,
Tamil Nadu,Constituency_186,MP_Name_186,TN/761/2021-2022/2051 - Construction of Roads facility,2021-12-16,Completed,Lok Sabha,Works Completed_2024.csv,
Bihar,Constituency_475,MP_Name_475,BR/852/2023-2024/3640 - Construction of Roads facility,2021-01-06,Completed,Lok Sabha,Works Completed_2024.csv,
Tamil Nadu,Constituency_354,MP_Name_354,TN/855/2021-2022/2974 - Construction of Drinking Water facility,2021-03-04,Completed,Lok Sabha,Works Completed_2024.csv,
West Bengal,Constituency_282,MP_Name_282,WB/995/2021-2022/2586 - Construction of Drinking Water facility,2021-12-06,Completed,Lok Sabha,Works Completed_2024.csv,
Madhya Pradesh,Constituency_527,MP_Name_527,MP/645/2022-2023/3933 - Construction of Education facility,2024-06-06,Completed,Lok Sabha,Works Completed_2024.csv,
Tamil Nadu,Constituency_213,MP_Name_213,TN/751/2021-2022/2222 - Construction of Sanitation facility,2021-06-26,Completed,Lok Sabha,Works Completed_2024.csv,
Delhi,Constituency_433,MP_Name_433,DL/880/2021-2022/3410 - Construction of Education facility,2024-12-31,Completed,Lok Sabha,Works Completed_2024.csv,
Maharashtra,Constituency_460,MP_Name_460,MH/582/2023-2024/3551 - Construction of Roads facility,2021-10-28,Completed,Lok Sabha,Works Completed_2024.csv,
Tamil Nadu,Constituency_506,MP_Name_506,TN/118/2021-2022/3815 - Construction of Electricity facility,2022-07-13,Completed,Lok Sabha,Works Completed_2024.csv,
Rajasthan,Constituency_314,MP_Name_314,RJ/321/2023-2024/2766 - Construction of Roads facility,2023-03-16,Completed,Lok Sabha,Works Completed_2024.csv,
Delhi,Constituency_67,MP_Name_67,DL/449/2022-2023/1371 - Construction of Roads facility,2021-03-13,Completed,Lok Sabha,Works Completed_2024.csv,
Karnataka,Constituency_422,MP_Name_422,KA/142/2021-2022/3348 - Construction of Roads facility,2024-08-04,Completed,Lok Sabha,Works Completed_2024.csv,
Madhya Pradesh,Constituency_13,MP_Name_13,MP/273/2022-2023/1067 - Construction of Education facility,2022-08-23,Completed,Lok Sabha,Works Completed_2024.csv,
Madhya Pradesh,Constituency_177,MP_Name_177,MP/609/2023-2024/1992 - Construction of Drinking Water facility,2023-04-21,Completed,Lok Sabha,Works Completed_2024.csv,
Karnataka,Constituency_5,MP_Name_5,KA/833/2022-2023/1028 - Construction of Roads facility,2022-02-02,Completed,Lok Sabha,Works Completed_2024.csv,
Tamil Nadu,Constituency_38,MP_Name_38,TN/320/2022-2023/1203 - Construction of Drinking Water facility,2022-04-05,Completed,Lok Sabha,Works Completed_2024.csv,
Bihar,Constituency_41,MP_Name_41,BR/238/2021-2022/1222 - Construction of Education facility,2023-02-03,Completed,Lok Sabha,Works Completed_2024.csv,
Tamil Nadu,Constituency_506,MP_Name_506,TN/239/2021-2022/3809 - Construction of Roads facility,2021-11-23,Completed,Lok Sabha,Works Completed_2024.csv,
Maharashtra,Constituency_8,MP_Name_8,MH/429/2021-2022/1041 - Construction of Health facility,2022-04-10,Completed,Lok Sabha,Works Completed_2024.csv,
Maharashtra,Constituency_40,MP_Name_40,MH/720/2022-2023/1214 - Construction of Drinking Water facility,2024-09-17,Completed,Lok Sabha,Works Completed_2024.csv,
Madhya Pradesh,Constituency_7,MP_Name_7,MP/736/2023-2024/1037 - Construction of Electricity facility,2023-03-21,Completed,Lok Sabha,Works Completed_2024.csv,
Bihar,Constituency_207,MP_Name_207,BR/622/2023-2024/2181 - Construction of Health facility,2023-12-25,Completed,Lok Sabha,Works Completed_2024.csv,
West Bengal,Constituency_282,MP_Name_282,WB/470/2023-2024/2591 - Construction of Drinking Water facility,2024-09-07,Completed,Lok Sabha,Works Completed_2024.csv,
Bihar,Constituency_155,MP_Name_155,BR/793/2023-2024/1859 - Construction of Health facility,2021-02-11,Completed,Lok Sabha,Works Completed_2024.csv,
Gujarat,Constituency_271,MP_Name_271,GJ/386/2022-2023/2531 - Construction of Sanitation facility,2024-05-30,Completed,Lok Sabha,Works Completed_2024.csv,
Maharashtra,Constituency_203,MP_Name_203,MH/715/2022-2023/2152 - Construction of Drinking Water facility,2022-06-07,Completed,Lok Sabha,Works Completed_2024.csv,
Gujarat,Constituency_86,MP_Name_86,GJ/635/2021-2022/1475 - Construction of Health facility,2021-05-26,Completed,Lok Sabha,Works Completed_2024.csv,
Rajasthan,Constituency_532,MP_Name_532,RJ/741/2022-2023/3963 - Construction of Education facility,2022-06-27,Completed,Lok Sabha,Works Completed_2024.csv,
Delhi,Constituency_156,MP_Name_156,DL/448/2022-2023/1866 - Construction of Health facility,2021-07-28,Completed,Lok Sabha,Works Completed_2024.csv,
Delhi,Constituency_289,MP_Name_289,DL/795/2023-2024/2630 - Construction of Sanitation facility,2021-07-02,Completed,Lok Sabha,Works Completed_2024.csv,
Delhi,Constituency_433,MP_Name_433,DL/995/2023-2024/3412 - Construction of Health facility,2021-07-23,Completed,Lok Sabha,Works Completed_2024.csv,
Rajasthan,Constituency_505,MP_Name_505,RJ/972/2023-2024/3805 - Construction of Health facility,2021-04-16,Completed,Lok Sabha,Works Completed_2024.csv,
Karnataka,Constituency_95,MP_Name_95,KA/809/2023-2024/1526 - Construction of Drinking Water facility,2022-05-24,Completed,Lok Sabha,Works Completed_2024.csv,
Maharashtra,Constituency_203,MP_Name_203,MH/934/2022-2023/2156 - Construction of Sanitation facility,2024-06-02,Completed,Lok Sabha,Works Completed_2024.csv,
Bihar,Constituency_356,MP_Name_356,BR/782/2022-2023/2985 - Construction of Health facility,2021-05-16,Completed,Lok Sabha,Works Completed_2024.csv,
Tamil Nadu,Constituency_443,MP_Name_443,TN/669/2022-2023/3467 - Construction of Roads facility,2021-04-21,Completed,Lok Sabha,Works Completed_2024.csv,
Uttar Pradesh,Constituency_435,MP_Name_435,UP/886/2023-2024/3422 - Construction of Education facility,2023-04-29,Completed,Lok Sabha,Works Completed_2024.csv,
Bihar,Constituency_152,MP_Name_152,BR/764/2021-2022/1844 - Construction of Electricity facility,2021-08-14,Completed,Lok Sabha,Works Completed_2024.csv,
Maharashtra,Constituency_482,MP_Name_482,MH/924/2022-2023/3677 - Construction of Roads facility,2022-05-31,Completed,Lok Sabha,Works Completed_2024.csv,
Gujarat,Constituency_536,MP_Name_536,GJ/116/2022-2023/3983 - Construction of Education facility,2022-03-08,Completed,Lok Sabha,Works Completed_2024.csv,
Tamil Nadu,Constituency_56,MP_Name_56,TN/267/2022-2023/1313 - Construction of Roads facility,2022-08-13,Completed,Lok Sabha,Works Completed_2024.csv,
Karnataka,Constituency_311,MP_Name_311,KA/420/2023-2024/2747 - Construction of Drinking Water facility,2022-06-26,Completed,Lok Sabha,Works Completed_2024.csv,
Gujarat,Constituency_416,MP_Name_416,GJ/361/2021-2022/3314 - Construction of Health facility,2023-10-15,Completed,Lok Sabha,Works Completed_2024.csv,
Gujarat,Constituency_476,MP_Name_476,GJ/151/2022-2023/3644 - Construction of Health facility,2024-12-03,Completed,Lok Sabha,Works Completed_2024.csv,
Uttar Pradesh,Constituency_147,MP_Name_147,UP/760/2021-2022/1815 - Construction of Health facility,2021-09-16,Completed,Lok Sabha,Works Completed_2024.csv,
Maharashtra,Constituency_407,MP_Name_407,MH/863/2021-2022/3276 - Construction of Drinking Water facility,2024-11-05,Completed,Lok Sabha,Works Completed_2024.csv,
Madhya Pradesh,Constituency_316,MP_Name_316,MP/205/2022-2023/2774 - Construction of Health facility,2023-03-17,Completed,Lok Sabha,Works Completed_2024.csv,
Karnataka,Constituency_42,MP_Name_42,KA/449/2022-2023/1225 - Construction of Roads facility,2023-08-20,Completed,Lok Sabha,Works Completed_2024.csv,
Delhi,Constituency_166,MP_Name_166,DL/554/2021-2022/1929 - Construction of Health facility,2024-05-16,Completed,Lok Sabha,Works Completed_2024.csv,
Rajasthan,Constituency_505,MP_Name_505,RJ/317/2022-2023/3804 - Construction of Health facility,2024-11-20,Completed,Lok Sabha,Works Completed_2024.csv,
Rajasthan,Constituency_149,MP_Name_149,RJ/253/2023-2024/1821 - Construction of Electricity facility,2023-05-17,Completed,Lok Sabha,Works Completed_2024.csv,
Karnataka,Constituency_19,MP_Name_19,KA/993/2021-2022/1102 - Construction of Electricity facility,2022-08-27,Completed,Lok Sabha,Works Completed_2024.csv,
Tamil Nadu,Constituency_354,MP_Name_354,TN/438/2021-2022/2979 - Construction of Sanitation facility,2024-08-05,Completed,Lok Sabha,Works Completed_2024.csv,
Madhya Pradesh,Constituency_272,MP_Name_272,MP/220/2023-2024/2540 - Construction of Education facility,2024-02-19,Completed,Lok Sabha,Works Completed_2024.csv,
Karnataka,Constituency_463,MP_Name_463,KA/740/2022-2023/3572 - Construction of Education facility,2024-12-09,Completed,Lok Sabha,Works Completed_2024.csv,
Karnataka,Constituency_408,MP_Name_408,KA/404/2023-2024/3281 - Construction of Education facility,2022-03-01,Completed,Lok Sabha,Works Completed_2024.csv,
Uttar Pradesh,Constituency_193,MP_Name_193,UP/353/2021-2022/2093 - Construction of Roads facility,2021-05-21,Completed,Lok Sabha,Works Completed_2024.csv,
Delhi,Constituency_477,MP_Name_477,DL/381/2022-2023/3654 - Construction of Electricity facility,2022-08-13,Completed,Lok Sabha,Works Completed_2024.csv,
Tamil Nadu,Constituency_263,MP_Name_263,TN/700/2023-2024/2489 - Construction of Roads facility,2022-09-10,Completed,Lok Sabha,Works Completed_2024.csv,
Uttar Pradesh,Constituency_236,MP_Name_236,UP/612/2023-2024/2349 - Construction of Drinking Water facility,2023-08-07,Completed,Lok Sabha,Works Completed_2024.csv,
Karnataka,Constituency_129,MP_Name_129,KA/685/2022-2023/1714 - Construction of Health facility,2024-04-24,Completed,Lok Sabha,Works Completed_2024.csv,
Maharashtra,Constituency_114,MP_Name_114,MH/927/2023-2024/1634 - Construction of Electricity facility,2022-04-03,Completed,Lok Sabha,Works Completed_2024.csv,
Karnataka,Constituency_445,MP_Name_445,KA/628/2022-2023/3478 - Construction of Education facility,2021-10-25,Completed,Lok Sabha,Works Completed_2024.csv,
Madhya Pradesh,Constituency_396,MP_Name_396,MP/592/2023-2024/3216 - Construction of Sanitation facility,2024-03-20,Completed,Lok Sabha,Works Completed_2024.csv,
West Bengal,Constituency_508,MP_Name_508,WB/770/2023-2024/3828 - Construction of Drinking Water facility,2022-12-29,Completed,Lok Sabha,Works Completed_2024.csv,
Bihar,Constituency_98,MP_Name_98,BR/618/2022-2023/1544 - Construction of Education facility,2023-02-07,Completed,Lok Sabha,Works Completed_2024.csv,
West Bengal,Constituency_282,MP_Name_282,WB/323/2022-2023/2588 - Construction of Electricity facility,2023-10-30,Completed,Lok Sabha,Works Completed_2024.csv,
Gujarat,Constituency_290,MP_Name_290,GJ/854/2022-2023/2642 - Construction of Roads facility,2022-11-06,Completed,Lok Sabha,Works Completed_2024.csv,
Madhya Pradesh,Constituency_13,MP_Name_13,MP/481/2021-2022/1065 - Construction of Roads facility,2022-07-26,Completed,Lok Sabha,Works Completed_2024.csv,
Tamil Nadu,Constituency_394,MP_Name_394,TN/600/2023-2024/3206 - Construction of Roads facility,2023-09-10,Completed,Lok Sabha,Works Completed_2024.csv,
Bihar,Constituency_491,MP_Name_491,BR/617/2023-2024/3726 - Construction of Sanitation facility,2023-07-24,Completed,Lok Sabha,Works Completed_2024.csv,
Delhi,Constituency_261,MP_Name_261,DL/249/2022-2023/2477 - Construction of Education facility,2023-01-10,Completed,Lok Sabha,Works Completed_2024.csv,
Tamil Nadu,Constituency_77,MP_Name_77,TN/878/2023-2024/1431 - Construction of Drinking Water facility,2021-08-05,Completed,Lok Sabha,Works Completed_2024.csv,
Rajasthan,Constituency_175,MP_Name_175,RJ/116/2021-2022/1985 - Construction of Drinking Water facility,2023-08-22,Completed,Lok Sabha,Works Completed_2024.csv,
Bihar,Constituency_491,MP_Name_491,BR/661/2023-2024/3729 - Construction of Drinking Water facility,2023-05-08,Completed,Lok Sabha,Works Completed_2024.csv,
Uttar Pradesh,Constituency_426,MP_Name_426,UP/439/2023-2024/3368 - Construction of Sanitation facility,2023-02-19,Completed,Lok Sabha,Works Completed_2024.csv,
Bihar,Constituency_389,MP_Name_389,BR/841/2023-2024/3176 - Construction of Drinking Water facility,2024-08-12,Completed,Lok Sabha,Works Completed_2024.csv,
Gujarat,Constituency_54,MP_Name_54,GJ/852/2021-2022/1296 - Construction of Drinking Water facility,2021-08-19,Completed,Lok Sabha,Works Completed_2024.csv,
Tamil Nadu,Constituency_394,MP_Name_394,TN/945/2022-2023/3205 - Construction of Sanitation facility,2024-10-02,Completed,Lok Sabha,Works Completed_2024.csv,
Rajasthan,Constituency_314,MP_Name_314,RJ/956/2021-2022/2767 - Construction of Sanitation facility,2023-11-14,Completed,Lok Sabha,Works Completed_2024.csv,
Tamil Nadu,Constituency_100,MP_Name_100,TN/587/2022-2023/1557 - Construction of Drinking Water facility,2023-07-26,Completed,Lok Sabha,Works Completed_2024.csv,
Karnataka,Constituency_415,MP_Name_415,KA/228/2021-2022/3312 - Construction of Education facility,2024-05-24,Completed,Lok Sabha,Works Completed_2024.csv,
Bihar,Constituency_475,MP_Name_475,BR/348/2023-2024/3642 - Construction of Sanitation facility,2022-08-08,Completed,Lok Sabha,Works Completed_2024.csv,
Gujarat,Constituency_27,MP_Name_27,GJ/447/2023-2024/1142 - Construction of Roads facility,2022-11-22,Completed,Lok Sabha,Works Completed_2024.csv,
Uttar Pradesh,Constituency_405,MP_Name_405,UP/895/2023-2024/3265 - Construction of Electricity facility,2022-12-12,Completed,Lok Sabha,Works Completed_2024.csv,
Maharashtra,Constituency_203,MP_Name_203,MH/592/2023-2024/2154 - Construction of Drinking Water facility,2021-02-25,Completed,Lok Sabha,Works Completed_2024.csv,
Gujarat,Constituency_387,MP_Name_387,GJ/397/2022-2023/3167 - Construction of Roads facility,2021-07-16,Completed,Lok Sabha,Works Completed_2024.csv,
Madhya Pradesh,Constituency_528,MP_Name_528,MP/974/2022-2023/3940 - Construction of Sanitation facility,2022-11-25,Completed,Lok Sabha,Works Completed_2024.csv,
Maharashtra,Constituency_486,MP_Name_486,MH/241/2023-2024/3700 - Construction of Drinking Water facility,2023-03-08,Completed,Lok Sabha,Works Completed_2024.csv,
Karnataka,Constituency_378,MP_Name_378,KA/870/2022-2023/3102 - Construction of Electricity facility,2024-11-02,Completed,Lok Sabha,Works Completed_2024.csv,
Maharashtra,Constituency_515,MP_Name_515,MH/648/2023-2024/3858 - Construction of Roads facility,2021-10-25,Completed,Lok Sabha,Works Completed_2024.csv,
Madhya Pradesh,Constituency_318,MP_Name_318,MP/302/2021-2022/2787 - Construction of Education facility,2022-12-03,Completed,Lok Sabha,Works Completed_2024.csv,
Delhi,Constituency_62,MP_Name_62,DL/236/2021-2022/1344 - Construction of Health facility,2024-01-14,Completed,Lok Sabha,Works Completed_2024.csv,
Uttar Pradesh,Constituency_323,MP_Name_323,UP/130/2021-2022/2814 - Construction of Drinking Water facility,2021-07-31,Completed,Lok Sabha,Works Completed_2024.csv,
West Bengal,Constituency_490,MP_Name_490,WB/932/2021-2022/3722 - Construction of Drinking Water facility,2021-03-02,Completed,Lok Sabha,Works Completed_2024.csv,
Madhya Pradesh,Constituency_1,MP_Name_1,MP/875/2022-2023/1003 - Construction of Sanitation facility,2021-03-04,Completed,Lok Sabha,Works Completed_2024.csv,
Tamil Nadu,Constituency_385,MP_Name_385,TN/985/2023-2024/3153 - Construction of Education facility,2022-06-25,Completed,Lok Sabha,Works Completed_2024.csv,
Karnataka,Constituency_484,MP_Name_484,KA/381/2023-2024/3687 - Construction of Sanitation facility,2024-09-17,Completed,Lok Sabha,Works Completed_2024.csv,
Delhi,Constituency_233,MP_Name_233,DL/353/2023-2024/2331 - Construction of Health facility,2023-10-31,Completed,Lok Sabha,Works Completed_2024.csv,
Tamil Nadu,Constituency_257,MP_Name_257,TN/776/2023-2024/2462 - Construction of Drinking Water facility,2022-06-21,Completed,Lok Sabha,Works Completed_2024.csv,
West Bengal,Constituency_122,MP_Name_122,WB/228/2022-2023/1676 - Construction of Roads facility,2023-09-24,Completed,Lok Sabha,Works Completed_2024.csv,
Madhya Pradesh,Constituency_88,MP_Name_88,MP/822/2021-2022/1488 - Construction of Sanitation facility,2022-04-03,Completed,Lok Sabha,Works Completed_2024.csv,
West Bengal,Constituency_370,MP_Name_370,WB/618/2022-2023/3054 - Construction of Education facility,2024-09-06,Completed,Lok Sabha,Works Completed_2024.csv,
Karnataka,Constituency_81,MP_Name_81,KA/177/2021-2022/1451 - Construction of Drinking Water facility,2023-08-27,Completed,Lok Sabha,Works Completed_2024.csv,
Delhi,Constituency_116,MP_Name_116,DL/976/2023-2024/1647 - Construction of Drinking Water facility,2023-08-15,Completed,Lok Sabha,Works Completed_2024.csv,
West Bengal,Constituency_283,MP_Name_283,WB/146/2021-2022/2592 - Construction of Education facility,2022-05-23,Completed,Lok Sabha,Works Completed_2024.csv,
West Bengal,Constituency_282,MP_Name_282,WB/516/2022-2023/2589 - Construction of Health facility,2023-06-27,Completed,Lok Sabha,Works Completed_2024.csv,
Madhya Pradesh,Constituency_21,MP_Name_21,MP/465/2023-2024/1112 - Construction of Sanitation facility,2023-05-21,Completed,Lok Sabha,Works Completed_2024.csv,
Karnataka,Constituency_37,MP_Name_37,KA/150/2021-2022/1200 - Construction of Sanitation facility,2022-01-12,Completed,Lok Sabha,Works Completed_2024.csv,
Madhya Pradesh,Constituency_470,MP_Name_470,MP/896/2022-2023/3615 - Construction of Sanitation facility,2022-02-19,Completed,Lok Sabha,Works Completed_2024.csv,
Rajasthan,Constituency_34,MP_Name_34,RJ/988/2023-2024/1182 - Construction of Sanitation facility,2023-07-24,Completed,Lok Sabha,Works Completed_2024.csv,
Rajasthan,Constituency_297,MP_Name_297,RJ/627/2023-2024/2676 - Construction of Sanitation facility,2023-05-14,Completed,Lok Sabha,Works Completed_2024.csv,
Bihar,Constituency_174,MP_Name_174,BR/780/2021-2022/1973 - Construction of Roads facility,2021-12-06,Completed,Lok Sabha,Works Completed_2024.csv,
Tamil Nadu,Constituency_535,MP_Name_535,TN/877/2021-2022/3977 - Construction of Health facility,2023-12-02,Completed,Lok Sabha,Works Completed_2024.csv,
Uttar Pradesh,Constituency_92,MP_Name_92,UP/361/2021-2022/1508 - Construction of Education facility,2024-08-01,Completed,Lok Sabha,Works Completed_2024.csv,
Bihar,Constituency_221,MP_Name_221,BR/912/2021-2022/2267 - Construction of Health facility,2022-05-31,Completed,Lok Sabha,Works Completed_2024.csv,
Delhi,Constituency_423,MP_Name_423,DL/811/2023-2024/3350 - Construction of Drinking Water facility,2023-08-20,Completed,Lok Sabha,Works Completed_2024.csv,
Tamil Nadu,Constituency_197,MP_Name_197,TN/976/2023-2024/2118 - Construction of Roads facility,2024-05-28,Completed,Lok Sabha,Works Completed_2024.csv,
West Bengal,Constituency_520,MP_Name_520,WB/860/2021-2022/3894 - Construction of Health facility,2021-04-13,Completed,Lok Sabha,Works Completed_2024.csv,
Delhi,Constituency_61,MP_Name_61,DL/935/2022-2023/1338 - Construction of Electricity facility,2024-11-20,Completed,Lok Sabha,Works Completed_2024.csv,
Tamil Nadu,Constituency_169,MP_Name_169,TN/776/2021-2022/1951 - Construction of Roads facility,2022-04-04,Completed,Lok Sabha,Works Completed_2024.csv,
West Bengal,Constituency_468,MP_Name_468,WB/568/2023-2024/3604 - Construction of Drinking Water facility,2022-01-25,Completed,Lok Sabha,Works Completed_2024.csv,
Karnataka,Constituency_95,MP_Name_95,KA/121/2021-2022/1524 - Construction of Sanitation facility,2024-11-01,Completed,Lok Sabha,Works Completed_2024.csv,
Delhi,Constituency_62,MP_Name_62,DL/630/2021-2022/1343 - Construction of Health facility,2021-07-25,Completed,Lok Sabha,Works Completed_2024.csv,
Madhya Pradesh,Constituency_359,MP_Name_359,MP/703/2023-2024/3000 - Construction of Sanitation facility,2024-12-12,Completed,Lok Sabha,Works Completed_2024.csv,
Tamil Nadu,Constituency_191,MP_Name_191,TN/734/2023-2024/2077 - Construction of Drinking Water facility,2024-09-27,Completed,Lok Sabha,Works Completed_2024.csv,
Rajasthan,Constituency_532,MP_Name_532,RJ/619/2021-2022/3966 - Construction of Health facility,2024-02-19,Completed,Lok Sabha,Works Completed_2024.csv,
Karnataka,Constituency_262,MP_Name_262,KA/883/2023-2024/2484 - Construction of Health facility,2024-06-26,Completed,Lok Sabha,Works Completed_2024.csv,
Karnataka,Constituency_445,MP_Name_445,KA/794/2023-2024/3475 - Construction of Drinking Water facility,2021-04-27,Completed,Lok Sabha,Works Completed_2024.csv,
Gujarat,Constituency_451,MP_Name_451,GJ/246/2021-2022/3511 - Construction of Health facility,2024-02-20,Completed,Lok Sabha,Works Completed_2024.csv,
Maharashtra,Constituency_198,MP_Name_198,MH/300/2021-2022/2120 - Construction of Drinking Water facility,2021-09-09,Completed,Lok Sabha,Works Completed_2024.csv,
Tamil Nadu,Constituency_151,MP_Name_151,TN/979/2021-2022/1838 - Construction of Roads facility,2023-12-12,Completed,Lok Sabha,Works Completed_2024.csv,
Bihar,Constituency_325,MP_Name_325,BR/553/2022-2023/2828 - Construction of Sanitation facility,2024-03-31,Completed,Lok Sabha,Works Completed_2024.csv,
Delhi,Constituency_118,MP_Name_118,DL/907/2021-2022/1657 - Construction of Roads facility,2023-11-12,Completed,Lok Sabha,Works Completed_2024.csv,
Delhi,Constituency_421,MP_Name_421,DL/660/2021-2022/3343 - Construction of Sanitation facility,2021-11-21,Completed,Lok Sabha,Works Completed_2024.csv,
Tamil Nadu,Constituency_197,MP_Name_197,TN/936/2021-2022/2112 - Construction of Drinking Water facility,2022-09-07,Completed,Lok Sabha,Works Completed_2024.csv,
