project_id,work_title,work_category,state,district,constituency,mp_name,house,recommended_date,sanction_date,sanction_amount,work_status,total_expenditure,transaction_count,primary_vendor,is_completed,completion_date,project_name,delay_days,delay_days_filled,completion_duration_days,utilisation_percentage,expenditure_to_sanction_ratio,log_sanction_amount,log_expenditure,peer_median_sanction,peer_mean_sanction,peer_p90_sanction,peer_median_delay,peer_p90_delay,peer_median_util,peer_project_count,peer_sanction_percentile,peer_dev_ratio,anomaly_pred,anomaly_score,anomaly_flag,risk_level,priority_score,priority_rank,primary_reason,primary_type,anomaly_reasons_json
DL/523/2021-2022/2933,DL/523/2021-2022/2933 - Construction of Sanitation facility,Drinking Water,Delhi,District_C,Constituency_344,MP_Name_344,Lok Sabha,,2024-02-21,410482,Sanctioned,620963.0,2,State PWD,0,,2022/2933 - Construction of Sanitation facility,,,,151.28,1.5128,5.613295175684272,5.793066422955094,1109228.0,1177056.4603174604,1741488.4000000001,,,64.35,63,3.2,0.13673989737895512,-1,-0.0222,True,MEDIUM,44,107,Cumulative expenditure exceeds original sanctioned allocation by 51.3%.,EXCESS_EXPENDITURE,"[{""type"": ""EXCESS_EXPENDITURE"", ""feature"": ""utilisation_percentage"", ""severity"": ""HIGH"", ""message"": ""Cumulative expenditure exceeds original sanctioned allocation by 51.3%."", ""evidence"": ""Disbursed \u20b9620,963 against Sanction \u20b9410,482""}]"
TN/551/2023-2024/2936,TN/551/2023-2024/2936 - Construction of Drinking Water facility,Sanitation,Tamil Nadu,District_D,Constituency_345,MP_Name_345,Lok Sabha,,2024-10-24,407819,Sanctioned,602330.0,2,State PWD,0,,2024/2936 - Construction of Drinking Water facility,,,,147.7,1.477,5.610468520305905,5.779835215457616,1125948.0,1110292.626506024,1685270.5999999999,,,52.21,83,1.2,0.13424105558044325,-1,-0.0257,True,MEDIUM,44,107,Cumulative expenditure exceeds original sanctioned allocation by 47.7%.,EXCESS_EXPENDITURE,"[{""type"": ""EXCESS_EXPENDITURE"", ""feature"": ""utilisation_percentage"", ""severity"": ""HIGH"", ""message"": ""Cumulative expenditure exceeds original sanctioned allocation by 47.7%."", ""evidence"": ""Disbursed \u20b9602,330 against Sanction \u20b9407,819""}]"
RJ/393/2022-2023/2954,RJ/393/2022-2023/2954 - Construction of Education facility,Education,Rajasthan,District_D,Constituency_348,MP_Name_348,Lok Sabha,,2021-04-29,424365,Sanctioned,1069069.0,3,Rural Works Dept,0,,2023/2954 - Construction of Education facility,,,,251.92,2.5192,5.627740581157927,6.02900614264417,1125940.0,1101045.0,1654123.0,,,66.05,51,3.9,0.13890189961301286,-1,-0.0374,True,HIGH,55,63,Cumulative expenditure exceeds original sanctioned allocation by 151.9%.,EXCESS_EXPENDITURE,"[{""type"": ""EXCESS_EXPENDITURE"", ""feature"": ""utilisation_percentage"", ""severity"": ""HIGH"", ""message"": ""Cumulative expenditure exceeds original sanctioned allocation by 151.9%."", ""evidence"": ""Disbursed \u20b91,069,069 against Sanction \u20b9424,365""}]"
BR/243/2022-2023/3096,BR/243/2022-2023/3096 - Construction of Electricity facility,Roads,Bihar,District_D,Constituency_377,MP_Name_377,Lok Sabha,,2023-01-05,1898327,Sanctioned,1045311.0,4,National Infra Corp,1,2023-12-01,2023/3096 - Construction of Electricity facility,,,330.0,55.06,0.5506,6.278371253551212,6.019245936049605,1046131.0,1098460.1886792453,1699620.6,,,59.69,53,100.0,0.44941929215160736,-1,-0.0145,True,MEDIUM,43,122,Sanction amount is higher than 100.0% of comparable Roads projects in Bihar.,HIGH_SANCTION_OUTLIER,"[{""type"": ""HIGH_SANCTION_OUTLIER"", ""feature"": ""sanction_amount"", ""severity"": ""CRITICAL"", ""message"": ""Sanction amount is higher than 100.0% of comparable Roads projects in Bihar."", ""evidence"": ""Project: \u20b91,898,327 | Peer Group Median: \u20b91,046,131""}]"
MP/358/2021-2022/3141,MP/358/2021-2022/3141 - Construction of Roads facility,Electricity,Madhya Pradesh,District_C,Constituency_383,MP_Name_383,Lok Sabha,,2023-01-24,1826931,Sanctioned,100020.0,1,State PWD,1,2022-04-03,2022/3141 - Construction of Roads facility,,,,5.47,0.0547,6.261722382834549,5.000091192266347,1008066.0,1094618.961038961,1732363.0000000002,,,50.24,77,98.7,0.44906363653097375,-1,-0.0237,True,MEDIUM,63,34,Sanction amount is higher than 98.7% of comparable Electricity projects in Madhya Pradesh.,HIGH_SANCTION_OUTLIER,"[{""type"": ""HIGH_SANCTION_OUTLIER"", ""feature"": ""sanction_amount"", ""severity"": ""HIGH"", ""message"": ""Sanction amount is higher than 98.7% of comparable Electricity projects in Madhya Pradesh."", ""evidence"": ""Project: \u20b91,826,931 | Peer Group Median: \u20b91,008,066""}]"
WB/837/2021-2022/3208,WB/837/2021-2022/3208 - Construction of Education facility,Roads,West Bengal,District_C,Constituency_395,MP_Name_395,Lok Sabha,,2023-12-09,417644,Sanctioned,522558.0,2,National Infra Corp,1,2023-01-09,2022/3208 - Construction of Education facility,,,,125.12,1.2512,5.620807286447233,5.718135331965604,1294277.0,1247384.4588235293,1784569.4000000001,,,58.38,85,2.4,0.12145648582581063,-1,-0.028,True,MEDIUM,45,96,Cumulative expenditure exceeds original sanctioned allocation by 25.1%.,EXCESS_EXPENDITURE,"[{""type"": ""EXCESS_EXPENDITURE"", ""feature"": ""utilisation_percentage"", ""severity"": ""HIGH"", ""message"": ""Cumulative expenditure exceeds original sanctioned allocation by 25.1%."", ""evidence"": ""Disbursed \u20b9522,558 against Sanction \u20b9417,644""}]"
TN/600/2023-2024/3231,TN/600/2023-2024/3231 - Construction of Roads facility,Drinking Water,Tamil Nadu,District_B,Constituency_400,MP_Name_400,Lok Sabha,,2024-07-22,431508,Sanctioned,941428.0,3,State PWD,1,2024-04-26,2024/3231 - Construction of Roads facility,,,,218.17,2.1817,5.634989858242597,5.973787572285845,1128665.0,1160620.3294117646,1740200.0000000002,,,53.53,85,3.5,0.14060770008485685,-1,-0.0045,True,LOW,34,151,Cumulative expenditure exceeds original sanctioned allocation by 118.2%.,EXCESS_EXPENDITURE,"[{""type"": ""EXCESS_EXPENDITURE"", ""feature"": ""utilisation_percentage"", ""severity"": ""HIGH"", ""message"": ""Cumulative expenditure exceeds original sanctioned allocation by 118.2%."", ""evidence"": ""Disbursed \u20b9941,428 against Sanction \u20b9431,508""}]"
MH/754/2022-2023/3249,MH/754/2022-2023/3249 - Construction of Electricity facility,Drinking Water,Maharashtra,District_C,Constituency_403,MP_Name_403,Lok Sabha,,2021-01-24,410711,Sanctioned,488853.0,2,XYZ Builders,1,2024-09-14,2023/3249 - Construction of Electricity facility,,,1329.0,119.03,1.1903,5.613537392061463,5.689179173107448,1135171.0,1137811.1066666667,1748959.2000000002,,,56.57,75,2.7,0.1341150526037666,-1,-0.0208,True,MEDIUM,29,171,Cumulative expenditure exceeds original sanctioned allocation by 19.0%.,EXCESS_EXPENDITURE,"[{""type"": ""EXCESS_EXPENDITURE"", ""feature"": ""utilisation_percentage"", ""severity"": ""HIGH"", ""message"": ""Cumulative expenditure exceeds original sanctioned allocation by 19.0%."", ""evidence"": ""Disbursed \u20b9488,853 against Sanction \u20b9410,711""}]"
MH/440/2021-2022/3319,MH/440/2021-2022/3319 - Construction of Roads facility,Roads,Maharashtra,District_B,Constituency_417,MP_Name_417,Lok Sabha,,2022-07-17,420383,Sanctioned,1330493.0,4,XYZ Builders,1,2024-09-21,2022/3319 - Construction of Roads facility,,,797.0,316.5,3.165,5.623646178231694,6.124012920396038,1223821.0,1173056.111111111,1817929.7,,,49.355000000000004,72,1.4,0.12823779927167037,-1,-0.0985,True,CRITICAL,69,7,Cumulative expenditure exceeds original sanctioned allocation by 216.5%.,EXCESS_EXPENDITURE,"[{""type"": ""EXCESS_EXPENDITURE"", ""feature"": ""utilisation_percentage"", ""severity"": ""HIGH"", ""message"": ""Cumulative expenditure exceeds original sanctioned allocation by 216.5%."", ""evidence"": ""Disbursed \u20b91,330,493 against Sanction \u20b9420,383""}]"
KA/294/2023-2024/3358,KA/294/2023-2024/3358 - Construction of Drinking Water facility,Health,Karnataka,District_B,Constituency_424,MP_Name_424,Lok Sabha,,2021-07-09,411902,Sanctioned,102314.0,1,XYZ Builders,1,2021-03-22,2024/3358 - Construction of Drinking Water facility,,,,24.84,0.2484,5.614794955051103,5.009939308586829,1217935.5,1174330.891304348,1746386.7,,,54.315,92,3.3,0.12652001668183654,-1,-0.0665,True,CRITICAL,53,83,"Statistically unusual combination of expenditure pace, project size, and sanction latency across multiple feature dimensions.",MULTIVARIATE_ISOLATION,"[{""type"": ""MULTIVARIATE_ISOLATION"", ""feature"": ""isolation_forest"", ""severity"": ""LOW"", ""message"": ""Statistically unusual combination of expenditure pace, project size, and sanction latency across multiple feature dimensions."", ""evidence"": ""Isolation Forest Score: -0.0665""}]"
UP/389/2021-2022/3371,UP/389/2021-2022/3371 - Construction of Roads facility,Electricity,Uttar Pradesh,District_B,Constituency_426,MP_Name_426,Lok Sabha,,2021-11-26,425578,Sanctioned,1233553.0,4,XYZ Builders,1,2021-11-24,2022/3371 - Construction of Roads facility,,,,289.85,2.8985,5.628980189754257,6.091158165896043,1034349.5,1085939.6785714286,1610759.0,,,62.375,56,3.6,0.14966398040625126,-1,-0.0667,True,CRITICAL,68,26,Cumulative expenditure exceeds original sanctioned allocation by 189.9%.,EXCESS_EXPENDITURE,"[{""type"": ""EXCESS_EXPENDITURE"", ""feature"": ""utilisation_percentage"", ""severity"": ""HIGH"", ""message"": ""Cumulative expenditure exceeds original sanctioned allocation by 189.9%."", ""evidence"": ""Disbursed \u20b91,233,553 against Sanction \u20b9425,578""}]"
KA/454/2022-2023/3405,KA/454/2022-2023/3405 - Construction of Education facility,Education,Karnataka,District_C,Constituency_432,MP_Name_432,Lok Sabha,,2022-01-04,415910,Sanctioned,896922.0,3,State PWD,1,2024-07-27,2023/3405 - Construction of Education facility,,,935.0,215.65,2.1565,5.6190004067225345,5.952755160869632,1115974.5,1066324.1860465116,1691815.0,,,59.34,86,1.2,0.1375717507941482,-1,-0.0206,True,MEDIUM,44,107,Cumulative expenditure exceeds original sanctioned allocation by 115.7%.,EXCESS_EXPENDITURE,"[{""type"": ""EXCESS_EXPENDITURE"", ""feature"": ""utilisation_percentage"", ""severity"": ""HIGH"", ""message"": ""Cumulative expenditure exceeds original sanctioned allocation by 115.7%."", ""evidence"": ""Disbursed \u20b9896,922 against Sanction \u20b9415,910""}]"
MH/220/2022-2023/3531,MH/220/2022-2023/3531 - Construction of Electricity facility,Electricity,Maharashtra,District_A,Constituency_456,MP_Name_456,Lok Sabha,,2024-10-03,1878022,Sanctioned,458857.0,1,National Infra Corp,1,2023-09-28,2023/3531 - Construction of Electricity facility,,,,24.43,0.2443,6.27370090673303,5.661678307851558,996999.0,1081489.2647058824,1706890.8000000003,,,75.50999999999999,68,98.5,0.4599462985418671,-1,-0.0209,True,MEDIUM,43,122,Utilisation rate of 24.43% is substantially lower than peer median (75.5%).,LOW_UTILISATION,"[{""type"": ""LOW_UTILISATION"", ""feature"": ""utilisation_percentage"", ""severity"": ""HIGH"", ""message"": ""Utilisation rate of 24.43% is substantially lower than peer median (75.5%)."", ""evidence"": ""Disbursed: \u20b9458,857 vs Sanctioned: \u20b91,878,022""}, {""type"": ""HIGH_SANCTION_OUTLIER"", ""feature"": ""sanction_amount"", ""severity"": ""HIGH"", ""message"": ""Sanction amount is higher than 98.5% of comparable Electricity projects in Maharashtra."", ""evidence"": ""Project: \u20b91,878,022 | Peer Group Median: \u20b9996,999""}]"
MP/289/2023-2024/3617,MP/289/2023-2024/3617 - Construction of Drinking Water facility,Electricity,Madhya Pradesh,District_C,Constituency_471,MP_Name_471,Lok Sabha,,2022-12-01,417727,Sanctioned,296991.0,2,National Infra Corp,1,2023-09-03,2024/3617 - Construction of Drinking Water facility,,,276.0,71.1,0.711,5.6208935866798635,5.4727447509917955,1008066.0,1094618.961038961,1732363.0000000002,,,50.24,77,3.9,0.1505675110655194,-1,-0.0026,True,LOW,19,182,"Statistically unusual combination of expenditure pace, project size, and sanction latency across multiple feature dimensions.",MULTIVARIATE_ISOLATION,"[{""type"": ""MULTIVARIATE_ISOLATION"", ""feature"": ""isolation_forest"", ""severity"": ""LOW"", ""message"": ""Statistically unusual combination of expenditure pace, project size, and sanction latency across multiple feature dimensions."", ""evidence"": ""Isolation Forest Score: -0.0026""}]"
BR/547/2022-2023/3799,BR/547/2022-2023/3799 - Construction of Drinking Water facility,Electricity,Bihar,District_C,Constituency_504,MP_Name_504,Lok Sabha,,2024-06-19,442577,Sanctioned,1083866.0,4,XYZ Builders,1,2021-05-07,2023/3799 - Construction of Drinking Water facility,,,,244.9,2.449,5.6459898218911295,6.034975993724648,1117370.0,1102279.8375,1659568.9000000004,,,55.370000000000005,80,3.8,0.14491283631522642,-1,-0.0102,True,LOW,34,151,Cumulative expenditure exceeds original sanctioned allocation by 144.9%.,EXCESS_EXPENDITURE,"[{""type"": ""EXCESS_EXPENDITURE"", ""feature"": ""utilisation_percentage"", ""severity"": ""HIGH"", ""message"": ""Cumulative expenditure exceeds original sanctioned allocation by 144.9%."", ""evidence"": ""Disbursed \u20b91,083,866 against Sanction \u20b9442,577""}]"
RJ/700/2021-2022/3867,RJ/700/2021-2022/3867 - Construction of Education facility,Roads,Rajasthan,District_C,Constituency_517,MP_Name_517,Lok Sabha,,2024-12-10,432000,Sanctioned,185327.0,1,XYZ Builders,1,2024-06-17,2022/3867 - Construction of Education facility,,,,42.9,0.429,5.635484752125049,5.267941038999636,1177436.0,1119320.253968254,1741010.2,,,56.26,63,3.2,0.135736401241186,-1,-0.0209,True,MEDIUM,30,170,"Statistically unusual combination of expenditure pace, project size, and sanction latency across multiple feature dimensions.",MULTIVARIATE_ISOLATION,"[{""type"": ""MULTIVARIATE_ISOLATION"", ""feature"": ""isolation_forest"", ""severity"": ""LOW"", ""message"": ""Statistically unusual combination of expenditure pace, project size, and sanction latency across multiple feature dimensions."", ""evidence"": ""Isolation Forest Score: -0.0209""}]"
RJ/716/2023-2024/3877,RJ/716/2023-2024/3877 - Construction of Roads facility,Sanitation,Rajasthan,District_A,Constituency_518,MP_Name_518,Lok Sabha,,2024-01-26,419069,Sanctioned,1041691.0,3,Rural Works Dept,1,2021-10-27,2024/3877 - Construction of Roads facility,,,,248.57,2.4857,5.622286572070317,6.017739328873799,1001771.0,1060422.2727272727,1736654.6,,,69.19,55,3.6,0.15177671976049012,-1,-0.0393,True,HIGH,55,63,Cumulative expenditure exceeds original sanctioned allocation by 148.6%.,EXCESS_EXPENDITURE,"[{""type"": ""EXCESS_EXPENDITURE"", ""feature"": ""utilisation_percentage"", ""severity"": ""HIGH"", ""message"": ""Cumulative expenditure exceeds original sanctioned allocation by 148.6%."", ""evidence"": ""Disbursed \u20b91,041,691 against Sanction \u20b9419,069""}]"
BR/489/2021-2022/3918,BR/489/2021-2022/3918 - Construction of Education facility,Education,Bihar,District_B,Constituency_525,MP_Name_525,Lok Sabha,,2024-05-07,439029,Sanctioned,1474257.0,3,XYZ Builders,1,2023-01-24,2022/3918 - Construction of Education facility,,,,335.8,3.358,5.642494197666497,6.168573493137264,1082145.0,1125537.6753246754,1662884.2000000002,,,55.71,77,2.6,0.14789343666655444,-1,-0.0759,True,CRITICAL,68,26,Cumulative expenditure exceeds original sanctioned allocation by 235.8%.,EXCESS_EXPENDITURE,"[{""type"": ""EXCESS_EXPENDITURE"", ""feature"": ""utilisation_percentage"", ""severity"": ""HIGH"", ""message"": ""Cumulative expenditure exceeds original sanctioned allocation by 235.8%."", ""evidence"": ""Disbursed \u20b91,474,257 against Sanction \u20b9439,029""}]"
BR/659/2021-2022/3920,BR/659/2021-2022/3920 - Construction of Health facility,Drinking Water,Bihar,District_A,Constituency_525,MP_Name_525,Lok Sabha,,2021-07-29,462201,Sanctioned,1130273.0,3,XYZ Builders,1,2024-03-03,2022/3920 - Construction of Health facility,,,948.0,244.54,2.4454,5.664831820388189,6.053183737521775,1198118.0,1118497.014925373,1647079.6,,,70.24,67,6.0,0.14169194495147178,-1,-0.0198,True,MEDIUM,45,96,Cumulative expenditure exceeds original sanctioned allocation by 144.5%.,EXCESS_EXPENDITURE,"[{""type"": ""EXCESS_EXPENDITURE"", ""feature"": ""utilisation_percentage"", ""severity"": ""HIGH"", ""message"": ""Cumulative expenditure exceeds original sanctioned allocation by 144.5%."", ""evidence"": ""Disbursed \u20b91,130,273 against Sanction \u20b9462,201""}]"
MP/127/2022-2023/3937,MP/127/2022-2023/3937 - Construction of Sanitation facility,Sanitation,Madhya Pradesh,District_D,Constituency_528,MP_Name_528,Lok Sabha,,2021-03-09,450922,Sanctioned,938875.0,4,XYZ Builders,1,2024-04-05,2023/3937 - Construction of Sanitation facility,,,1123.0,208.21,2.0821,5.654102387709173,5.972608237557031,1233223.5,1150935.16,1804096.6,,,59.8,50,6.0,0.1353378172640083,-1,-0.0009,True,LOW,34,151,Cumulative expenditure exceeds original sanctioned allocation by 108.2%.,EXCESS_EXPENDITURE,"[{""type"": ""EXCESS_EXPENDITURE"", ""feature"": ""utilisation_percentage"", ""severity"": ""HIGH"", ""message"": ""Cumulative expenditure exceeds original sanctioned allocation by 108.2%."", ""evidence"": ""Disbursed \u20b9938,875 against Sanction \u20b9450,922""}]"
MH/830/2023-2024/4028,MH/830/2023-2024/4028 - Construction of Health facility,Electricity,Maharashtra,District_A,Constituency_543,MP_Name_543,Lok Sabha,,2023-07-11,448403,Sanctioned,1259591.0,4,State PWD,1,2022-06-12,2024/4028 - Construction of Health facility,,,,280.91,2.8091,5.651669478075878,6.100229893654814,996999.0,1081489.2647058824,1706890.8000000003,,,75.50999999999999,68,5.9,0.16129392860470035,-1,-0.0585,True,HIGH,56,48,Cumulative expenditure exceeds original sanctioned allocation by 180.9%.,EXCESS_EXPENDITURE,"[{""type"": ""EXCESS_EXPENDITURE"", ""feature"": ""utilisation_percentage"", ""severity"": ""HIGH"", ""message"": ""Cumulative expenditure exceeds original sanctioned allocation by 180.9%."", ""evidence"": ""Disbursed \u20b91,259,591 against Sanction \u20b9448,403""}]"
MH/227/2023-2024/4032,MH/227/2023-2024/4032 - Construction of Health facility,Sanitation,Maharashtra,District_C,Constituency_543,MP_Name_543,Lok Sabha,,2021-06-30,403483,Sanctioned,443925.0,4,State PWD,1,2023-03-17,2024/4032 - Construction of Health facility,,,625.0,110.02,1.1002,5.605826317621949,5.647310581668431,1174537.0,1165812.3373493976,1723554.8,,,54.95,83,2.4,0.12824580082851858,-1,-0.0347,True,HIGH,40,129,"Statistically unusual combination of expenditure pace, project size, and sanction latency across multiple feature dimensions.",MULTIVARIATE_ISOLATION,"[{""type"": ""MULTIVARIATE_ISOLATION"", ""feature"": ""isolation_forest"", ""severity"": ""LOW"", ""message"": ""Statistically unusual combination of expenditure pace, project size, and sanction latency across multiple feature dimensions."", ""evidence"": ""Isolation Forest Score: -0.0347""}]"
WB/145/2021-2022/50011,WB/145/2021-2022/50011 - Construction of Education facility,Health,West Bengal,District_A,Constituency_3,MP_Name_3,Rajya Sabha,,2024-10-05,434037,Sanctioned,1043289.0,3,BuildWell Pvt Ltd,1,2021-05-01,2022/50011 - Construction of Education facility,,,,240.37,2.4037,5.637527753632014,6.018405044662206,1105582.0,1130127.4382022473,1756545.4,,,58.46,89,3.4,0.14382230262867313,-1,-0.0176,True,MEDIUM,44,107,Cumulative expenditure exceeds original sanctioned allocation by 140.4%.,EXCESS_EXPENDITURE,"[{""type"": ""EXCESS_EXPENDITURE"", ""feature"": ""utilisation_percentage"", ""severity"": ""HIGH"", ""message"": ""Cumulative expenditure exceeds original sanctioned allocation by 140.4%."", ""evidence"": ""Disbursed \u20b91,043,289 against Sanction \u20b9434,037""}]"
KA/706/2023-2024/50023,KA/706/2023-2024/50023 - Construction of Drinking Water facility,Education,Karnataka,District_C,Constituency_5,MP_Name_5,Rajya Sabha,,2024-12-14,474955,Sanctioned,1156106.0,4,XYZ Builders,1,2024-10-24,2024/50023 - Construction of Drinking Water facility,,,,243.41,2.4341,5.676653378377909,6.062998030761911,1115974.5,1066324.1860465116,1691815.0,,,59.34,86,9.3,0.15399666377734916,-1,-0.0077,True,LOW,35,146,Cumulative expenditure exceeds original sanctioned allocation by 143.4%.,EXCESS_EXPENDITURE,"[{""type"": ""EXCESS_EXPENDITURE"", ""feature"": ""utilisation_percentage"", ""severity"": ""HIGH"", ""message"": ""Cumulative expenditure exceeds original sanctioned allocation by 143.4%."", ""evidence"": ""Disbursed \u20b91,156,106 against Sanction \u20b9474,955""}]"
DL/511/2021-2022/50227,DL/511/2021-2022/50227 - Construction of Sanitation facility,Sanitation,Delhi,District_C,Constituency_43,MP_Name_43,Rajya Sabha,,2023-06-14,408062,Sanctioned,709698.0,2,XYZ Builders,1,2024-01-01,2022/50227 - Construction of Sanitation facility,,,201.0,173.92,1.7392,5.610727218090325,5.85107419328752,1193516.0,1205978.1692307692,1815549.2,,,56.4,65,3.1,0.1277198490773524,-1,-0.0394,True,HIGH,55,63,Cumulative expenditure exceeds original sanctioned allocation by 73.9%.,EXCESS_EXPENDITURE,"[{""type"": ""EXCESS_EXPENDITURE"", ""feature"": ""utilisation_percentage"", ""severity"": ""HIGH"", ""message"": ""Cumulative expenditure exceeds original sanctioned allocation by 73.9%."", ""evidence"": ""Disbursed \u20b9709,698 against Sanction \u20b9408,062""}]"
GJ/287/2021-2022/50252,GJ/287/2021-2022/50252 - Construction of Sanitation facility,Sanitation,Gujarat,District_E,Constituency_46,MP_Name_46,Rajya Sabha,,2023-10-25,1875437,Sanctioned,905772.0,2,XYZ Builders,1,2021-09-22,2022/50252 - Construction of Sanitation facility,,,,48.3,0.483,6.2731027114070566,5.957019370745505,979455.0,1052094.5256410257,1736256.3999999997,,,60.33,78,98.7,0.46460519601908745,-1,-0.0101,True,LOW,33,168,Sanction amount is higher than 98.7% of comparable Sanitation projects in Gujarat.,HIGH_SANCTION_OUTLIER,"[{""type"": ""HIGH_SANCTION_OUTLIER"", ""feature"": ""sanction_amount"", ""severity"": ""HIGH"", ""message"": ""Sanction amount is higher than 98.7% of comparable Sanitation projects in Gujarat."", ""evidence"": ""Project: \u20b91,875,437 | Peer Group Median: \u20b9979,455""}]"
WB/272/2021-2022/50261,WB/272/2021-2022/50261 - Construction of Drinking Water facility,Roads,West Bengal,District_D,Constituency_48,MP_Name_48,Rajya Sabha,,2024-04-08,637008,Sanctioned,1610918.0,4,Shree Constructions,1,2022-10-01,2022/50261 - Construction of Drinking Water facility,,,,252.89,2.5289,5.8041455683207905,6.207073703834846,1294277.0,1247384.4588235293,1784569.4000000001,,,58.38,85,11.8,0.17381913381170497,-1,-0.028,True,MEDIUM,47,88,Cumulative expenditure exceeds original sanctioned allocation by 152.9%.,EXCESS_EXPENDITURE,"[{""type"": ""EXCESS_EXPENDITURE"", ""feature"": ""utilisation_percentage"", ""severity"": ""HIGH"", ""message"": ""Cumulative expenditure exceeds original sanctioned allocation by 152.9%."", ""evidence"": ""Disbursed \u20b91,610,918 against Sanction \u20b9637,008""}]"
TN/359/2022-2023/50350,TN/359/2022-2023/50350 - Construction of Sanitation facility,Sanitation,Tamil Nadu,District_D,Constituency_65,MP_Name_65,Rajya Sabha,,2022-02-18,444083,Sanctioned,1378791.0,4,State PWD,1,2022-11-12,2023/50350 - Construction of Sanitation facility,,,267.0,310.48,3.1048,5.6474651261642475,6.139498754888264,1125948.0,1110292.626506024,1685270.5999999999,,,52.21,83,3.6,0.14438989374202812,-1,-0.0713,True,CRITICAL,68,26,Cumulative expenditure exceeds original sanctioned allocation by 210.5%.,EXCESS_EXPENDITURE,"[{""type"": ""EXCESS_EXPENDITURE"", ""feature"": ""utilisation_percentage"", ""severity"": ""HIGH"", ""message"": ""Cumulative expenditure exceeds original sanctioned allocation by 210.5%."", ""evidence"": ""Disbursed \u20b91,378,791 against Sanction \u20b9444,083""}]"
GJ/404/2022-2023/50356,GJ/404/2022-2023/50356 - Construction of Electricity facility,Sanitation,Gujarat,District_A,Constituency_66,MP_Name_66,Rajya Sabha,,2022-06-02,1896636,Sanctioned,215071.0,1,XYZ Builders,1,2024-04-19,2023/50356 - Construction of Electricity facility,,,687.0,11.34,0.1134,6.2779842186154475,5.332583873720686,979455.0,1052094.5256410257,1736256.3999999997,,,60.33,78,100.0,0.46781813547910733,-1,-0.047,True,HIGH,74,1,Sanction amount is higher than 100.0% of comparable Sanitation projects in Gujarat.,HIGH_SANCTION_OUTLIER,"[{""type"": ""HIGH_SANCTION_OUTLIER"", ""feature"": ""sanction_amount"", ""severity"": ""CRITICAL"", ""message"": ""Sanction amount is higher than 100.0% of comparable Sanitation projects in Gujarat."", ""evidence"": ""Project: \u20b91,896,636 | Peer Group Median: \u20b9979,455""}]"
KA/271/2021-2022/50365,KA/271/2021-2022/50365 - Construction of Drinking Water facility,Electricity,Karnataka,District_B,Constituency_68,MP_Name_68,Rajya Sabha,,2024-12-15,553251,Sanctioned,1448578.0,4,State PWD,1,2023-08-18,2022/50365 - Construction of Drinking Water facility,,,,261.83,2.6183,5.742922992571991,6.160942184958148,1031183.0,1080220.3195876288,1676158.2000000002,,,62.2,97,14.4,0.1865384085958709,-1,-0.0426,True,HIGH,57,42,Cumulative expenditure exceeds original sanctioned allocation by 161.8%.,EXCESS_EXPENDITURE,"[{""type"": ""EXCESS_EXPENDITURE"", ""feature"": ""utilisation_percentage"", ""severity"": ""HIGH"", ""message"": ""Cumulative expenditure exceeds original sanctioned allocation by 161.8%."", ""evidence"": ""Disbursed \u20b91,448,578 against Sanction \u20b9553,251""}]"
KA/927/2023-2024/50404,KA/927/2023-2024/50404 - Construction of Education facility,Education,Karnataka,District_A,Constituency_74,MP_Name_74,Rajya Sabha,,2021-09-15,452446,Sanctioned,1312935.0,3,XYZ Builders,1,2024-04-11,2024/50404 - Construction of Education facility,,,939.0,290.19,2.9019,5.655567712921027,6.118243556611741,1115974.5,1066324.1860465116,1691815.0,,,59.34,86,5.8,0.14780823900740955,-1,-0.0548,True,HIGH,56,48,Cumulative expenditure exceeds original sanctioned allocation by 190.2%.,EXCESS_EXPENDITURE,"[{""type"": ""EXCESS_EXPENDITURE"", ""feature"": ""utilisation_percentage"", ""severity"": ""HIGH"", ""message"": ""Cumulative expenditure exceeds original sanctioned allocation by 190.2%."", ""evidence"": ""Disbursed \u20b91,312,935 against Sanction \u20b9452,446""}]"
MH/289/2023-2024/50411,MH/289/2023-2024/50411 - Construction of Education facility,Drinking Water,Maharashtra,District_C,Constituency_75,MP_Name_75,Rajya Sabha,,2024-12-27,402938,Sanctioned,609685.0,3,National Infra Corp,1,2022-03-26,2024/50411 - Construction of Education facility,,,,151.31,1.5131,5.605239304283607,5.785106222588667,1135171.0,1137811.1066666667,1748959.2000000002,,,56.57,75,1.3,0.13192582562083274,-1,-0.0337,True,HIGH,55,63,Cumulative expenditure exceeds original sanctioned allocation by 51.3%.,EXCESS_EXPENDITURE,"[{""type"": ""EXCESS_EXPENDITURE"", ""feature"": ""utilisation_percentage"", ""severity"": ""HIGH"", ""message"": ""Cumulative expenditure exceeds original sanctioned allocation by 51.3%."", ""evidence"": ""Disbursed \u20b9609,685 against Sanction \u20b9402,938""}]"
