sr_no,state,ida,constituency,mp_name,work,work_category,sanction_date,sanction_amount,work_status
504,Maharashtra,District_4,Constituency_15,MP_Name_15,Work_504,Sanitation,23-01-2021,412556,Sanctioned
505,Maharashtra,District_5,Constituency_16,MP_Name_16,Work_505,Sanitation,14-08-2023,1184356,Sanctioned
506,Gujarat,District_6,Constituency_17,MP_Name_17,Work_506,Drinking Water,14-11-2021,1480458,Sanctioned
507,Uttar Pradesh,District_7,Constituency_18,MP_Name_18,Work_507,Drinking Water,23-01-2022,846325,Sanctioned
508,Uttar Pradesh,District_8,Constituency_19,MP_Name_19,Work_508,Sanitation,27-07-2022,705834,Sanctioned
509,Uttar Pradesh,District_9,Constituency_20,MP_Name_20,Work_509,Roads,04-12-2021,441180,Sanctioned
510,Maharashtra,District_0,Constituency_21,MP_Name_21,Work_510,Drinking Water,15-10-2021,950994,Sanctioned
511,Karnataka,District_1,Constituency_22,MP_Name_22,Work_511,Roads,20-06-2021,1487533,Sanctioned
512,Tamil Nadu,District_2,Constituency_23,MP_Name_23,Work_512,Health,21-10-2022,497473,Sanctioned
513,Delhi,District_3,Constituency_24,MP_Name_24,Work_513,Health,03-08-2023,820602,Sanctioned
514,Gujarat,District_4,Constituency_25,MP_Name_25,Work_514,Education,06-02-2021,1420445,Sanctioned
515,Gujarat,District_5,Constituency_26,MP_Name_26,Work_515,Education,19-11-2021,1248129,Sanctioned
516,Delhi,District_6,Constituency_27,MP_Name_27,Work_516,Health,25-04-2023,854469,Sanctioned
517,Tamil Nadu,District_7,Constituency_28,MP_Name_28,Work_517,Roads,12-03-2022,1654363,Sanctioned
518,Uttar Pradesh,District_8,Constituency_29,MP_Name_29,Work_518,Health,09-02-2023,585128,Sanctioned
519,Maharashtra,District_9,Constituency_30,MP_Name_30,Work_519,Education,23-12-2021,1356365,Sanctioned
520,Tamil Nadu,District_0,Constituency_31,MP_Name_31,Work_520,Sanitation,13-04-2023,1662292,Sanctioned
521,Uttar Pradesh,District_1,Constituency_32,MP_Name_32,Work_521,Roads,30-04-2023,1643657,Sanctioned
522,Delhi,District_2,Constituency_33,MP_Name_33,Work_522,Drinking Water,10-05-2021,1720228,Sanctioned
523,Tamil Nadu,District_3,Constituency_34,MP_Name_34,Work_523,Drinking Water,17-10-2021,1662310,Sanctioned
524,Delhi,District_4,Constituency_35,MP_Name_35,Work_524,Electricity,02-03-2021,427189,Sanctioned
525,Karnataka,District_5,Constituency_36,MP_Name_36,Work_525,Sanitation,17-10-2023,576105,Sanctioned
526,Uttar Pradesh,District_6,Constituency_37,MP_Name_37,Work_526,Roads,05-08-2022,531091,Sanctioned
527,Gujarat,District_7,Constituency_38,MP_Name_38,Work_527,Electricity,24-05-2022,1070836,Sanctioned
528,Karnataka,District_8,Constituency_39,MP_Name_39,Work_528,Drinking Water,22-05-2021,978735,Sanctioned
529,Delhi,District_9,Constituency_40,MP_Name_40,Work_529,Roads,16-07-2021,559476,Sanctioned
530,Tamil Nadu,District_0,Constituency_41,MP_Name_41,Work_530,Health,06-01-2023,1733348,Sanctioned
531,Karnataka,District_1,Constituency_42,MP_Name_42,Work_531,Electricity,19-03-2022,1042681,Sanctioned
532,Maharashtra,District_2,Constituency_43,MP_Name_43,Work_532,Roads,28-10-2023,1211424,Sanctioned
533,Gujarat,District_3,Constituency_44,MP_Name_44,Work_533,Electricity,21-06-2021,1125995,Sanctioned
534,Karnataka,District_4,Constituency_45,MP_Name_45,Work_534,Health,12-06-2021,543156,Sanctioned
535,Gujarat,District_5,Constituency_46,MP_Name_46,Work_535,Electricity,05-02-2021,899245,Sanctioned
536,Karnataka,District_6,Constituency_47,MP_Name_47,Work_536,Drinking Water,06-01-2022,1038415,Sanctioned
537,Tamil Nadu,District_7,Constituency_48,MP_Name_48,Work_537,Sanitation,21-03-2021,1024793,Sanctioned
538,Karnataka,District_8,Constituency_49,MP_Name_49,Work_538,Education,03-04-2021,1293269,Sanctioned
539,Karnataka,District_9,Constituency_50,MP_Name_50,Work_539,Sanitation,29-06-2021,1131798,Sanctioned
540,Tamil Nadu,District_0,Constituency_51,MP_Name_51,Work_540,Roads,11-07-2023,1635818,Sanctioned
541,Karnataka,District_1,Constituency_52,MP_Name_52,Work_541,Health,23-12-2022,1441504,Sanctioned
542,Maharashtra,District_2,Constituency_53,MP_Name_53,Work_542,Health,24-11-2022,1851546,Sanctioned
543,Delhi,District_3,Constituency_54,MP_Name_54,Work_543,Education,19-11-2023,454176,Sanctioned
544,Tamil Nadu,District_4,Constituency_55,MP_Name_55,Work_544,Roads,26-01-2022,1676164,Sanctioned
545,Uttar Pradesh,District_5,Constituency_56,MP_Name_56,Work_545,Education,09-02-2021,1028702,Sanctioned
546,Tamil Nadu,District_6,Constituency_57,MP_Name_57,Work_546,Health,12-03-2022,779246,Sanctioned
547,Delhi,District_7,Constituency_58,MP_Name_58,Work_547,Sanitation,03-02-2022,1417692,Sanctioned
548,Gujarat,District_8,Constituency_59,MP_Name_59,Work_548,Education,09-06-2022,527345,Sanctioned
549,Maharashtra,District_9,Constituency_60,MP_Name_60,Work_549,Health,05-12-2021,1624150,Sanctioned
550,Delhi,District_0,Constituency_61,MP_Name_61,Work_550,Electricity,08-12-2022,1011509,Sanctioned
551,Delhi,District_1,Constituency_62,MP_Name_62,Work_551,Electricity,21-02-2021,940651,Sanctioned
552,Maharashtra,District_2,Constituency_63,MP_Name_63,Work_552,Sanitation,25-03-2021,1338005,Sanctioned
553,Maharashtra,District_3,Constituency_64,MP_Name_64,Work_553,Education,25-05-2022,527172,Sanctioned
554,Karnataka,District_4,Constituency_65,MP_Name_65,Work_554,Electricity,18-12-2023,1056761,Sanctioned
555,Maharashtra,District_5,Constituency_66,MP_Name_66,Work_555,Roads,10-03-2021,765343,Sanctioned
556,Maharashtra,District_6,Constituency_67,MP_Name_67,Work_556,Education,10-06-2021,625076,Sanctioned
557,Karnataka,District_7,Constituency_68,MP_Name_68,Work_557,Drinking Water,11-12-2022,1406838,Sanctioned
558,Delhi,District_8,Constituency_69,MP_Name_69,Work_558,Drinking Water,17-12-2022,698117,Sanctioned
559,Maharashtra,District_9,Constituency_70,MP_Name_70,Work_559,Sanitation,24-03-2021,1011908,Sanctioned
560,Gujarat,District_0,Constituency_71,MP_Name_71,Work_560,Health,26-05-2022,1783695,Sanctioned
561,Karnataka,District_1,Constituency_72,MP_Name_72,Work_561,Sanitation,19-09-2023,1659671,Sanctioned
562,Maharashtra,District_2,Constituency_73,MP_Name_73,Work_562,Education,30-06-2021,1152561,Sanctioned
563,Maharashtra,District_3,Constituency_74,MP_Name_74,Work_563,Health,29-07-2023,1699007,Sanctioned
564,Karnataka,District_4,Constituency_75,MP_Name_75,Work_564,Electricity,24-06-2022,1636505,Sanctioned
565,Karnataka,District_5,Constituency_76,MP_Name_76,Work_565,Sanitation,21-10-2021,517577,Sanctioned
566,Gujarat,District_6,Constituency_77,MP_Name_77,Work_566,Electricity,11-08-2021,1212245,Sanctioned
567,Maharashtra,District_7,Constituency_78,MP_Name_78,Work_567,Education,15-05-2022,998661,Sanctioned
568,Maharashtra,District_8,Constituency_79,MP_Name_79,Work_568,Electricity,20-07-2021,460759,Sanctioned
569,Gujarat,District_9,Constituency_80,MP_Name_80,Work_569,Education,07-01-2023,1806448,Sanctioned
570,Delhi,District_0,Constituency_81,MP_Name_81,Work_570,Roads,27-01-2023,1574763,Sanctioned
571,Maharashtra,District_1,Constituency_82,MP_Name_82,Work_571,Roads,30-04-2022,1241844,Sanctioned
572,Uttar Pradesh,District_2,Constituency_83,MP_Name_83,Work_572,Health,26-12-2021,1852200,Sanctioned
573,Maharashtra,District_3,Constituency_84,MP_Name_84,Work_573,Roads,30-06-2021,810158,Sanctioned
574,Uttar Pradesh,District_4,Constituency_85,MP_Name_85,Work_574,Sanitation,27-09-2023,1852058,Sanctioned
575,Tamil Nadu,District_5,Constituency_86,MP_Name_86,Work_575,Roads,27-09-2021,1450528,Sanctioned
576,Karnataka,District_6,Constituency_87,MP_Name_87,Work_576,Sanitation,15-08-2021,971545,Sanctioned
577,Delhi,District_7,Constituency_88,MP_Name_88,Work_577,Electricity,22-05-2022,1067412,Sanctioned
578,Maharashtra,District_8,Constituency_89,MP_Name_89,Work_578,Sanitation,06-01-2021,714215,Sanctioned
579,Karnataka,District_9,Constituency_90,MP_Name_90,Work_579,Health,24-01-2023,1193747,Sanctioned
580,Karnataka,District_0,Constituency_91,MP_Name_91,Work_580,Sanitation,24-04-2021,1614186,Sanctioned
581,Maharashtra,District_1,Constituency_92,MP_Name_92,Work_581,Sanitation,15-01-2023,1479641,Sanctioned
582,Uttar Pradesh,District_2,Constituency_93,MP_Name_93,Work_582,Health,29-01-2021,1003012,Sanctioned
583,Gujarat,District_3,Constituency_94,MP_Name_94,Work_583,Drinking Water,14-12-2022,1722865,Sanctioned
584,Uttar Pradesh,District_4,Constituency_95,MP_Name_95,Work_584,Sanitation,01-09-2023,1304927,Sanctioned
585,Gujarat,District_5,Constituency_96,MP_Name_96,Work_585,Health,12-12-2022,884595,Sanctioned
586,Tamil Nadu,District_6,Constituency_97,MP_Name_97,Work_586,Electricity,21-11-2022,1742697,Sanctioned
587,Karnataka,District_7,Constituency_98,MP_Name_98,Work_587,Education,21-01-2022,635583,Sanctioned
588,Maharashtra,District_8,Constituency_99,MP_Name_99,Work_588,Education,09-05-2021,954278,Sanctioned
589,Uttar Pradesh,District_9,Constituency_100,MP_Name_100,Work_589,Sanitation,21-08-2023,1252997,Sanctioned
590,Karnataka,District_0,Constituency_101,MP_Name_101,Work_590,Sanitation,14-09-2021,1102723,Sanctioned
591,Gujarat,District_1,Constituency_102,MP_Name_102,Work_591,Electricity,10-09-2023,737245,Sanctioned
592,Delhi,District_2,Constituency_103,MP_Name_103,Work_592,Roads,03-05-2021,786589,Sanctioned
593,Karnataka,District_3,Constituency_104,MP_Name_104,Work_593,Roads,17-08-2021,1718672,Sanctioned
594,Gujarat,District_4,Constituency_105,MP_Name_105,Work_594,Drinking Water,06-08-2023,562646,Sanctioned
595,Uttar Pradesh,District_5,Constituency_106,MP_Name_106,Work_595,Drinking Water,10-01-2021,1431286,Sanctioned
596,Tamil Nadu,District_6,Constituency_107,MP_Name_107,Work_596,Electricity,01-01-2021,1206628,Sanctioned
597,Tamil Nadu,District_7,Constituency_108,MP_Name_108,Work_597,Health,05-07-2023,1248710,Sanctioned
598,Gujarat,District_8,Constituency_109,MP_Name_109,Work_598,Sanitation,13-05-2023,1672657,Sanctioned
599,Karnataka,District_9,Constituency_110,MP_Name_110,Work_599,Roads,01-12-2023,1102309,Sanctioned
600,Delhi,District_0,Constituency_111,MP_Name_111,Work_600,Sanitation,20-02-2021,1270876,Sanctioned
601,Tamil Nadu,District_1,Constituency_112,MP_Name_112,Work_601,Education,15-04-2023,1846444,Sanctioned
602,Maharashtra,District_2,Constituency_113,MP_Name_113,Work_602,Electricity,24-01-2023,529811,Sanctioned
603,Delhi,District_3,Constituency_114,MP_Name_114,Work_603,Health,28-03-2022,1799772,Sanctioned
604,Tamil Nadu,District_4,Constituency_115,MP_Name_115,Work_604,Health,11-08-2021,1088999,Sanctioned
605,Karnataka,District_5,Constituency_116,MP_Name_116,Work_605,Sanitation,28-05-2023,1849023,Sanctioned
606,Uttar Pradesh,District_6,Constituency_117,MP_Name_117,Work_606,Roads,17-09-2021,866728,Sanctioned
607,Delhi,District_7,Constituency_118,MP_Name_118,Work_607,Drinking Water,17-08-2021,1613728,Sanctioned
608,Tamil Nadu,District_8,Constituency_119,MP_Name_119,Work_608,Sanitation,11-04-2021,1830735,Sanctioned
609,Karnataka,District_9,Constituency_120,MP_Name_120,Work_609,Roads,17-06-2022,1713614,Sanctioned
610,Tamil Nadu,District_0,Constituency_121,MP_Name_121,Work_610,Health,26-12-2023,1538177,Sanctioned
611,Gujarat,District_1,Constituency_122,MP_Name_122,Work_611,Roads,26-11-2022,1722929,Sanctioned
612,Maharashtra,District_2,Constituency_123,MP_Name_123,Work_612,Electricity,18-01-2023,1753929,Sanctioned
613,Tamil Nadu,District_3,Constituency_124,MP_Name_124,Work_613,Health,31-03-2023,582004,Sanctioned
614,Maharashtra,District_4,Constituency_125,MP_Name_125,Work_614,Education,29-09-2021,1074531,Sanctioned
615,Tamil Nadu,District_5,Constituency_126,MP_Name_126,Work_615,Drinking Water,15-03-2021,766687,Sanctioned
616,Uttar Pradesh,District_6,Constituency_127,MP_Name_127,Work_616,Electricity,23-07-2023,1645071,Sanctioned
617,Maharashtra,District_7,Constituency_128,MP_Name_128,Work_617,Electricity,20-11-2022,553954,Sanctioned
618,Maharashtra,District_8,Constituency_129,MP_Name_129,Work_618,Roads,10-11-2023,703662,Sanctioned
619,Uttar Pradesh,District_9,Constituency_130,MP_Name_130,Work_619,Education,07-07-2021,632883,Sanctioned
620,Karnataka,District_0,Constituency_131,MP_Name_131,Work_620,Roads,14-04-2021,571001,Sanctioned
621,Delhi,District_1,Constituency_132,MP_Name_132,Work_621,Electricity,21-07-2021,934878,Sanctioned
622,Tamil Nadu,District_2,Constituency_133,MP_Name_133,Work_622,Sanitation,09-09-2022,1607111,Sanctioned
623,Delhi,District_3,Constituency_134,MP_Name_134,Work_623,Health,14-06-2023,1296112,Sanctioned
624,Tamil Nadu,District_4,Constituency_135,MP_Name_135,Work_624,Drinking Water,29-08-2022,605046,Sanctioned
625,Karnataka,District_5,Constituency_136,MP_Name_136,Work_625,Electricity,04-07-2021,1880453,Sanctioned
626,Maharashtra,District_6,Constituency_137,MP_Name_137,Work_626,Education,01-11-2022,636689,Sanctioned
627,Uttar Pradesh,District_7,Constituency_138,MP_Name_138,Work_627,Health,23-09-2023,1419613,Sanctioned
628,Maharashtra,District_8,Constituency_139,MP_Name_139,Work_628,Roads,09-12-2021,907757,Sanctioned
629,Karnataka,District_9,Constituency_140,MP_Name_140,Work_629,Education,09-12-2022,1428627,Sanctioned
630,Gujarat,District_0,Constituency_141,MP_Name_141,Work_630,Education,07-01-2023,936597,Sanctioned
631,Karnataka,District_1,Constituency_142,MP_Name_142,Work_631,Roads,08-05-2021,1576014,Sanctioned
632,Maharashtra,District_2,Constituency_143,MP_Name_143,Work_632,Drinking Water,08-10-2023,1221988,Sanctioned
633,Tamil Nadu,District_3,Constituency_144,MP_Name_144,Work_633,Education,09-12-2021,551668,Sanctioned
634,Delhi,District_4,Constituency_145,MP_Name_145,Work_634,Roads,07-02-2022,1160380,Sanctioned
635,Tamil Nadu,District_5,Constituency_146,MP_Name_146,Work_635,Drinking Water,18-08-2022,1779038,Sanctioned
636,Maharashtra,District_6,Constituency_147,MP_Name_147,Work_636,Roads,27-09-2023,644904,Sanctioned
637,Maharashtra,District_7,Constituency_148,MP_Name_148,Work_637,Electricity,18-10-2022,1557769,Sanctioned
638,Uttar Pradesh,District_8,Constituency_149,MP_Name_149,Work_638,Electricity,07-04-2023,1107820,Sanctioned
639,Maharashtra,District_9,Constituency_150,MP_Name_150,Work_639,Health,01-11-2022,1114242,Sanctioned
640,Uttar Pradesh,District_0,Constituency_151,MP_Name_151,Work_640,Electricity,20-02-2021,1229963,Sanctioned
641,Uttar Pradesh,District_1,Constituency_152,MP_Name_152,Work_641,Health,14-02-2022,481732,Sanctioned
642,Uttar Pradesh,District_2,Constituency_153,MP_Name_153,Work_642,Roads,23-02-2022,1226504,Sanctioned
643,Uttar Pradesh,District_3,Constituency_154,MP_Name_154,Work_643,Drinking Water,04-06-2022,414493,Sanctioned
644,Tamil Nadu,District_4,Constituency_155,MP_Name_155,Work_644,Drinking Water,16-04-2023,544051,Sanctioned
645,Karnataka,District_5,Constituency_156,MP_Name_156,Work_645,Drinking Water,08-08-2023,1515206,Sanctioned
646,Delhi,District_6,Constituency_157,MP_Name_157,Work_646,Education,26-11-2023,493717,Sanctioned
647,Tamil Nadu,District_7,Constituency_158,MP_Name_158,Work_647,Education,10-07-2023,853600,Sanctioned
648,Tamil Nadu,District_8,Constituency_159,MP_Name_159,Work_648,Drinking Water,23-11-2023,811843,Sanctioned
649,Gujarat,District_9,Constituency_160,MP_Name_160,Work_649,Drinking Water,22-08-2021,837703,Sanctioned
650,Tamil Nadu,District_0,Constituency_161,MP_Name_161,Work_650,Electricity,13-09-2021,1179603,Sanctioned
651,Gujarat,District_1,Constituency_162,MP_Name_162,Work_651,Sanitation,06-10-2023,660476,Sanctioned
652,Maharashtra,District_2,Constituency_163,MP_Name_163,Work_652,Roads,03-09-2021,1288256,Sanctioned
653,Gujarat,District_3,Constituency_164,MP_Name_164,Work_653,Education,21-01-2021,1844165,Sanctioned
654,Tamil Nadu,District_4,Constituency_165,MP_Name_165,Work_654,Electricity,17-11-2021,1645571,Sanctioned
655,Uttar Pradesh,District_5,Constituency_166,MP_Name_166,Work_655,Education,19-08-2022,1014024,Sanctioned
656,Delhi,District_6,Constituency_167,MP_Name_167,Work_656,Roads,21-05-2023,1580493,Sanctioned
657,Delhi,District_7,Constituency_168,MP_Name_168,Work_657,Roads,28-03-2022,1095877,Sanctioned
658,Karnataka,District_8,Constituency_169,MP_Name_169,Work_658,Education,20-04-2022,1344073,Sanctioned
659,Maharashtra,District_9,Constituency_170,MP_Name_170,Work_659,Electricity,14-12-2023,1849627,Sanctioned
660,Gujarat,District_0,Constituency_171,MP_Name_171,Work_660,Education,30-03-2021,1152955,Sanctioned
661,Tamil Nadu,District_1,Constituency_172,MP_Name_172,Work_661,Drinking Water,29-05-2021,1495568,Sanctioned
662,Uttar Pradesh,District_2,Constituency_173,MP_Name_173,Work_662,Health,26-10-2023,721931,Sanctioned
663,Delhi,District_3,Constituency_174,MP_Name_174,Work_663,Drinking Water,05-12-2021,1492328,Sanctioned
664,Gujarat,District_4,Constituency_175,MP_Name_175,Work_664,Sanitation,10-10-2023,1623436,Sanctioned
665,Delhi,District_5,Constituency_176,MP_Name_176,Work_665,Roads,06-04-2023,855843,Sanctioned
666,Uttar Pradesh,District_6,Constituency_177,MP_Name_177,Work_666,Sanitation,01-01-2023,1826232,Sanctioned
667,Maharashtra,District_7,Constituency_178,MP_Name_178,Work_667,Health,17-02-2023,1147510,Sanctioned
668,Uttar Pradesh,District_8,Constituency_179,MP_Name_179,Work_668,Electricity,07-10-2021,474089,Sanctioned
669,Uttar Pradesh,District_9,Constituency_180,MP_Name_180,Work_669,Electricity,23-08-2023,613592,Sanctioned
670,Delhi,District_0,Constituency_181,MP_Name_181,Work_670,Drinking Water,13-01-2021,973310,Sanctioned
671,Gujarat,District_1,Constituency_182,MP_Name_182,Work_671,Drinking Water,16-03-2022,1328116,Sanctioned
672,Tamil Nadu,District_2,Constituency_183,MP_Name_183,Work_672,Sanitation,23-12-2023,1164841,Sanctioned
673,Karnataka,District_3,Constituency_184,MP_Name_184,Work_673,Health,07-01-2021,779899,Sanctioned
674,Uttar Pradesh,District_4,Constituency_185,MP_Name_185,Work_674,Drinking Water,12-10-2022,841699,Sanctioned
675,Delhi,District_5,Constituency_186,MP_Name_186,Work_675,Sanitation,06-10-2022,481354,Sanctioned
676,Karnataka,District_6,Constituency_187,MP_Name_187,Work_676,Health,10-03-2021,1675697,Sanctioned
677,Tamil Nadu,District_7,Constituency_188,MP_Name_188,Work_677,Electricity,10-01-2022,1133388,Sanctioned
678,Maharashtra,District_8,Constituency_189,MP_Name_189,Work_678,Sanitation,31-01-2021,1717345,Sanctioned
679,Uttar Pradesh,District_9,Constituency_190,MP_Name_190,Work_679,Electricity,20-02-2022,980295,Sanctioned
680,Maharashtra,District_0,Constituency_191,MP_Name_191,Work_680,Sanitation,25-10-2022,1049175,Sanctioned
681,Delhi,District_1,Constituency_192,MP_Name_192,Work_681,Electricity,08-09-2022,416963,Sanctioned
682,Gujarat,District_2,Constituency_193,MP_Name_193,Work_682,Sanitation,13-02-2021,994557,Sanctioned
683,Tamil Nadu,District_3,Constituency_194,MP_Name_194,Work_683,Sanitation,11-08-2021,725243,Sanctioned
684,Delhi,District_4,Constituency_195,MP_Name_195,Work_684,Health,03-07-2021,975407,Sanctioned
685,Maharashtra,District_5,Constituency_196,MP_Name_196,Work_685,Health,12-08-2021,1865706,Sanctioned
686,Tamil Nadu,District_6,Constituency_197,MP_Name_197,Work_686,Education,16-05-2021,1035490,Sanctioned
687,Maharashtra,District_7,Constituency_198,MP_Name_198,Work_687,Sanitation,16-07-2021,1010871,Sanctioned
688,Gujarat,District_8,Constituency_199,MP_Name_199,Work_688,Electricity,19-07-2023,1463411,Sanctioned
689,Delhi,District_9,Constituency_200,MP_Name_200,Work_689,Education,10-11-2022,442932,Sanctioned
690,Karnataka,District_0,Constituency_201,MP_Name_201,Work_690,Sanitation,02-03-2022,1144824,Sanctioned
691,Karnataka,District_1,Constituency_202,MP_Name_202,Work_691,Education,02-05-2021,1022492,Sanctioned
692,Tamil Nadu,District_2,Constituency_203,MP_Name_203,Work_692,Roads,06-09-2022,1339141,Sanctioned
693,Delhi,District_3,Constituency_204,MP_Name_204,Work_693,Education,26-11-2023,603386,Sanctioned
694,Maharashtra,District_4,Constituency_205,MP_Name_205,Work_694,Drinking Water,14-10-2022,1748617,Sanctioned
695,Delhi,District_5,Constituency_206,MP_Name_206,Work_695,Education,15-04-2021,627735,Sanctioned
696,Delhi,District_6,Constituency_207,MP_Name_207,Work_696,Electricity,24-04-2022,1864669,Sanctioned
697,Gujarat,District_7,Constituency_208,MP_Name_208,Work_697,Electricity,10-07-2021,410538,Sanctioned
698,Delhi,District_8,Constituency_209,MP_Name_209,Work_698,Education,18-04-2022,1792707,Sanctioned
699,Gujarat,District_9,Constituency_210,MP_Name_210,Work_699,Sanitation,24-06-2022,1460134,Sanctioned
700,Uttar Pradesh,District_0,Constituency_211,MP_Name_211,Work_700,Drinking Water,27-02-2021,1831225,Sanctioned
701,Uttar Pradesh,District_1,Constituency_212,MP_Name_212,Work_701,Roads,11-07-2021,574009,Sanctioned
702,Uttar Pradesh,District_2,Constituency_213,MP_Name_213,Work_702,Drinking Water,17-08-2022,1868030,Sanctioned
703,Maharashtra,District_3,Constituency_214,MP_Name_214,Work_703,Electricity,27-06-2022,400278,Sanctioned
704,Karnataka,District_4,Constituency_215,MP_Name_215,Work_704,Drinking Water,23-01-2021,1852252,Sanctioned
705,Karnataka,District_5,Constituency_216,MP_Name_216,Work_705,Sanitation,07-03-2021,1121041,Sanctioned
706,Gujarat,District_6,Constituency_217,MP_Name_217,Work_706,Education,05-06-2022,1461473,Sanctioned
707,Uttar Pradesh,District_7,Constituency_218,MP_Name_218,Work_707,Roads,06-06-2021,688132,Sanctioned
708,Gujarat,District_8,Constituency_219,MP_Name_219,Work_708,Education,24-08-2022,552377,Sanctioned
709,Karnataka,District_9,Constituency_220,MP_Name_220,Work_709,Electricity,05-05-2023,1721451,Sanctioned
710,Delhi,District_0,Constituency_221,MP_Name_221,Work_710,Sanitation,24-07-2021,1501435,Sanctioned
711,Karnataka,District_1,Constituency_222,MP_Name_222,Work_711,Education,15-10-2022,670834,Sanctioned
712,Maharashtra,District_2,Constituency_223,MP_Name_223,Work_712,Sanitation,10-11-2022,443333,Sanctioned
713,Karnataka,District_3,Constituency_224,MP_Name_224,Work_713,Electricity,29-05-2022,1059578,Sanctioned
714,Maharashtra,District_4,Constituency_225,MP_Name_225,Work_714,Roads,24-02-2022,1766529,Sanctioned
715,Uttar Pradesh,District_5,Constituency_226,MP_Name_226,Work_715,Roads,09-02-2023,1600894,Sanctioned
716,Uttar Pradesh,District_6,Constituency_227,MP_Name_227,Work_716,Education,17-08-2023,1746334,Sanctioned
717,Gujarat,District_7,Constituency_228,MP_Name_228,Work_717,Roads,15-04-2021,1205219,Sanctioned
718,Tamil Nadu,District_8,Constituency_229,MP_Name_229,Work_718,Roads,08-09-2022,1115962,Sanctioned
719,Maharashtra,District_9,Constituency_230,MP_Name_230,Work_719,Education,14-11-2022,497058,Sanctioned
720,Uttar Pradesh,District_0,Constituency_231,MP_Name_231,Work_720,Education,13-07-2021,1327006,Sanctioned
721,Gujarat,District_1,Constituency_232,MP_Name_232,Work_721,Health,10-03-2023,1849274,Sanctioned
722,Delhi,District_2,Constituency_233,MP_Name_233,Work_722,Education,14-11-2021,1558133,Sanctioned
723,Delhi,District_3,Constituency_234,MP_Name_234,Work_723,Sanitation,14-05-2022,702276,Sanctioned
724,Delhi,District_4,Constituency_235,MP_Name_235,Work_724,Drinking Water,14-12-2023,1111751,Sanctioned
725,Maharashtra,District_5,Constituency_236,MP_Name_236,Work_725,Electricity,14-06-2023,1174752,Sanctioned
726,Karnataka,District_6,Constituency_237,MP_Name_237,Work_726,Health,17-01-2022,504635,Sanctioned
727,Maharashtra,District_7,Constituency_238,MP_Name_238,Work_727,Roads,14-10-2023,1333151,Sanctioned
728,Gujarat,District_8,Constituency_239,MP_Name_239,Work_728,Electricity,06-12-2022,829210,Sanctioned
729,Gujarat,District_9,Constituency_240,MP_Name_240,Work_729,Electricity,26-09-2021,1739054,Sanctioned
730,Maharashtra,District_0,Constituency_241,MP_Name_241,Work_730,Drinking Water,16-05-2023,816463,Sanctioned
731,Karnataka,District_1,Constituency_242,MP_Name_242,Work_731,Roads,21-11-2023,789489,Sanctioned
732,Gujarat,District_2,Constituency_243,MP_Name_243,Work_732,Sanitation,22-04-2021,1257007,Sanctioned
733,Maharashtra,District_3,Constituency_244,MP_Name_244,Work_733,Sanitation,06-11-2023,955970,Sanctioned
734,Tamil Nadu,District_4,Constituency_245,MP_Name_245,Work_734,Sanitation,23-03-2023,993046,Sanctioned
735,Gujarat,District_5,Constituency_1,MP_Name_1,Work_735,Health,09-01-2022,1683475,Sanctioned
736,Karnataka,District_6,Constituency_2,MP_Name_2,Work_736,Health,14-06-2023,897299,Sanctioned
737,Maharashtra,District_7,Constituency_3,MP_Name_3,Work_737,Education,10-09-2021,1606919,Sanctioned
738,Uttar Pradesh,District_8,Constituency_4,MP_Name_4,Work_738,Education,16-12-2023,1749055,Sanctioned
739,Uttar Pradesh,District_9,Constituency_5,MP_Name_5,Work_739,Health,17-05-2021,1522977,Sanctioned
740,Karnataka,District_0,Constituency_6,MP_Name_6,Work_740,Roads,12-11-2022,1037746,Sanctioned
741,Delhi,District_1,Constituency_7,MP_Name_7,Work_741,Roads,10-05-2023,1869155,Sanctioned
742,Karnataka,District_2,Constituency_8,MP_Name_8,Work_742,Roads,17-09-2022,1214995,Sanctioned
743,Uttar Pradesh,District_3,Constituency_9,MP_Name_9,Work_743,Roads,13-09-2023,1618928,Sanctioned
744,Gujarat,District_4,Constituency_10,MP_Name_10,Work_744,Health,04-04-2021,912320,Sanctioned
745,Karnataka,District_5,Constituency_11,MP_Name_11,Work_745,Roads,04-08-2023,1556783,Sanctioned
746,Delhi,District_6,Constituency_12,MP_Name_12,Work_746,Electricity,29-11-2021,625034,Sanctioned
747,Gujarat,District_7,Constituency_13,MP_Name_13,Work_747,Education,06-06-2022,683585,Sanctioned
748,Uttar Pradesh,District_8,Constituency_14,MP_Name_14,Work_748,Roads,17-06-2021,1423738,Sanctioned
749,Maharashtra,District_9,Constituency_15,MP_Name_15,Work_749,Sanitation,04-08-2021,1497206,Sanctioned
750,Tamil Nadu,District_0,Constituency_16,MP_Name_16,Work_750,Drinking Water,01-05-2023,1875778,Sanctioned
751,Karnataka,District_1,Constituency_17,MP_Name_17,Work_751,Drinking Water,25-06-2021,1717489,Sanctioned
752,Gujarat,District_2,Constituency_18,MP_Name_18,Work_752,Education,18-08-2021,1310934,Sanctioned
753,Uttar Pradesh,District_3,Constituency_19,MP_Name_19,Work_753,Health,02-07-2023,1315937,Sanctioned
754,Uttar Pradesh,District_4,Constituency_20,MP_Name_20,Work_754,Electricity,22-07-2023,1684689,Sanctioned
