sr_no,state,constituency,mp_name,work,work_category,recommended_date,recommended_amount
428,Gujarat,Constituency_78,MP_Name_78,GJ/821/2021-2022/50428 - Construction of Health facility,Electricity,15-02-2023,864130
429,Gujarat,Constituency_79,MP_Name_79,GJ/474/2021-2022/50429 - Construction of Roads facility,Education,15-05-2021,1131330
430,Gujarat,Constituency_79,MP_Name_79,GJ/166/2021-2022/50430 - Construction of Education facility,Health,29-03-2023,1734379
431,Gujarat,Constituency_79,MP_Name_79,GJ/146/2023-2024/50431 - Construction of Health facility,Education,22-09-2022,1284287
432,Gujarat,Constituency_79,MP_Name_79,GJ/300/2021-2022/50432 - Construction of Drinking Water facility,Drinking Water,03-05-2021,1771623
433,Gujarat,Constituency_79,MP_Name_79,GJ/433/2022-2023/50433 - Construction of Sanitation facility,Sanitation,13-05-2022,1865852
434,Gujarat,Constituency_79,MP_Name_79,GJ/477/2022-2023/50434 - Construction of Electricity facility,Sanitation,12-12-2024,1868661
435,Madhya Pradesh,Constituency_80,MP_Name_80,MP/334/2022-2023/50435 - Construction of Roads facility,Health,29-05-2022,1515899
436,Madhya Pradesh,Constituency_80,MP_Name_80,MP/172/2023-2024/50436 - Construction of Sanitation facility,Education,29-03-2022,697255
437,Madhya Pradesh,Constituency_80,MP_Name_80,MP/671/2023-2024/50437 - Construction of Drinking Water facility,Roads,05-07-2023,1303571
438,Madhya Pradesh,Constituency_80,MP_Name_80,MP/490/2022-2023/50438 - Construction of Sanitation facility,Electricity,27-04-2021,1456205
439,Madhya Pradesh,Constituency_80,MP_Name_80,MP/808/2023-2024/50439 - Construction of Roads facility,Drinking Water,26-10-2023,1488130
440,Madhya Pradesh,Constituency_80,MP_Name_80,MP/317/2022-2023/50440 - Construction of Drinking Water facility,Drinking Water,02-07-2022,1031976
441,Madhya Pradesh,Constituency_80,MP_Name_80,MP/290/2023-2024/50441 - Construction of Drinking Water facility,Health,27-06-2022,802883
442,Madhya Pradesh,Constituency_80,MP_Name_80,MP/946/2023-2024/50442 - Construction of Sanitation facility,Health,20-11-2024,1066727
443,Tamil Nadu,Constituency_81,MP_Name_81,TN/619/2021-2022/50443 - Construction of Electricity facility,Health,21-11-2022,1685922
444,Tamil Nadu,Constituency_81,MP_Name_81,TN/548/2021-2022/50444 - Construction of Drinking Water facility,Drinking Water,07-05-2024,1172561
445,Tamil Nadu,Constituency_81,MP_Name_81,TN/391/2021-2022/50445 - Construction of Sanitation facility,Health,07-01-2023,1045251
446,Tamil Nadu,Constituency_81,MP_Name_81,TN/643/2023-2024/50446 - Construction of Sanitation facility,Electricity,23-02-2021,1641050
447,Tamil Nadu,Constituency_81,MP_Name_81,TN/528/2021-2022/50447 - Construction of Roads facility,Roads,12-05-2022,853600
448,Tamil Nadu,Constituency_81,MP_Name_81,TN/494/2022-2023/50448 - Construction of Sanitation facility,Drinking Water,11-01-2022,1159487
449,Tamil Nadu,Constituency_81,MP_Name_81,TN/284/2022-2023/50449 - Construction of Health facility,Roads,05-09-2022,1640694
450,Karnataka,Constituency_82,MP_Name_82,KA/341/2023-2024/50450 - Construction of Education facility,Electricity,17-06-2023,909938
451,Karnataka,Constituency_82,MP_Name_82,KA/991/2021-2022/50451 - Construction of Health facility,Roads,19-09-2021,981301
452,Karnataka,Constituency_82,MP_Name_82,KA/188/2021-2022/50452 - Construction of Drinking Water facility,Drinking Water,11-03-2023,1463474
453,Karnataka,Constituency_82,MP_Name_82,KA/343/2022-2023/50453 - Construction of Health facility,Electricity,02-03-2023,1208420
454,Karnataka,Constituency_83,MP_Name_83,KA/764/2022-2023/50454 - Construction of Education facility,Electricity,09-12-2021,784173
455,Karnataka,Constituency_83,MP_Name_83,KA/186/2022-2023/50455 - Construction of Drinking Water facility,Electricity,14-01-2023,1137972
456,Karnataka,Constituency_83,MP_Name_83,KA/585/2021-2022/50456 - Construction of Electricity facility,Roads,19-10-2021,827298
457,Karnataka,Constituency_83,MP_Name_83,KA/106/2023-2024/50457 - Construction of Education facility,Sanitation,17-11-2024,582129
458,Bihar,Constituency_84,MP_Name_84,BR/274/2022-2023/50458 - Construction of Drinking Water facility,Sanitation,01-08-2022,1630446
459,Bihar,Constituency_84,MP_Name_84,BR/322/2022-2023/50459 - Construction of Roads facility,Sanitation,11-03-2023,1429097
460,Bihar,Constituency_84,MP_Name_84,BR/654/2021-2022/50460 - Construction of Electricity facility,Roads,02-09-2024,1861558
461,Maharashtra,Constituency_85,MP_Name_85,MH/269/2023-2024/50461 - Construction of Education facility,Roads,28-01-2023,1466427
462,Maharashtra,Constituency_85,MP_Name_85,MH/284/2022-2023/50462 - Construction of Roads facility,Drinking Water,12-07-2021,1462885
463,Maharashtra,Constituency_85,MP_Name_85,MH/895/2022-2023/50463 - Construction of Drinking Water facility,Roads,02-10-2022,931504
464,Maharashtra,Constituency_85,MP_Name_85,MH/594/2021-2022/50464 - Construction of Sanitation facility,Health,07-03-2022,1606905
465,Maharashtra,Constituency_85,MP_Name_85,MH/891/2021-2022/50465 - Construction of Drinking Water facility,Health,29-01-2021,1201443
466,Maharashtra,Constituency_85,MP_Name_85,MH/456/2021-2022/50466 - Construction of Electricity facility,Education,24-06-2024,1675988
467,Rajasthan,Constituency_86,MP_Name_86,RJ/779/2023-2024/50467 - Construction of Education facility,Drinking Water,24-10-2021,1377179
468,Rajasthan,Constituency_86,MP_Name_86,RJ/241/2021-2022/50468 - Construction of Drinking Water facility,Electricity,10-09-2021,515378
469,Rajasthan,Constituency_86,MP_Name_86,RJ/769/2022-2023/50469 - Construction of Health facility,Roads,02-01-2024,1914746
470,Rajasthan,Constituency_86,MP_Name_86,RJ/443/2021-2022/50470 - Construction of Electricity facility,Health,21-11-2023,834476
471,Rajasthan,Constituency_86,MP_Name_86,RJ/274/2021-2022/50471 - Construction of Health facility,Electricity,26-12-2022,739000
472,Rajasthan,Constituency_86,MP_Name_86,RJ/257/2022-2023/50472 - Construction of Electricity facility,Drinking Water,16-11-2022,1250731
473,Rajasthan,Constituency_86,MP_Name_86,RJ/974/2022-2023/50473 - Construction of Drinking Water facility,Health,20-12-2023,676540
474,Rajasthan,Constituency_86,MP_Name_86,RJ/933/2023-2024/50474 - Construction of Roads facility,Sanitation,14-05-2021,1376339
475,Bihar,Constituency_87,MP_Name_87,BR/842/2021-2022/50475 - Construction of Roads facility,Health,01-07-2024,1706111
476,Bihar,Constituency_87,MP_Name_87,BR/100/2022-2023/50476 - Construction of Education facility,Sanitation,13-03-2023,1214932
477,Bihar,Constituency_87,MP_Name_87,BR/509/2022-2023/50477 - Construction of Roads facility,Electricity,10-06-2023,1181341
478,Bihar,Constituency_87,MP_Name_87,BR/275/2023-2024/50478 - Construction of Electricity facility,Electricity,29-08-2024,534224
479,Bihar,Constituency_87,MP_Name_87,BR/269/2021-2022/50479 - Construction of Electricity facility,Drinking Water,05-10-2023,1845869
480,Bihar,Constituency_87,MP_Name_87,BR/417/2021-2022/50480 - Construction of Electricity facility,Electricity,25-11-2022,1940764
481,Bihar,Constituency_87,MP_Name_87,BR/169/2021-2022/50481 - Construction of Roads facility,Drinking Water,28-10-2021,1213545
482,Bihar,Constituency_87,MP_Name_87,BR/847/2021-2022/50482 - Construction of Drinking Water facility,Drinking Water,01-07-2024,671598
483,Maharashtra,Constituency_88,MP_Name_88,MH/469/2022-2023/50483 - Construction of Roads facility,Drinking Water,15-02-2021,1307295
484,Maharashtra,Constituency_88,MP_Name_88,MH/915/2023-2024/50484 - Construction of Electricity facility,Roads,30-01-2021,1210425
485,Maharashtra,Constituency_88,MP_Name_88,MH/472/2022-2023/50485 - Construction of Sanitation facility,Sanitation,09-02-2021,1341538
486,Maharashtra,Constituency_88,MP_Name_88,MH/215/2023-2024/50486 - Construction of Education facility,Roads,23-07-2024,727305
487,Rajasthan,Constituency_89,MP_Name_89,RJ/699/2021-2022/50487 - Construction of Sanitation facility,Education,03-04-2024,618891
488,Rajasthan,Constituency_89,MP_Name_89,RJ/933/2023-2024/50488 - Construction of Roads facility,Roads,09-08-2022,1377953
489,Rajasthan,Constituency_89,MP_Name_89,RJ/700/2022-2023/50489 - Construction of Sanitation facility,Sanitation,16-05-2023,1690871
490,Bihar,Constituency_90,MP_Name_90,BR/316/2021-2022/50490 - Construction of Electricity facility,Sanitation,01-02-2023,1013345
491,Bihar,Constituency_90,MP_Name_90,BR/175/2022-2023/50491 - Construction of Roads facility,Electricity,02-06-2024,643316
492,Bihar,Constituency_90,MP_Name_90,BR/884/2021-2022/50492 - Construction of Roads facility,Roads,21-11-2021,1634016
493,Bihar,Constituency_90,MP_Name_90,BR/225/2023-2024/50493 - Construction of Drinking Water facility,Electricity,09-05-2024,1099432
494,Bihar,Constituency_90,MP_Name_90,BR/658/2022-2023/50494 - Construction of Education facility,Roads,20-06-2023,1569034
495,Bihar,Constituency_90,MP_Name_90,BR/838/2022-2023/50495 - Construction of Health facility,Roads,24-02-2021,1042339
496,Bihar,Constituency_90,MP_Name_90,BR/947/2023-2024/50496 - Construction of Education facility,Sanitation,08-06-2024,1601097
497,Bihar,Constituency_90,MP_Name_90,BR/511/2021-2022/50497 - Construction of Electricity facility,Roads,24-02-2023,1358883
498,Karnataka,Constituency_91,MP_Name_91,KA/470/2021-2022/50498 - Construction of Electricity facility,Drinking Water,11-06-2021,1230900
499,Karnataka,Constituency_91,MP_Name_91,KA/353/2021-2022/50499 - Construction of Roads facility,Drinking Water,21-02-2024,1584805
500,Karnataka,Constituency_91,MP_Name_91,KA/324/2021-2022/50500 - Construction of Education facility,Education,22-12-2022,965658
501,Karnataka,Constituency_91,MP_Name_91,KA/908/2021-2022/50501 - Construction of Education facility,Drinking Water,29-03-2022,1663282
502,Karnataka,Constituency_91,MP_Name_91,KA/930/2022-2023/50502 - Construction of Electricity facility,Drinking Water,07-06-2023,1532113
503,Karnataka,Constituency_91,MP_Name_91,KA/688/2021-2022/50503 - Construction of Education facility,Education,07-06-2021,529854
504,Karnataka,Constituency_92,MP_Name_92,KA/494/2023-2024/50504 - Construction of Sanitation facility,Education,18-01-2021,1294348
505,Karnataka,Constituency_92,MP_Name_92,KA/194/2021-2022/50505 - Construction of Electricity facility,Health,06-03-2023,1460907
506,Karnataka,Constituency_92,MP_Name_92,KA/512/2021-2022/50506 - Construction of Health facility,Health,10-08-2021,1060097
507,Karnataka,Constituency_92,MP_Name_92,KA/739/2023-2024/50507 - Construction of Drinking Water facility,Roads,16-02-2023,1704026
508,Karnataka,Constituency_92,MP_Name_92,KA/631/2022-2023/50508 - Construction of Roads facility,Education,22-05-2024,907289
509,Karnataka,Constituency_92,MP_Name_92,KA/993/2021-2022/50509 - Construction of Roads facility,Electricity,20-08-2024,926271
510,Karnataka,Constituency_92,MP_Name_92,KA/646/2021-2022/50510 - Construction of Drinking Water facility,Sanitation,01-11-2023,522562
511,Gujarat,Constituency_93,MP_Name_93,GJ/485/2022-2023/50511 - Construction of Roads facility,Drinking Water,23-01-2024,1003133
512,Gujarat,Constituency_93,MP_Name_93,GJ/633/2023-2024/50512 - Construction of Electricity facility,Health,31-03-2021,1249304
513,Gujarat,Constituency_93,MP_Name_93,GJ/431/2022-2023/50513 - Construction of Health facility,Sanitation,16-05-2024,1490988
514,Gujarat,Constituency_93,MP_Name_93,GJ/256/2021-2022/50514 - Construction of Health facility,Roads,28-04-2021,1532898
515,Gujarat,Constituency_93,MP_Name_93,GJ/479/2021-2022/50515 - Construction of Electricity facility,Education,29-04-2024,1621239
516,Gujarat,Constituency_93,MP_Name_93,GJ/293/2022-2023/50516 - Construction of Electricity facility,Sanitation,13-08-2022,619632
517,Gujarat,Constituency_93,MP_Name_93,GJ/617/2023-2024/50517 - Construction of Electricity facility,Electricity,07-04-2022,1104717
518,Gujarat,Constituency_93,MP_Name_93,GJ/215/2023-2024/50518 - Construction of Education facility,Drinking Water,29-10-2023,669535
519,Maharashtra,Constituency_94,MP_Name_94,MH/790/2021-2022/50519 - Construction of Drinking Water facility,Education,11-04-2023,636480
520,Maharashtra,Constituency_94,MP_Name_94,MH/605/2021-2022/50520 - Construction of Health facility,Electricity,08-07-2023,1579377
521,Maharashtra,Constituency_94,MP_Name_94,MH/243/2023-2024/50521 - Construction of Education facility,Drinking Water,27-03-2022,670440
522,Maharashtra,Constituency_94,MP_Name_94,MH/268/2022-2023/50522 - Construction of Drinking Water facility,Sanitation,14-11-2023,1147188
523,Maharashtra,Constituency_94,MP_Name_94,MH/867/2023-2024/50523 - Construction of Sanitation facility,Education,06-09-2022,1611601
524,West Bengal,Constituency_95,MP_Name_95,WB/609/2022-2023/50524 - Construction of Roads facility,Education,19-08-2022,1491059
525,West Bengal,Constituency_95,MP_Name_95,WB/277/2023-2024/50525 - Construction of Education facility,Drinking Water,03-11-2024,562089
526,West Bengal,Constituency_95,MP_Name_95,WB/310/2022-2023/50526 - Construction of Health facility,Health,31-10-2021,1904486
527,West Bengal,Constituency_95,MP_Name_95,WB/515/2021-2022/50527 - Construction of Education facility,Health,30-01-2021,1719102
528,West Bengal,Constituency_95,MP_Name_95,WB/714/2023-2024/50528 - Construction of Education facility,Drinking Water,24-09-2024,709371
529,West Bengal,Constituency_95,MP_Name_95,WB/653/2022-2023/50529 - Construction of Electricity facility,Electricity,06-02-2023,595287
530,West Bengal,Constituency_95,MP_Name_95,WB/242/2022-2023/50530 - Construction of Drinking Water facility,Sanitation,27-02-2022,939483
531,West Bengal,Constituency_95,MP_Name_95,WB/393/2023-2024/50531 - Construction of Education facility,Electricity,30-12-2021,1115269
532,Uttar Pradesh,Constituency_96,MP_Name_96,UP/542/2021-2022/50532 - Construction of Health facility,Electricity,07-12-2024,1045122
533,Uttar Pradesh,Constituency_96,MP_Name_96,UP/500/2023-2024/50533 - Construction of Drinking Water facility,Electricity,01-03-2021,1663568
534,Uttar Pradesh,Constituency_96,MP_Name_96,UP/615/2021-2022/50534 - Construction of Electricity facility,Electricity,23-05-2022,1904877
535,Gujarat,Constituency_97,MP_Name_97,GJ/378/2022-2023/50535 - Construction of Sanitation facility,Roads,05-07-2021,1210716
536,Gujarat,Constituency_97,MP_Name_97,GJ/344/2022-2023/50536 - Construction of Sanitation facility,Education,18-10-2023,1916292
537,Gujarat,Constituency_97,MP_Name_97,GJ/410/2021-2022/50537 - Construction of Electricity facility,Electricity,16-12-2023,797429
538,Gujarat,Constituency_97,MP_Name_97,GJ/792/2022-2023/50538 - Construction of Sanitation facility,Education,15-05-2024,920573
539,Gujarat,Constituency_97,MP_Name_97,GJ/624/2021-2022/50539 - Construction of Drinking Water facility,Education,21-11-2023,1958943
540,Gujarat,Constituency_97,MP_Name_97,GJ/611/2021-2022/50540 - Construction of Education facility,Roads,22-11-2022,1883550
541,Bihar,Constituency_98,MP_Name_98,BR/883/2021-2022/50541 - Construction of Drinking Water facility,Electricity,13-12-2021,1764772
542,Bihar,Constituency_98,MP_Name_98,BR/245/2021-2022/50542 - Construction of Education facility,Sanitation,24-08-2022,1668048
543,Bihar,Constituency_98,MP_Name_98,BR/980/2023-2024/50543 - Construction of Health facility,Health,10-11-2024,1803687
544,Bihar,Constituency_98,MP_Name_98,BR/563/2021-2022/50544 - Construction of Health facility,Sanitation,02-01-2022,1921575
545,Gujarat,Constituency_99,MP_Name_99,GJ/389/2023-2024/50545 - Construction of Roads facility,Education,28-12-2021,569794
546,Gujarat,Constituency_99,MP_Name_99,GJ/312/2022-2023/50546 - Construction of Electricity facility,Electricity,23-05-2022,1385612
547,Gujarat,Constituency_99,MP_Name_99,GJ/129/2022-2023/50547 - Construction of Health facility,Drinking Water,24-08-2022,1616669
548,Gujarat,Constituency_99,MP_Name_99,GJ/313/2021-2022/50548 - Construction of Electricity facility,Education,14-03-2023,1655222
549,Gujarat,Constituency_99,MP_Name_99,GJ/887/2021-2022/50549 - Construction of Education facility,Electricity,18-01-2022,1502856
550,Gujarat,Constituency_99,MP_Name_99,GJ/573/2022-2023/50550 - Construction of Roads facility,Education,09-03-2024,699283
551,Gujarat,Constituency_100,MP_Name_100,GJ/175/2023-2024/50551 - Construction of Sanitation facility,Sanitation,10-07-2021,1132724
552,Gujarat,Constituency_100,MP_Name_100,GJ/906/2022-2023/50552 - Construction of Roads facility,Drinking Water,17-06-2022,827656
553,Gujarat,Constituency_100,MP_Name_100,GJ/851/2021-2022/50553 - Construction of Roads facility,Roads,04-01-2024,744040
554,Gujarat,Constituency_100,MP_Name_100,GJ/168/2023-2024/50554 - Construction of Education facility,Sanitation,11-02-2024,689162
555,Gujarat,Constituency_100,MP_Name_100,GJ/338/2022-2023/50555 - Construction of Health facility,Roads,10-12-2023,608222
556,Gujarat,Constituency_100,MP_Name_100,GJ/667/2022-2023/50556 - Construction of Electricity facility,Drinking Water,10-06-2023,763496
557,Gujarat,Constituency_100,MP_Name_100,GJ/667/2021-2022/50557 - Construction of Electricity facility,Health,01-12-2023,734046
558,Gujarat,Constituency_100,MP_Name_100,GJ/195/2022-2023/50558 - Construction of Electricity facility,Education,27-11-2023,593212
559,Uttar Pradesh,Constituency_101,MP_Name_101,UP/644/2023-2024/50559 - Construction of Roads facility,Education,25-06-2021,828797
560,Uttar Pradesh,Constituency_101,MP_Name_101,UP/196/2023-2024/50560 - Construction of Sanitation facility,Sanitation,07-04-2023,961216
561,Uttar Pradesh,Constituency_101,MP_Name_101,UP/781/2021-2022/50561 - Construction of Health facility,Education,29-07-2022,1587395
562,Uttar Pradesh,Constituency_101,MP_Name_101,UP/104/2021-2022/50562 - Construction of Education facility,Health,19-11-2024,857468
563,Uttar Pradesh,Constituency_101,MP_Name_101,UP/726/2022-2023/50563 - Construction of Drinking Water facility,Health,09-02-2024,1415882
564,Uttar Pradesh,Constituency_101,MP_Name_101,UP/724/2023-2024/50564 - Construction of Drinking Water facility,Sanitation,17-01-2022,1952716
565,Uttar Pradesh,Constituency_101,MP_Name_101,UP/476/2021-2022/50565 - Construction of Drinking Water facility,Sanitation,03-06-2023,755023
566,Rajasthan,Constituency_102,MP_Name_102,RJ/454/2023-2024/50566 - Construction of Health facility,Electricity,21-04-2024,983807
567,Rajasthan,Constituency_102,MP_Name_102,RJ/686/2021-2022/50567 - Construction of Drinking Water facility,Drinking Water,11-04-2022,1963194
568,Rajasthan,Constituency_102,MP_Name_102,RJ/809/2023-2024/50568 - Construction of Drinking Water facility,Drinking Water,26-05-2022,1340744
569,Rajasthan,Constituency_102,MP_Name_102,RJ/460/2023-2024/50569 - Construction of Roads facility,Health,17-01-2021,897721
570,Rajasthan,Constituency_102,MP_Name_102,RJ/814/2022-2023/50570 - Construction of Sanitation facility,Health,12-04-2024,1442131
571,Rajasthan,Constituency_102,MP_Name_102,RJ/488/2021-2022/50571 - Construction of Sanitation facility,Drinking Water,12-05-2021,826783
572,Rajasthan,Constituency_102,MP_Name_102,RJ/326/2023-2024/50572 - Construction of Roads facility,Drinking Water,04-04-2022,950425
573,Delhi,Constituency_103,MP_Name_103,DL/174/2022-2023/50573 - Construction of Electricity facility,Health,17-08-2021,1910317
574,Delhi,Constituency_103,MP_Name_103,DL/402/2023-2024/50574 - Construction of Health facility,Electricity,30-04-2021,1970767
575,Delhi,Constituency_103,MP_Name_103,DL/964/2023-2024/50575 - Construction of Drinking Water facility,Sanitation,29-10-2021,1611322
576,Delhi,Constituency_103,MP_Name_103,DL/895/2023-2024/50576 - Construction of Drinking Water facility,Sanitation,04-07-2021,1408401
577,Delhi,Constituency_103,MP_Name_103,DL/877/2022-2023/50577 - Construction of Drinking Water facility,Electricity,12-04-2022,1242857
578,Delhi,Constituency_103,MP_Name_103,DL/658/2023-2024/50578 - Construction of Sanitation facility,Education,01-06-2021,1547531
579,Karnataka,Constituency_104,MP_Name_104,KA/209/2023-2024/50579 - Construction of Drinking Water facility,Roads,19-07-2022,1888712
580,Karnataka,Constituency_104,MP_Name_104,KA/246/2021-2022/50580 - Construction of Sanitation facility,Education,09-08-2021,1134095
581,Karnataka,Constituency_104,MP_Name_104,KA/702/2022-2023/50581 - Construction of Roads facility,Sanitation,24-04-2023,1734841
582,Karnataka,Constituency_104,MP_Name_104,KA/673/2022-2023/50582 - Construction of Education facility,Roads,05-07-2023,1442567
583,Karnataka,Constituency_104,MP_Name_104,KA/929/2022-2023/50583 - Construction of Electricity facility,Drinking Water,19-07-2022,1464298
584,Karnataka,Constituency_104,MP_Name_104,KA/592/2023-2024/50584 - Construction of Health facility,Drinking Water,06-09-2023,760826
585,Karnataka,Constituency_104,MP_Name_104,KA/557/2021-2022/50585 - Construction of Roads facility,Health,16-11-2023,573469
586,Karnataka,Constituency_104,MP_Name_104,KA/455/2023-2024/50586 - Construction of Electricity facility,Health,23-10-2021,1775962
587,Bihar,Constituency_105,MP_Name_105,BR/552/2021-2022/50587 - Construction of Roads facility,Sanitation,23-09-2023,1370643
588,Bihar,Constituency_105,MP_Name_105,BR/515/2022-2023/50588 - Construction of Education facility,Sanitation,30-05-2023,964023
589,Bihar,Constituency_105,MP_Name_105,BR/202/2021-2022/50589 - Construction of Electricity facility,Sanitation,07-06-2021,1015471
590,Bihar,Constituency_105,MP_Name_105,BR/988/2023-2024/50590 - Construction of Sanitation facility,Education,27-07-2023,542121
591,Bihar,Constituency_105,MP_Name_105,BR/555/2022-2023/50591 - Construction of Sanitation facility,Electricity,12-02-2022,1242731
592,Bihar,Constituency_105,MP_Name_105,BR/676/2022-2023/50592 - Construction of Electricity facility,Health,07-05-2023,1980737
593,Tamil Nadu,Constituency_106,MP_Name_106,TN/266/2022-2023/50593 - Construction of Health facility,Sanitation,22-12-2023,1479206
594,Tamil Nadu,Constituency_106,MP_Name_106,TN/600/2021-2022/50594 - Construction of Drinking Water facility,Electricity,20-09-2022,1840374
595,Tamil Nadu,Constituency_106,MP_Name_106,TN/441/2022-2023/50595 - Construction of Drinking Water facility,Roads,06-04-2021,1743848
596,Tamil Nadu,Constituency_106,MP_Name_106,TN/725/2021-2022/50596 - Construction of Electricity facility,Education,05-03-2024,1659495
597,Tamil Nadu,Constituency_106,MP_Name_106,TN/803/2021-2022/50597 - Construction of Health facility,Education,21-01-2022,745957
598,Maharashtra,Constituency_107,MP_Name_107,MH/275/2023-2024/50598 - Construction of Sanitation facility,Education,26-03-2024,1039691
599,Maharashtra,Constituency_107,MP_Name_107,MH/277/2022-2023/50599 - Construction of Roads facility,Sanitation,23-01-2023,771032
600,Maharashtra,Constituency_107,MP_Name_107,MH/163/2023-2024/50600 - Construction of Electricity facility,Education,31-07-2022,1895501
601,Maharashtra,Constituency_107,MP_Name_107,MH/622/2022-2023/50601 - Construction of Sanitation facility,Education,03-05-2021,1423144
602,Maharashtra,Constituency_107,MP_Name_107,MH/490/2021-2022/50602 - Construction of Sanitation facility,Roads,29-10-2021,1204437
603,Maharashtra,Constituency_108,MP_Name_108,MH/663/2022-2023/50603 - Construction of Drinking Water facility,Sanitation,25-07-2023,1461238
604,Maharashtra,Constituency_108,MP_Name_108,MH/836/2023-2024/50604 - Construction of Roads facility,Roads,22-09-2024,1407039
605,Maharashtra,Constituency_108,MP_Name_108,MH/893/2021-2022/50605 - Construction of Education facility,Electricity,01-07-2023,1158837
606,Delhi,Constituency_109,MP_Name_109,DL/269/2022-2023/50606 - Construction of Electricity facility,Drinking Water,21-02-2023,811077
607,Delhi,Constituency_109,MP_Name_109,DL/501/2021-2022/50607 - Construction of Drinking Water facility,Electricity,09-05-2022,674535
608,Delhi,Constituency_109,MP_Name_109,DL/948/2023-2024/50608 - Construction of Health facility,Roads,03-10-2021,1513071
609,Delhi,Constituency_109,MP_Name_109,DL/619/2021-2022/50609 - Construction of Electricity facility,Drinking Water,10-08-2023,1845838
610,Delhi,Constituency_109,MP_Name_109,DL/124/2023-2024/50610 - Construction of Drinking Water facility,Drinking Water,01-07-2023,718506
611,Maharashtra,Constituency_110,MP_Name_110,MH/615/2023-2024/50611 - Construction of Drinking Water facility,Health,06-05-2023,1063687
612,Maharashtra,Constituency_110,MP_Name_110,MH/702/2021-2022/50612 - Construction of Electricity facility,Electricity,14-08-2024,622960
613,Maharashtra,Constituency_110,MP_Name_110,MH/750/2023-2024/50613 - Construction of Education facility,Drinking Water,04-02-2023,1435537
614,Maharashtra,Constituency_110,MP_Name_110,MH/121/2021-2022/50614 - Construction of Roads facility,Sanitation,11-03-2024,700626
615,Maharashtra,Constituency_110,MP_Name_110,MH/577/2021-2022/50615 - Construction of Electricity facility,Roads,26-11-2023,1911365
616,Bihar,Constituency_111,MP_Name_111,BR/428/2021-2022/50616 - Construction of Sanitation facility,Education,22-07-2023,1080018
617,Bihar,Constituency_111,MP_Name_111,BR/942/2023-2024/50617 - Construction of Roads facility,Sanitation,06-04-2021,1603870
618,Bihar,Constituency_111,MP_Name_111,BR/648/2022-2023/50618 - Construction of Roads facility,Drinking Water,22-05-2022,1975350
619,Bihar,Constituency_111,MP_Name_111,BR/282/2021-2022/50619 - Construction of Drinking Water facility,Education,20-07-2024,1253282
620,Bihar,Constituency_111,MP_Name_111,BR/580/2021-2022/50620 - Construction of Education facility,Education,03-03-2021,1573069
621,Bihar,Constituency_111,MP_Name_111,BR/663/2022-2023/50621 - Construction of Roads facility,Health,31-07-2022,1331115
622,Bihar,Constituency_111,MP_Name_111,BR/580/2022-2023/50622 - Construction of Drinking Water facility,Roads,22-09-2024,1489260
623,Maharashtra,Constituency_112,MP_Name_112,MH/458/2022-2023/50623 - Construction of Sanitation facility,Health,25-03-2024,690790
624,Maharashtra,Constituency_112,MP_Name_112,MH/780/2022-2023/50624 - Construction of Drinking Water facility,Drinking Water,05-07-2023,1457719
625,Maharashtra,Constituency_112,MP_Name_112,MH/556/2023-2024/50625 - Construction of Education facility,Sanitation,20-01-2022,792805
626,Maharashtra,Constituency_112,MP_Name_112,MH/961/2022-2023/50626 - Construction of Drinking Water facility,Roads,29-06-2024,1965413
627,Rajasthan,Constituency_113,MP_Name_113,RJ/141/2023-2024/50627 - Construction of Health facility,Health,12-10-2022,1217327
628,Rajasthan,Constituency_113,MP_Name_113,RJ/457/2023-2024/50628 - Construction of Electricity facility,Electricity,22-03-2023,1973764
629,Rajasthan,Constituency_113,MP_Name_113,RJ/520/2022-2023/50629 - Construction of Health facility,Electricity,11-11-2023,1983460
630,Rajasthan,Constituency_113,MP_Name_113,RJ/127/2021-2022/50630 - Construction of Electricity facility,Health,12-09-2021,1066979
631,Rajasthan,Constituency_113,MP_Name_113,RJ/192/2022-2023/50631 - Construction of Electricity facility,Sanitation,27-09-2023,530700
632,Rajasthan,Constituency_113,MP_Name_113,RJ/650/2022-2023/50632 - Construction of Education facility,Roads,22-01-2021,558874
633,Gujarat,Constituency_114,MP_Name_114,GJ/204/2021-2022/50633 - Construction of Health facility,Drinking Water,31-03-2024,1223760
634,Gujarat,Constituency_114,MP_Name_114,GJ/891/2023-2024/50634 - Construction of Electricity facility,Electricity,10-02-2022,1278051
635,Gujarat,Constituency_114,MP_Name_114,GJ/803/2021-2022/50635 - Construction of Sanitation facility,Sanitation,03-09-2023,891434
636,Karnataka,Constituency_115,MP_Name_115,KA/841/2021-2022/50636 - Construction of Education facility,Health,12-03-2021,1330707
637,Karnataka,Constituency_115,MP_Name_115,KA/297/2021-2022/50637 - Construction of Drinking Water facility,Drinking Water,28-03-2021,1309627
638,Karnataka,Constituency_115,MP_Name_115,KA/373/2021-2022/50638 - Construction of Health facility,Electricity,29-01-2024,1869113
639,Karnataka,Constituency_115,MP_Name_115,KA/245/2023-2024/50639 - Construction of Roads facility,Drinking Water,21-09-2024,1896226
640,Karnataka,Constituency_115,MP_Name_115,KA/875/2022-2023/50640 - Construction of Health facility,Electricity,19-08-2023,669615
641,Karnataka,Constituency_115,MP_Name_115,KA/271/2023-2024/50641 - Construction of Education facility,Sanitation,16-01-2022,801049
